Ite,EvalCount,BestEval,Param,MeanEval,m0,m1,m2,eigval0,eigval1,eigval2,logDetC,m,sigma,penalty
1,7,1.197988e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,8.705566e-01,-2.984579e-02,4.176949e-02,5.590798e-01,9.742080e-01,1.836008e+00,-1.443290e-15,[ 0.87055658 -0.02984579  0.04176949],5.145510e-01,0.3145494726264179
2,14,1.197988e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,1.031440e+00,-8.598507e-02,9.974669e-02,4.789892e-01,8.436364e-01,1.705173e+00,-3.724441e-01,[ 1.03143985 -0.08598507  0.09974669],4.104725e-01,0.21764084025297079
3,21,1.197988e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,6.474019e-01,-2.000000e-01,-4.086679e-03,4.463377e-01,7.219733e-01,1.621319e+00,-6.492063e-01,[ 0.64740195 -0.2        -0.00408668],3.685281e-01,0.17223589915807797
4,28,1.197988e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,9.284414e-01,-8.287098e-02,1.323508e-01,4.142307e-01,6.252668e-01,1.447338e+00,-9.811828e-01,[ 0.92844143 -0.08287098  0.13235076],3.070355e-01,0.150534538982003
5,35,1.197988e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,1.168107e+00,-8.331201e-02,1.388027e-01,3.574240e-01,5.384932e-01,1.436184e+00,-1.285824e+00,[ 1.16810716 -0.08331201  0.1388027 ],2.768418e-01,0.07065607856638821
6,42,1.197988e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,1.345599e+00,-9.019249e-03,1.233880e-02,3.180440e-01,4.968743e-01,1.525455e+00,-1.422691e+00,[ 1.34559943 -0.00901925  0.0123388 ],2.688704e-01,0.0657553480733962
7,49,1.197988e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,1.343013e+00,2.190133e-02,5.790435e-02,2.833066e-01,4.306765e-01,1.352892e+00,-1.801379e+00,[1.34301338 0.02190133 0.05790435],2.344160e-01,0.01822938035996441
8,56,1.197988e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,1.365369e+00,-1.401342e-02,5.598549e-02,2.423460e-01,3.696109e-01,1.272294e+00,-2.171871e+00,[ 1.36536944 -0.01401342  0.05598549],1.927842e-01,0.00023179523118550222
9,63,1.197988e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,1.224732e+00,-1.802093e-02,1.525902e-01,2.346069e-01,3.289721e-01,1.193586e+00,-2.384664e+00,[ 1.22473199 -0.01802093  0.15259019],1.785551e-01,0.04392430500953685
10,70,1.197988e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,1.256845e+00,3.527879e-03,1.319359e-01,2.053862e-01,2.812748e-01,1.025749e+00,-2.825864e+00,[1.25684471 0.00352788 0.13193589],1.468468e-01,0.017833992993909174
11,77,1.197988e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,1.391859e+00,-1.460003e-02,1.124482e-01,1.784419e-01,2.457501e-01,1.075019e+00,-3.054594e+00,[ 1.39185852 -0.01460003  0.11244819],1.344288e-01,0.01145329331791183
12,84,1.197988e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,1.463979e+00,-1.010216e-02,9.731081e-02,1.536853e-01,2.105433e-01,1.097775e+00,-3.337626e+00,[ 1.46397937 -0.01010216  0.09731081],1.267287e-01,0.0
13,91,1.197988e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,1.607109e+00,1.131959e-02,7.628407e-02,1.342400e-01,1.800508e-01,1.477723e+00,-3.332140e+00,[1.60710897 0.01131959 0.07628407],1.383973e-01,0.0
14,98,1.197988e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,1.543502e+00,1.322170e-04,8.285275e-02,1.151044e-01,1.582144e-01,1.367383e+00,-3.692821e+00,[1.54350218e+00 1.32216983e-04 8.28527481e-02],1.184921e-01,0.0
15,105,1.197988e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,1.509149e+00,2.490536e-03,7.349340e-02,9.975236e-02,1.379136e-01,1.185135e+00,-4.116336e+00,[1.50914939 0.00249054 0.0734934 ],9.604458e-02,0.0
16,112,1.197988e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,1.452095e+00,-3.387822e-03,8.328302e-02,8.560556e-02,1.193075e-01,1.199761e+00,-4.401934e+00,[ 1.45209528 -0.00338782  0.08328302],8.023977e-02,0.0
