Ite,EvalCount,BestEval,Param,MeanEval,m0,m1,m2,eigval0,eigval1,eigval2,logDetC,m,sigma,penalty
1,7,2.954420e-01,[[-0.05158514  0.0962113   0.05174551  0.14086947]],1.125681e-01,9.650767e-01,-7.177732e-02,-1.012720e-02,7.438950e-01,8.616386e-01,1.560139e+00,3.330669e-16,[ 0.96507674 -0.07177732 -0.0101272 ],4.902859e-01,0.5181953493552347
2,14,1.528416e-01,[[-0.05158514  0.0962113   0.05174551  0.14086947]],1.125681e-01,1.072638e+00,-1.913767e-01,-1.277525e-01,6.356980e-01,7.685741e-01,1.365248e+00,-4.049140e-01,[ 1.07263817 -0.19137673 -0.12775253],4.028035e-01,0.3511340851179489
3,21,1.394433e-01,[[-0.05158514  0.0962113   0.05174551  0.14086947]],1.125681e-01,1.331576e+00,-1.503634e-01,-2.000000e-01,5.483167e-01,6.892376e-01,1.261007e+00,-7.411611e-01,[ 1.33157552 -0.15036337 -0.2       ],3.603417e-01,0.30216282179700116
4,28,6.863023e-02,[[-0.05158514  0.0962113   0.05174551  0.14086947]],1.125681e-01,1.449155e+00,-1.513871e-01,-1.031958e-01,4.764998e-01,5.904235e-01,1.161435e+00,-1.118547e+00,[ 1.44915467 -0.15138706 -0.10319577],3.140817e-01,0.16212890060888388
5,35,2.546797e-02,[[-0.05158514  0.0962113   0.05174551  0.14086947]],9.263796e-02,1.499664e+00,1.930595e-02,3.617741e-02,4.182837e-01,5.823624e-01,1.068873e+00,-1.345653e+00,[1.49966436 0.01930595 0.03617741],2.956049e-01,0.07452438817013486
6,42,2.546797e-02,[[-0.05158514  0.0962113   0.05174551  0.14086947]],6.033969e-02,1.668512e+00,-3.005471e-03,1.204319e-01,3.642371e-01,5.159038e-01,1.113989e+00,-1.563838e+00,[ 1.6685124  -0.00300547  0.12043186],2.832815e-01,0.13056389342110847
7,49,2.546797e-02,[[-0.05158514  0.0962113   0.05174551  0.14086947]],1.125681e-01,1.848447e+00,-1.019223e-01,1.247890e-01,3.257728e-01,4.779830e-01,1.196310e+00,-1.680493e+00,[ 1.84844723 -0.10192227  0.12478903],2.828285e-01,0.1120125160496067
8,56,2.546797e-02,[[-0.05158514  0.0962113   0.05174551  0.14086947]],1.035970e-01,1.663175e+00,-5.735179e-02,1.286546e-01,2.839319e-01,4.158991e-01,1.064639e+00,-2.073697e+00,[ 1.66317504 -0.05735179  0.1286546 ],2.275595e-01,0.031401204514543736
9,63,2.546797e-02,[[-0.05158514  0.0962113   0.05174551  0.14086947]],8.013224e-02,1.527129e+00,-2.568373e-02,1.274979e-01,2.460887e-01,3.674869e-01,1.007695e+00,-2.395465e+00,[ 1.52712882 -0.02568373  0.12749792],1.965818e-01,0.014362492474461166
10,70,2.546797e-02,[[-0.05158514  0.0962113   0.05174551  0.14086947]],1.038115e-01,1.627463e+00,1.025327e-01,1.127201e-01,2.581284e-01,3.862481e-01,9.119262e-01,-2.397770e+00,[1.62746263 0.10253267 0.11272014],2.003016e-01,0.015011518533007908
11,77,2.546797e-02,[[-0.05158514  0.0962113   0.05174551  0.14086947]],5.011908e-02,1.696631e+00,1.437661e-01,1.471608e-01,2.211741e-01,3.717410e-01,8.432378e-01,-2.668870e+00,[1.69663056 0.14376611 0.14716081],1.964574e-01,0.011087982235441647
