Ite,EvalCount,BestEval,Param,MeanEval,m0,m1,m2,eigval0,eigval1,eigval2,logDetC,m,sigma,penalty
1,7,8.136109e-01,[ 0.07736166  0.08270531 -0.04093247  0.10163291],3.851956e-01,6.201235e-01,-2.000000e-01,-2.000000e-01,1.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,[ 0.62012349 -0.2        -0.2       ],2.000000e+00,3.4487494697823076
2,14,8.136109e-01,[ 0.07736166  0.08270531 -0.04093247  0.10163291],1.709356e-01,1.213390e+00,1.513871e-01,-8.287098e-02,8.526029e-01,8.565444e-01,8.889485e-01,-4.320265e-01,[ 1.21338952  0.15138706 -0.08287098],1.613017e+00,2.6346183636951914
3,21,2.681576e-01,[ 0.07736166  0.08270531 -0.04093247  0.10163291],1.197988e-01,7.244961e-01,3.425804e-02,3.425804e-02,7.274292e-01,7.339593e-01,7.696757e-01,-8.893264e-01,[0.72449607 0.03425804 0.03425804],1.254853e+00,1.4227485940465254
4,28,2.681576e-01,[ 0.07736166  0.08270531 -0.04093247  0.10163291],1.197988e-01,8.321941e-01,-7.614398e-02,-2.000000e-01,6.203959e-01,6.325058e-01,6.633161e-01,-1.345967e+00,[ 0.83219414 -0.07614398 -0.2       ],9.734008e-01,1.0376902042515497
5,35,2.681576e-01,[ 0.07736166  0.08270531 -0.04093247  0.10163291],1.197988e-01,1.800343e+00,-2.000000e-01,-1.380035e-01,5.332429e-01,5.409692e-01,8.198035e-01,-1.441862e+00,[ 1.80034273 -0.2        -0.13800351],9.605014e-01,0.9459268243998118
6,42,1.197988e-01,[ 0.07736166  0.08270531 -0.04093247  0.10163291],1.197988e-01,2.117843e+00,-3.549667e-02,-8.406644e-02,4.553423e-01,4.690482e-01,8.592234e-01,-1.695482e+00,[ 2.11784304 -0.03549667 -0.08406644],9.160169e-01,0.6453355870008287
7,49,1.197988e-01,[ 0.07736166  0.08270531 -0.04093247  0.10163291],1.197988e-01,2.391707e+00,-1.186931e-01,-1.271173e-01,3.882427e-01,4.008555e-01,8.642487e-01,-2.006174e+00,[ 2.39170744 -0.11869305 -0.12711735],8.472003e-01,0.3785543445896572
8,56,1.197988e-01,[ 0.07736166  0.08270531 -0.04093247  0.10163291],1.197988e-01,3.110011e+00,-1.513871e-01,-1.218485e-01,3.310393e-01,3.430428e-01,1.011122e+00,-2.164358e+00,[ 3.11001148 -0.15138706 -0.12184847],8.789481e-01,0.3980216907925928
9,63,1.197988e-01,[ 0.07736166  0.08270531 -0.04093247  0.10163291],1.012259e-01,3.201213e+00,-2.449134e-02,1.515112e-01,2.853970e-01,3.148370e-01,1.013088e+00,-2.396571e+00,[ 3.20121292 -0.02449134  0.1515112 ],8.434850e-01,0.32214856520355817
10,70,1.086720e-01,[ 0.07736166  0.08270531 -0.04093247  0.10163291],1.197988e-01,3.830422e+00,-3.958270e-02,-2.075754e-02,2.454511e-01,2.746796e-01,1.072677e+00,-2.626650e+00,[ 3.8304217  -0.0395827  -0.02075754],8.459252e-01,0.294752693154044
11,77,1.086720e-01,[ 0.07736166  0.08270531 -0.04093247  0.10163291],1.197988e-01,4.283306e+00,3.655674e-02,-7.758892e-02,2.130804e-01,2.348657e-01,1.100953e+00,-2.898651e+00,[ 4.28330605  0.03655674 -0.07758892],8.481387e-01,0.578852870896327
12,84,1.086720e-01,[ 0.07736166  0.08270531 -0.04093247  0.10163291],1.197988e-01,4.760267e+00,2.000000e-01,4.849114e-02,1.837555e-01,2.097726e-01,1.144292e+00,-3.121094e+00,[4.76026731 0.2        0.04849114],8.659251e-01,0.35409359494892606
13,91,7.156876e-02,[ 0.07736166  0.08270531 -0.04093247  0.10163291],5.262069e-02,4.822269e+00,4.445111e-02,8.830032e-02,1.622548e-01,1.799641e-01,1.022240e+00,-3.511589e+00,[4.82226876 0.04445111 0.08830032],7.854621e-01,0.0681268112223794
14,98,6.578844e-02,[ 0.07736166  0.08270531 -0.04093247  0.10163291],8.934586e-02,5.015392e+00,1.249643e-02,-7.120693e-02,1.388170e-01,1.629019e-01,9.194677e-01,-3.873167e+00,[ 5.01539246  0.01249643 -0.07120693],7.072289e-01,0.13982705756677533
15,105,6.578844e-02,[ 0.07736166  0.08270531 -0.04093247  0.10163291],8.714863e-02,5.268249e+00,7.640653e-02,1.977323e-02,1.187861e-01,1.420972e-01,8.622886e-01,-4.229840e+00,[5.26824893 0.07640653 0.01977323],6.331749e-01,0.12475582051177248
16,112,6.578844e-02,[ 0.07736166  0.08270531 -0.04093247  0.10163291],1.197988e-01,5.536105e+00,-8.231529e-02,1.194628e-01,1.207748e-01,1.266601e-01,8.423481e-01,-4.351638e+00,[ 5.53610499 -0.08231529  0.11946282],6.309963e-01,0.05308361678861605
17,119,6.578844e-02,[ 0.07736166  0.08270531 -0.04093247  0.10163291],1.197988e-01,5.122081e+00,-2.078737e-02,1.189918e-01,1.049025e-01,1.089885e-01,7.804582e-01,-4.719110e+00,[ 5.12208144 -0.02078737  0.11899177],5.168131e-01,0.037357647417750876
18,126,6.578844e-02,[ 0.07736166  0.08270531 -0.04093247  0.10163291],9.172137e-02,4.751266e+00,8.855198e-02,8.144983e-02,9.068623e-02,1.021122e-01,8.515767e-01,-4.842698e+00,[4.75126562 0.08855198 0.08144983],4.882694e-01,0.06634062875056639
19,133,6.578844e-02,[ 0.07736166  0.08270531 -0.04093247  0.10163291],1.104873e-01,4.952921e+00,8.922991e-02,1.108067e-01,7.929426e-02,8.873441e-02,7.410426e-01,-5.256394e+00,[4.95292064 0.08922991 0.11080666],4.009971e-01,0.015385660649089417
20,140,6.578844e-02,[ 0.07736166  0.08270531 -0.04093247  0.10163291],1.197988e-01,5.124734e+00,1.155212e-01,1.101144e-01,6.881459e-02,7.977579e-02,7.188916e-01,-5.534919e+00,[5.1247342  0.11552117 0.11011436],3.482272e-01,0.011033089320143899
21,147,6.578844e-02,[ 0.07736166  0.08270531 -0.04093247  0.10163291],7.555417e-02,5.119320e+00,7.073770e-02,4.286176e-02,6.550051e-02,7.148155e-02,6.214152e-01,-5.839769e+00,[5.11932012 0.0707377  0.04286176],3.078829e-01,0.0
22,154,6.281910e-02,[ 0.07736166  0.08270531 -0.04093247  0.10163291],6.603578e-02,5.004844e+00,3.878715e-02,4.999289e-02,5.650685e-02,6.699478e-02,5.671752e-01,-6.143621e+00,[5.00484389 0.03878715 0.04999289],2.684308e-01,0.0
23,161,6.281910e-02,[ 0.07736166  0.08270531 -0.04093247  0.10163291],6.330936e-02,4.879528e+00,2.975766e-02,4.781216e-02,4.883429e-02,5.974131e-02,5.731113e-01,-6.393729e+00,[4.87952842 0.02975766 0.04781216],2.480218e-01,0.0
24,168,6.011850e-02,[ 0.07736166  0.08270531 -0.04093247  0.10163291],3.835267e-02,4.840726e+00,4.814081e-02,9.232464e-02,4.620984e-02,5.451912e-02,5.369759e-01,-6.605568e+00,[4.84072571 0.04814081 0.09232464],2.322292e-01,0.0034567879289842235
25,175,5.174639e-02,[ 0.07736166  0.08270531 -0.04093247  0.10163291],6.118328e-02,4.900366e+00,5.019447e-02,6.448806e-02,4.181143e-02,4.691411e-02,4.680426e-01,-6.993218e+00,[4.90036625 0.05019447 0.06448806],1.792615e-01,0.0
26,182,4.299257e-02,[ 0.07736166  0.08270531 -0.04093247  0.10163291],6.249987e-02,4.895529e+00,4.130872e-02,5.107598e-02,3.592811e-02,4.221494e-02,3.998826e-01,-7.407801e+00,[4.89552865 0.04130872 0.05107598],1.483056e-01,0.0
27,189,2.755309e-02,[ 0.07736166  0.08270531 -0.04093247  0.10163291],4.094718e-02,4.815944e+00,1.902333e-02,7.857350e-02,3.627668e-02,4.142316e-02,4.095277e-01,-7.393246e+00,[4.81594439 0.01902333 0.0785735 ],1.539883e-01,0.0
28,196,2.755309e-02,[ 0.07736166  0.08270531 -0.04093247  0.10163291],4.560481e-02,4.799914e+00,7.104974e-03,1.019130e-01,3.129429e-02,4.599042e-02,3.772531e-01,-7.518481e+00,[4.79991439 0.00710497 0.10191298],1.642534e-01,0.0
29,203,2.755309e-02,[ 0.07736166  0.08270531 -0.04093247  0.10163291],3.161114e-02,4.820022e+00,1.913549e-02,9.598926e-02,2.720594e-02,3.998063e-02,3.274160e-01,-7.940204e+00,[4.82002246 0.01913549 0.09598926],1.409851e-01,0.0
30,210,2.059145e-02,[ 0.07736166  0.08270531 -0.04093247  0.10163291],2.511781e-02,4.827883e+00,1.176468e-02,9.624031e-02,2.379149e-02,3.505248e-02,2.818298e-01,-8.355788e+00,[4.827883   0.01176468 0.09624031],1.183753e-01,0.0
