Ite,EvalCount,BestEval,Param,MeanEval,m0,m1,m2,eigval0,eigval1,eigval2,logDetC,m,sigma,penalty
1,7,1.074587e+00,[ 0.13661299  0.12900216 -0.12246879 -0.13956014],1.640010e+00,4.615995e-01,-2.000000e-01,-2.000000e-01,1.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,[ 0.46159946 -0.2        -0.2       ],2.000000e+00,3.0777306011626075
2,14,9.509928e-01,[ 0.13661299  0.12900216 -0.12246879 -0.13956014],3.731609e-01,1.776834e+00,-1.513871e-01,1.050579e-01,8.525201e-01,8.527462e-01,9.732497e-01,-3.459665e-01,[ 1.77683363 -0.15138706  0.10505786],1.734926e+00,2.2639477663380565
3,21,9.509928e-01,[ 0.13661299  0.12900216 -0.12246879 -0.13956014],3.731609e-01,2.369748e+00,3.425804e-02,3.425804e-02,7.283860e-01,7.296293e-01,9.140895e-01,-7.219696e-01,[2.36974778 0.03425804 0.03425804],1.528590e+00,1.9260385266742064
4,28,9.509928e-01,[ 0.13661299  0.12900216 -0.12246879 -0.13956014],3.727746e-01,3.469081e+00,-2.000000e-01,1.372915e-01,6.222070e-01,6.254113e-01,9.853148e-01,-9.586223e-01,[ 3.46908145 -0.2         0.13729148],1.488522e+00,1.6301879113387836
5,35,4.083845e-01,[ 0.13661299  0.12900216 -0.12246879 -0.13956014],3.731609e-01,2.888721e+00,2.000000e-01,-1.877706e-02,5.314841e-01,5.463374e-01,8.725438e-01,-1.372943e+00,[ 2.88872085  0.2        -0.01877706],1.217631e+00,1.4039377703506268
6,42,3.998607e-01,[ 0.13661299  0.12900216 -0.12246879 -0.13956014],3.731609e-01,3.916020e+00,1.593603e-01,-1.134403e-01,4.562401e-01,4.686743e-01,9.825842e-01,-1.560153e+00,[ 3.91602023  0.15936026 -0.1134403 ],1.162555e+00,0.9436639601904588
7,49,3.874745e-01,[ 0.13661299  0.12900216 -0.12246879 -0.13956014],3.731609e-01,3.443862e+00,-7.556692e-02,8.287098e-02,3.893362e-01,4.125198e-01,8.484222e-01,-1.993160e+00,[ 3.44386179 -0.07556692  0.08287098],9.377691e-01,0.49655139543212173
8,56,3.731609e-01,[ 0.13661299  0.12900216 -0.12246879 -0.13956014],3.731609e-01,3.376954e+00,1.401225e-01,-3.425804e-02,3.329893e-01,3.617002e-01,7.535982e-01,-2.399480e+00,[ 3.37695429  0.14012254 -0.03425804],7.407968e-01,0.19461181671617409
9,63,3.731609e-01,[ 0.13661299  0.12900216 -0.12246879 -0.13956014],3.731609e-01,3.763268e+00,1.052037e-01,-1.091590e-01,2.861970e-01,3.094944e-01,7.041928e-01,-2.774593e+00,[ 3.7632685   0.1052037  -0.10915901],6.425549e-01,0.3241665444930409
10,70,3.731609e-01,[ 0.13661299  0.12900216 -0.12246879 -0.13956014],3.731609e-01,3.240308e+00,1.564691e-01,-9.326308e-02,2.454480e-01,2.664836e-01,7.263762e-01,-3.046800e+00,[ 3.24030837  0.15646913 -0.09326308],5.527079e-01,0.3043527628787091
11,77,3.731609e-01,[ 0.13661299  0.12900216 -0.12246879 -0.13956014],3.731609e-01,2.481075e+00,-2.894577e-02,-1.045011e-01,2.156469e-01,2.360653e-01,1.248531e+00,-2.755792e+00,[ 2.48107454 -0.02894577 -0.10450114],6.531932e-01,0.10693151111133921
12,84,3.731609e-01,[ 0.13661299  0.12900216 -0.12246879 -0.13956014],3.731609e-01,2.692196e+00,4.889485e-02,-5.882835e-02,1.849976e-01,2.017600e-01,1.110482e+00,-3.183295e+00,[ 2.69219605  0.04889485 -0.05882835],5.939129e-01,0.11664698075456835
13,91,3.731609e-01,[ 0.13661299  0.12900216 -0.12246879 -0.13956014],3.731609e-01,1.922451e+00,-8.147726e-02,-2.949901e-02,1.591552e-01,1.758140e-01,1.492945e+00,-3.175454e+00,[ 1.9224511  -0.08147726 -0.02949901],6.597562e-01,0.15178110535363323
14,98,3.731609e-01,[ 0.13661299  0.12900216 -0.12246879 -0.13956014],3.731609e-01,1.200856e+00,-1.968441e-01,-5.151925e-02,1.369393e-01,1.528456e-01,1.981387e+00,-3.182748e+00,[ 1.2008565  -0.19684409 -0.05151925],7.618768e-01,0.28123483409210104
15,105,3.731609e-01,[ 0.13661299  0.12900216 -0.12246879 -0.13956014],3.731609e-01,1.876179e+00,6.305162e-02,-6.264542e-02,1.190557e-01,1.411600e-01,1.739679e+00,-3.532325e+00,[ 1.87617883  0.06305162 -0.06264542],6.599194e-01,0.19520646179369824
16,112,3.731609e-01,[ 0.13661299  0.12900216 -0.12246879 -0.13956014],3.731609e-01,2.465570e+00,7.956454e-02,-1.546962e-01,1.057272e-01,1.206959e-01,1.713248e+00,-3.822983e+00,[ 2.46556952  0.07956454 -0.15469618],5.606641e-01,0.12222113784144052
