Ite,EvalCount,BestEval,Param,MeanEval,m0,m1,m2,eigval0,eigval1,eigval2,logDetC,m,sigma,penalty
1,7,2.032046e-01,[[-0.09562203 -0.00222754  0.13931555  0.06699589]],2.021877e-01,1.202855e+00,8.368055e-02,4.843092e-02,1.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,[1.20285548 0.08368055 0.04843092],2.055370e-01,0.06949771835937824
2,14,2.032046e-01,[[-0.09562203 -0.00222754  0.13931555  0.06699589]],1.721133e-01,1.235501e+00,-5.495920e-02,-1.486968e-02,8.524970e-01,8.653899e-01,9.842717e-01,-3.200140e-01,[ 1.23550147 -0.0549592  -0.01486968],1.816284e-01,0.06064244702235106
3,21,1.284841e-01,[[-0.09562203 -0.00222754  0.13931555  0.06699589]],2.449236e-01,1.256567e+00,-9.719625e-02,-9.552056e-02,7.380406e-01,7.475994e-01,9.587356e-01,-6.367843e-01,[ 1.25656673 -0.09719625 -0.09552056],1.664522e-01,0.023291729822755985
4,28,1.125864e-01,[[-0.09562203 -0.00222754  0.13931555  0.06699589]],1.610949e-01,1.175313e+00,6.153613e-02,-4.518049e-02,6.343670e-01,6.626699e-01,9.777739e-01,-8.890827e-01,[ 1.17531251  0.06153613 -0.04518049],1.472332e-01,0.038509398542494626
5,35,1.125864e-01,[[-0.09562203 -0.00222754  0.13931555  0.06699589]],1.175110e-01,1.206084e+00,7.550997e-02,-1.472360e-02,5.443599e-01,5.809356e-01,8.752381e-01,-1.284519e+00,[ 1.20608419  0.07550997 -0.0147236 ],1.230356e-01,0.002445280396126935
6,42,1.125864e-01,[[-0.09562203 -0.00222754  0.13931555  0.06699589]],1.360784e-01,1.252767e+00,1.514613e-02,-2.555536e-02,4.655641e-01,5.132030e-01,8.053968e-01,-1.648009e+00,[ 1.25276702  0.01514613 -0.02555536],1.032685e-01,0.0
7,49,1.125864e-01,[[-0.09562203 -0.00222754  0.13931555  0.06699589]],1.192217e-01,1.307578e+00,9.678390e-03,-1.162458e-02,4.020180e-01,5.063237e-01,7.371094e-01,-1.896856e+00,[ 1.3075783   0.00967839 -0.01162458],9.695737e-02,0.0
8,56,9.753905e-02,[[-0.09562203 -0.00222754  0.13931555  0.06699589]],1.219747e-01,1.285109e+00,2.224810e-02,-3.111880e-02,3.497719e-01,4.355567e-01,6.307939e-01,-2.342380e+00,[ 1.28510902  0.0222481  -0.0311188 ],7.820479e-02,0.0
9,63,9.753905e-02,[[-0.09562203 -0.00222754  0.13931555  0.06699589]],1.208544e-01,1.289723e+00,6.202470e-02,-2.097235e-02,3.109452e-01,3.972001e-01,5.726688e-01,-2.648901e+00,[ 1.28972306  0.0620247  -0.02097235],7.018901e-02,0.0
10,70,9.430823e-02,[[-0.09562203 -0.00222754  0.13931555  0.06699589]],1.122633e-01,1.309101e+00,5.628004e-02,-1.541200e-02,2.704529e-01,3.693369e-01,5.006684e-01,-2.995515e+00,[ 1.30910103  0.05628004 -0.015412  ],6.152717e-02,0.0
11,77,9.310316e-02,[[-0.09562203 -0.00222754  0.13931555  0.06699589]],1.111276e-01,1.346611e+00,6.318885e-02,-1.037343e-02,2.358391e-01,4.009817e-01,4.876291e-01,-3.076645e+00,[ 1.34661076  0.06318885 -0.01037343],6.311132e-02,0.0
12,84,8.340041e-02,[[-0.09562203 -0.00222754  0.13931555  0.06699589]],1.005429e-01,1.408695e+00,5.219306e-02,-1.613029e-02,2.043037e-01,3.452496e-01,7.936639e-01,-2.882730e+00,[ 1.40869455  0.05219306 -0.01613029],7.703749e-02,0.0
13,91,5.659417e-02,[[-0.09562203 -0.00222754  0.13931555  0.06699589]],9.775590e-02,1.416189e+00,8.491791e-02,-1.880232e-02,1.835498e-01,3.376154e-01,7.548145e-01,-3.062400e+00,[ 1.41618875  0.08491791 -0.01880232],8.299954e-02,0.0
14,98,5.659417e-02,[[-0.09562203 -0.00222754  0.13931555  0.06699589]],7.674053e-02,1.449921e+00,8.890814e-02,7.522977e-03,1.668279e-01,3.025677e-01,7.878403e-01,-3.224703e+00,[1.44992121 0.08890814 0.00752298],8.696380e-02,0.0
