Ite,EvalCount,BestEval,Param,MeanEval,m0,m1,m2,eigval0,eigval1,eigval2,logDetC,m,sigma,penalty
1,7,2.033936e+00,[-0.09562203 -0.00222754  0.13931555  0.06699589],8.502268e-01,3.530976e-01,-2.000000e-01,9.808602e-02,1.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,[ 0.35309759 -0.2         0.09808602],2.000000e+00,3.4384041328639063
2,14,1.528513e+00,[-0.09562203 -0.00222754  0.13931555  0.06699589],2.449236e-01,2.924331e-01,1.513871e-01,2.976571e-02,8.524684e-01,8.577186e-01,8.626137e-01,-4.608867e-01,[0.2924331  0.15138706 0.02976571],1.553486e+00,1.8960562820553315
3,21,1.058965e+00,[-0.09562203 -0.00222754  0.13931555  0.06699589],2.449236e-01,7.263512e-01,1.987952e-01,1.513871e-01,7.278394e-01,7.344445e-01,7.738655e-01,-8.826730e-01,[0.72635121 0.19879525 0.15138706],1.244909e+00,1.744389672884678
4,28,3.386915e-01,[-0.09562203 -0.00222754  0.13931555  0.06699589],2.449236e-01,6.962071e-01,-1.863404e-01,-1.513871e-01,6.225933e-01,6.527960e-01,6.712457e-01,-1.298972e+00,[ 0.69620708 -0.18634035 -0.15138706],1.015262e+00,1.1636163663006382
5,35,3.386915e-01,[-0.09562203 -0.00222754  0.13931555  0.06699589],2.449236e-01,6.077318e-01,-2.000000e-01,8.287098e-02,5.393702e-01,5.577389e-01,5.949524e-01,-1.720491e+00,[ 0.60773179 -0.2         0.08287098],7.983859e-01,1.0743933391691018
6,42,1.982970e-01,[-0.09562203 -0.00222754  0.13931555  0.06699589],2.449236e-01,1.070364e+00,-5.206582e-02,8.287098e-02,4.608809e-01,4.796943e-01,5.875834e-01,-2.040959e+00,[ 1.0703644  -0.05206582  0.08287098],7.050307e-01,0.39287005275209713
7,49,1.760326e-01,[-0.09562203 -0.00222754  0.13931555  0.06699589],1.803942e-01,9.711820e-01,6.893743e-02,2.089746e-04,4.014126e-01,4.125186e-01,5.181326e-01,-2.455764e+00,[9.71181976e-01 6.89374293e-02 2.08974556e-04],5.793142e-01,0.3484934471144161
8,56,1.760326e-01,[-0.09562203 -0.00222754  0.13931555  0.06699589],1.998467e-01,9.877926e-01,-6.668901e-02,-3.392079e-02,3.453437e-01,3.610753e-01,4.437052e-01,-2.894479e+00,[ 0.98779265 -0.06668901 -0.03392079],4.621454e-01,0.23505897294424988
9,63,1.760326e-01,[-0.09562203 -0.00222754  0.13931555  0.06699589],2.449236e-01,1.287455e+00,-6.477139e-02,1.335816e-01,3.066256e-01,3.111712e-01,5.183194e-01,-3.006703e+00,[ 1.28745477 -0.06477139  0.13358159],4.517266e-01,0.1265692079477607
10,70,1.760326e-01,[-0.09562203 -0.00222754  0.13931555  0.06699589],2.449236e-01,9.142295e-01,-2.377142e-02,8.287098e-02,2.661304e-01,2.785666e-01,5.260258e-01,-3.244272e+00,[ 0.91422952 -0.02377142  0.08287098],3.828824e-01,0.04765501495326231
