Ite,EvalCount,BestEval,Param,MeanEval,m0,m1,m2,eigval0,eigval1,eigval2,logDetC,m,sigma,penalty
1,7,3.146006e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.468129e-01,2.070736e+00,4.702100e-02,-2.813475e-02,1.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,[ 2.07073619  0.047021   -0.02813475],2.603026e-01,0.22155730365318846
2,14,2.702141e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.721754e-01,2.047601e+00,1.175086e-01,3.048227e-02,8.535586e-01,8.712333e-01,9.166175e-01,-3.832515e-01,[2.04760051 0.11750864 0.03048227],2.105725e-01,0.11862433008326202
3,21,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.962240e+00,2.032176e-02,1.513871e-01,7.406969e-01,7.810493e-01,9.855181e-01,-5.618686e-01,[1.96223962 0.02032176 0.15138706],1.940522e-01,0.11232546398439223
4,28,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.884085e+00,-4.713125e-02,-5.675760e-02,6.708543e-01,8.409614e-01,9.411600e-01,-6.330549e-01,[ 1.88408494 -0.04713125 -0.0567576 ],1.918132e-01,0.03497657489812029
5,35,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.860737e+00,-4.433738e-02,-1.474630e-01,5.814907e-01,7.439515e-01,9.660047e-01,-8.725262e-01,[ 1.86073671 -0.04433738 -0.14746297],1.855259e-01,0.10009546791556903
6,42,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.914806e+00,-8.725156e-03,-1.218342e-01,5.088579e-01,6.619305e-01,8.497556e-01,-1.250988e+00,[ 1.91480628 -0.00872516 -0.12183418],1.523726e-01,0.01433225667216271
7,49,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.010444e+00,1.517850e-03,-7.859417e-02,4.397054e-01,6.140824e-01,8.007309e-01,-1.531507e+00,[ 2.01044414e+00  1.51784986e-03 -7.85941675e-02],1.339312e-01,0.002264052799744204
8,56,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.947543e+00,-5.294531e-02,-9.876783e-02,3.951612e-01,5.324531e-01,7.232107e-01,-1.882777e+00,[ 1.94754311 -0.05294531 -0.09876783],1.126940e-01,0.00849669905088653
9,63,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.012636e+00,-6.423505e-02,-1.058829e-01,3.684156e-01,4.953550e-01,6.424039e-01,-2.143562e+00,[ 2.01263581 -0.06423505 -0.10588295],1.026105e-01,0.0
10,70,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.044346e+00,-4.352760e-02,-1.216802e-01,3.164118e-01,4.582970e-01,5.793627e-01,-2.476775e+00,[ 2.04434605 -0.0435276  -0.12168023],9.336059e-02,0.0008402186884447137
11,77,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.087494e+00,5.536538e-03,-1.156503e-01,2.956188e-01,3.971055e-01,6.595818e-01,-2.558387e+00,[ 2.08749438  0.00553654 -0.11565033],9.476408e-02,0.001190770706425965
12,84,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.024674e+00,-4.923053e-03,-1.711254e-01,2.759337e-01,4.029797e-01,6.710619e-01,-2.595358e+00,[ 2.02467431 -0.00492305 -0.17112536],9.173307e-02,0.010171788309401112
13,91,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.039050e+00,-5.864929e-02,-1.269605e-01,2.876007e-01,3.907626e-01,5.818674e-01,-2.727350e+00,[ 2.03905024 -0.05864929 -0.12696051],8.255364e-02,0.013448462166319388
14,98,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.034574e+00,-3.710103e-02,-1.463578e-01,2.489372e-01,3.464959e-01,5.009915e-01,-3.141605e+00,[ 2.03457406 -0.03710103 -0.1463578 ],6.546224e-02,0.005430844228345368
15,105,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.036561e+00,-5.638382e-02,-1.419046e-01,2.261075e-01,3.031330e-01,4.378045e-01,-3.506311e+00,[ 2.03656127 -0.05638382 -0.14190459],5.557385e-02,0.0035149453302507866
16,112,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.046112e+00,-2.777389e-02,-1.580730e-01,1.957859e-01,3.076094e-01,3.921549e-01,-3.745757e+00,[ 2.0461117  -0.02777389 -0.15807304],5.049398e-02,0.0
17,119,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.041454e+00,-1.714738e-02,-1.727168e-01,1.683260e-01,3.138662e-01,3.489547e-01,-3.993455e+00,[ 2.04145426 -0.01714738 -0.17271684],4.851009e-02,0.0
18,126,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.030500e+00,-1.321122e-02,-1.637534e-01,1.692934e-01,2.838085e-01,3.012088e-01,-4.235529e+00,[ 2.03050014 -0.01321122 -0.16375337],4.389027e-02,0.0
19,133,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.032640e+00,-3.752761e-03,-1.699811e-01,1.495952e-01,2.497600e-01,2.916808e-01,-4.519172e+00,[ 2.03264038 -0.00375276 -0.16998115],4.005606e-02,0.000654609107101919
20,140,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042251e+00,2.975558e-03,-1.650608e-01,1.407787e-01,2.222914e-01,2.927599e-01,-4.692735e+00,[ 2.04225071  0.00297556 -0.16506077],3.669423e-02,0.0
21,147,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.040351e+00,6.293763e-03,-1.596112e-01,1.436743e-01,1.944506e-01,2.578766e-01,-4.933058e+00,[ 2.04035098  0.00629376 -0.15961116],3.332570e-02,0.0
22,154,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.040443e+00,4.158502e-03,-1.567981e-01,1.278831e-01,1.703369e-01,2.330446e-01,-5.283141e+00,[ 2.04044261  0.0041585  -0.15679814],2.810988e-02,0.0
23,161,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.040519e+00,-1.705246e-03,-1.605531e-01,1.184173e-01,1.528170e-01,2.087641e-01,-5.578605e+00,[ 2.04051940e+00 -1.70524647e-03 -1.60553141e-01],2.283585e-02,0.0
24,168,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.044568e+00,2.243081e-03,-1.591759e-01,1.072965e-01,1.344153e-01,2.004383e-01,-5.846229e+00,[ 2.04456764  0.00224308 -0.15917591],1.910154e-02,0.0
25,175,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.043535e+00,8.419583e-03,-1.622950e-01,1.011617e-01,1.224443e-01,2.005887e-01,-5.997633e+00,[ 2.04353483  0.00841958 -0.16229503],1.778133e-02,0.0
26,182,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042883e+00,1.095582e-02,-1.624718e-01,9.204008e-02,1.141885e-01,1.991599e-01,-6.169083e+00,[ 2.04288339  0.01095582 -0.16247183],1.639122e-02,0.0
27,189,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.041871e+00,1.164960e-02,-1.596063e-01,9.189191e-02,1.039233e-01,1.763233e-01,-6.386681e+00,[ 2.04187085  0.0116496  -0.15960627],1.494557e-02,0.0
28,196,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.038430e+00,1.120880e-02,-1.566416e-01,8.995348e-02,1.067255e-01,1.704473e-01,-6.415287e+00,[ 2.03842994  0.0112088  -0.15664156],1.485591e-02,0.0
29,203,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.038305e+00,1.102817e-02,-1.566797e-01,8.126439e-02,9.690391e-02,1.515166e-01,-6.731143e+00,[ 2.03830537  0.01102817 -0.15667973],1.309342e-02,0.0
30,210,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.040672e+00,1.108930e-02,-1.567967e-01,7.620981e-02,8.765376e-02,1.432323e-01,-6.951913e+00,[ 2.04067241  0.0110893  -0.15679669],1.071890e-02,0.0
31,217,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.040185e+00,1.361516e-02,-1.563200e-01,7.167834e-02,8.491407e-02,1.313947e-01,-7.131231e+00,[ 2.04018487  0.01361516 -0.15631999],9.821666e-03,0.0
32,224,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.041487e+00,1.487624e-02,-1.570886e-01,6.373205e-02,7.601797e-02,1.320875e-01,-7.354144e+00,[ 2.04148657  0.01487624 -0.15708859],8.964623e-03,0.0
33,231,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.041780e+00,1.545946e-02,-1.580086e-01,5.879202e-02,7.010611e-02,1.300529e-01,-7.531308e+00,[ 2.04178012  0.01545946 -0.15800865],7.959034e-03,0.0
34,238,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042463e+00,1.536217e-02,-1.564621e-01,6.036579e-02,6.684053e-02,1.174628e-01,-7.654412e+00,[ 2.0424626   0.01536217 -0.15646212],7.217430e-03,0.0
35,245,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.043489e+00,1.564499e-02,-1.568029e-01,5.763337e-02,5.890011e-02,1.085469e-01,-7.906138e+00,[ 2.04348906  0.01564499 -0.15680286],6.559454e-03,0.0
36,252,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.043261e+00,1.494949e-02,-1.567254e-01,5.053208e-02,5.715150e-02,1.025760e-01,-8.124348e+00,[ 2.04326106  0.01494949 -0.1567254 ],5.436575e-03,0.0
37,259,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.043508e+00,1.502293e-02,-1.574950e-01,4.547155e-02,5.492096e-02,9.036338e-02,-8.396445e+00,[ 2.04350771  0.01502293 -0.15749501],4.679640e-03,0.0
38,266,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042879e+00,1.509581e-02,-1.577266e-01,4.559544e-02,4.887747e-02,7.891066e-02,-8.645825e+00,[ 2.04287948  0.01509581 -0.15772658],4.054599e-03,0.0
39,273,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.043095e+00,1.541636e-02,-1.575882e-01,4.146244e-02,4.367064e-02,7.193582e-02,-8.946027e+00,[ 2.04309537  0.01541636 -0.15758821],3.281612e-03,0.0
40,280,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.043150e+00,1.502041e-02,-1.576067e-01,3.783757e-02,4.058430e-02,6.627220e-02,-9.192811e+00,[ 2.04315032  0.01502041 -0.15760667],2.661415e-03,0.0
41,287,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042731e+00,1.517355e-02,-1.576140e-01,3.448379e-02,3.968033e-02,6.008572e-02,-9.406149e+00,[ 2.04273119  0.01517355 -0.15761404],2.330396e-03,0.0
42,294,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042609e+00,1.530719e-02,-1.574246e-01,3.120240e-02,3.870802e-02,5.235288e-02,-9.668717e+00,[ 2.04260871  0.01530719 -0.15742461],2.096131e-03,0.0
43,301,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042643e+00,1.536384e-02,-1.574636e-01,2.899396e-02,3.642362e-02,4.646265e-02,-9.922312e+00,[ 2.04264303  0.01536384 -0.15746365],1.741073e-03,0.0
44,308,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042810e+00,1.538515e-02,-1.573239e-01,2.719738e-02,3.180212e-02,4.292670e-02,-1.020112e+01,[ 2.04281039  0.01538515 -0.15732394],1.508238e-03,0.0
45,315,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042792e+00,1.554850e-02,-1.572554e-01,2.429021e-02,3.076493e-02,4.266625e-02,-1.035341e+01,[ 2.04279248  0.0155485  -0.15725538],1.377553e-03,0.0
46,322,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042711e+00,1.566696e-02,-1.573405e-01,2.269878e-02,2.883649e-02,4.168862e-02,-1.050908e+01,[ 2.04271061  0.01566696 -0.15734048],1.278152e-03,0.0
47,329,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042823e+00,1.565371e-02,-1.573629e-01,2.010398e-02,2.598669e-02,4.164529e-02,-1.073558e+01,[ 2.04282276  0.01565371 -0.15736288],1.083333e-03,0.0
48,336,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042806e+00,1.554627e-02,-1.573740e-01,1.783521e-02,2.423854e-02,3.733622e-02,-1.103418e+01,[ 2.04280574  0.01554627 -0.15737401],8.735176e-04,0.0
49,343,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042818e+00,1.561064e-02,-1.573985e-01,1.634480e-02,2.177017e-02,3.425496e-02,-1.131498e+01,[ 2.04281787  0.01561064 -0.15739851],7.183407e-04,0.0
50,350,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042852e+00,1.552176e-02,-1.574652e-01,1.616198e-02,2.342939e-02,3.159764e-02,-1.133353e+01,[ 2.04285164  0.01552176 -0.15746518],6.937807e-04,0.0
51,357,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042789e+00,1.546789e-02,-1.574848e-01,1.434694e-02,2.048024e-02,3.424838e-02,-1.150663e+01,[ 2.0427893   0.01546789 -0.1574848 ],6.560641e-04,0.0
52,364,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042754e+00,1.546578e-02,-1.575026e-01,1.397059e-02,1.812775e-02,3.180577e-02,-1.172922e+01,[ 2.04275407  0.01546578 -0.15750255],5.983528e-04,0.0
53,371,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042745e+00,1.554864e-02,-1.574879e-01,1.308154e-02,1.775680e-02,2.999296e-02,-1.187433e+01,[ 2.04274494  0.01554864 -0.15748788],5.434636e-04,0.0
54,378,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042782e+00,1.559978e-02,-1.574884e-01,1.215765e-02,1.551246e-02,3.402605e-02,-1.195654e+01,[ 2.04278162  0.01559978 -0.15748842],5.054133e-04,0.0
55,385,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042799e+00,1.557394e-02,-1.574823e-01,1.064094e-02,1.531735e-02,3.013581e-02,-1.222386e+01,[ 2.04279934  0.01557394 -0.15748234],4.158310e-04,0.0
56,392,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042780e+00,1.556184e-02,-1.574852e-01,9.423330e-03,1.347127e-02,2.666038e-02,-1.259634e+01,[ 2.04278035  0.01556184 -0.15748525],3.184203e-04,0.0
57,399,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042759e+00,1.556739e-02,-1.574836e-01,8.105432e-03,1.313491e-02,2.473829e-02,-1.284711e+01,[ 2.04275852  0.01556739 -0.15748362],2.756436e-04,0.0
58,406,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042771e+00,1.555936e-02,-1.574666e-01,7.874594e-03,1.204439e-02,2.264261e-02,-1.305119e+01,[ 2.04277108  0.01555936 -0.15746663],2.421624e-04,0.0
59,413,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042779e+00,1.556265e-02,-1.574644e-01,7.013080e-03,1.090248e-02,2.062732e-02,-1.335988e+01,[ 2.04277871  0.01556265 -0.15746436],2.043260e-04,0.0
60,420,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042784e+00,1.556831e-02,-1.574596e-01,6.233727e-03,9.906197e-03,1.873859e-02,-1.366955e+01,[ 2.04278421  0.01556831 -0.1574596 ],1.753299e-04,0.0
61,427,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042778e+00,1.558128e-02,-1.574569e-01,5.516964e-03,9.614787e-03,1.797992e-02,-1.386288e+01,[ 2.04277823  0.01558128 -0.15745687],1.586584e-04,0.0
62,434,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042783e+00,1.557925e-02,-1.574567e-01,4.812011e-03,8.434400e-03,1.599043e-02,-1.424784e+01,[ 2.0427829   0.01557925 -0.15745667],1.300240e-04,0.0
63,441,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042783e+00,1.557580e-02,-1.574553e-01,4.325773e-03,7.532816e-03,1.395545e-02,-1.460354e+01,[ 2.04278251  0.0155758  -0.15745534],1.050483e-04,0.0
64,448,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,2.042783e+00,1.557649e-02,-1.574534e-01,3.878051e-03,6.946999e-03,1.346819e-02,-1.482929e+01,[ 2.04278257  0.01557649 -0.15745342],8.666408e-05,0.0
