Ite,EvalCount,BestEval,Param,MeanEval,m0,m1,m2,eigval0,eigval1,eigval2,logDetC,m,sigma,penalty
1,7,3.731609e-01,[[ 0.13661299  0.12900216 -0.12246879 -0.13956014]],3.731609e-01,8.362928e-01,-4.007966e-02,-8.625114e-02,6.610849e-01,8.566647e-01,1.765761e+00,-1.110223e-15,[ 0.83629278 -0.04007966 -0.08625114],5.551985e-01,0.34654793630135583
2,14,3.731609e-01,[[ 0.13661299  0.12900216 -0.12246879 -0.13956014]],3.731609e-01,1.274422e+00,2.460861e-02,4.761308e-02,5.820546e-01,7.312067e-01,1.687354e+00,-3.310887e-01,[1.27442217 0.02460861 0.04761308],4.836442e-01,0.250174158992925
3,21,3.731609e-01,[[ 0.13661299  0.12900216 -0.12246879 -0.13956014]],3.837059e-01,1.249009e+00,2.000000e-01,-6.552856e-02,5.032616e-01,6.627005e-01,1.474593e+00,-7.096951e-01,[ 1.24900934  0.2        -0.06552856],4.158876e-01,0.35666143803661327
4,28,3.731609e-01,[[ 0.13661299  0.12900216 -0.12246879 -0.13956014]],3.731609e-01,1.646671e+00,1.268490e-01,-1.392203e-02,4.323078e-01,5.741458e-01,1.549707e+00,-9.554234e-01,[ 1.6466709   0.12684903 -0.01392203],3.865947e-01,0.06430234524366886
5,35,3.731609e-01,[[ 0.13661299  0.12900216 -0.12246879 -0.13956014]],3.731609e-01,1.902922e+00,4.682878e-02,5.000754e-02,3.701574e-01,5.027129e-01,1.824377e+00,-1.080324e+00,[1.90292161 0.04682878 0.05000754],3.720596e-01,0.08780591659811653
6,42,3.731609e-01,[[ 0.13661299  0.12900216 -0.12246879 -0.13956014]],3.731609e-01,1.673532e+00,-1.000257e-02,3.031695e-02,3.235306e-01,4.563988e-01,1.650801e+00,-1.411589e+00,[ 1.67353173 -0.01000257  0.03031695],3.051355e-01,0.04570656925646021
7,49,3.731609e-01,[[ 0.13661299  0.12900216 -0.12246879 -0.13956014]],3.731609e-01,1.718988e+00,1.144737e-01,3.024071e-02,2.935023e-01,4.126211e-01,1.468082e+00,-1.727139e+00,[1.71898794 0.11447373 0.03024071],2.546807e-01,0.05284567670662309
8,56,3.731609e-01,[[ 0.13661299  0.12900216 -0.12246879 -0.13956014]],3.731609e-01,1.696653e+00,2.647686e-02,8.335000e-02,2.522050e-01,3.781651e-01,1.311888e+00,-2.078470e+00,[1.69665305 0.02647686 0.08335   ],2.112882e-01,0.01707000367014127
9,63,3.731609e-01,[[ 0.13661299  0.12900216 -0.12246879 -0.13956014]],3.731609e-01,1.896558e+00,2.246990e-02,6.498280e-02,2.163247e-01,3.246580e-01,1.411145e+00,-2.311556e+00,[1.89655796 0.0224699  0.0649828 ],1.920473e-01,0.0
10,70,3.731609e-01,[[ 0.13661299  0.12900216 -0.12246879 -0.13956014]],3.731609e-01,2.056056e+00,5.085741e-02,1.064812e-01,1.951841e-01,2.776283e-01,1.645844e+00,-2.417031e+00,[2.05605588 0.05085741 0.1064812 ],1.917888e-01,0.007562293172624889
