Ite,EvalCount,BestEval,Param,MeanEval,m0,m1,m2,eigval0,eigval1,eigval2,logDetC,m,sigma,penalty
1,7,1.197988e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,2.999191e+00,4.919020e-03,1.196906e-02,1.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,[2.99919129 0.00491902 0.01196906],3.543648e-01,0.32195299023881757
2,14,1.197988e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.055201e-01,3.043722e+00,-5.650381e-02,1.526569e-01,8.526039e-01,8.642531e-01,8.990500e-01,-4.117664e-01,[ 3.04372217 -0.05650381  0.15265688],2.923503e-01,0.27916675873940344
3,21,1.197988e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,2.944461e+00,8.629531e-02,1.085641e-02,7.351064e-01,7.505509e-01,8.593296e-01,-7.462905e-01,[2.94446123 0.08629531 0.01085641],2.481842e-01,0.1318718590548295
4,28,1.197988e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,3.026587e+00,5.917181e-02,-8.040012e-02,6.412812e-01,6.800107e-01,7.658064e-01,-1.096760e+00,[ 3.026587    0.05917181 -0.08040012],2.134476e-01,0.07443667340711564
5,35,1.197988e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,3.060762e+00,-3.458814e-02,-1.028684e-01,5.636253e-01,6.459646e-01,6.594426e-01,-1.426737e+00,[ 3.06076165 -0.03458814 -0.10286836],1.880348e-01,0.028789765332924353
6,42,1.085085e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,2.989974e+00,5.740817e-02,-3.166910e-02,4.809077e-01,5.609808e-01,6.182171e-01,-1.791064e+00,[ 2.98997403  0.05740817 -0.0316691 ],1.560154e-01,0.017193742111645993
7,49,1.085085e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.158616e-01,3.130030e+00,1.487979e-02,5.185102e-02,4.474373e-01,5.259064e-01,7.046139e-01,-1.796956e+00,[3.13003018 0.01487979 0.05185102],1.586732e-01,0.002734312034069058
8,56,1.085085e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,3.185120e+00,-3.469203e-02,5.366920e-02,3.901489e-01,4.593153e-01,7.321907e-01,-2.030959e+00,[ 3.18512007 -0.03469203  0.0536692 ],1.567704e-01,0.0
9,63,1.085085e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,3.214787e+00,-6.833880e-02,7.972981e-02,3.499874e-01,3.965840e-01,7.618557e-01,-2.246724e+00,[ 3.21478708 -0.0683388   0.07972981],1.497926e-01,0.012572081850688631
10,70,1.085085e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,3.214866e+00,1.002349e-03,-1.083906e-02,3.274657e-01,4.007500e-01,6.719111e-01,-2.428419e+00,[ 3.21486632e+00  1.00234913e-03 -1.08390597e-02],1.386975e-01,0.009932128130699436
11,77,1.069309e-01,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.197988e-01,3.153865e+00,2.151958e-02,-1.396315e-02,2.824892e-01,3.527596e-01,6.337510e-01,-2.762183e+00,[ 3.15386468  0.02151958 -0.01396315],1.162805e-01,0.0
12,84,9.794337e-02,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.063267e-01,3.073932e+00,1.754781e-02,8.450731e-02,2.465041e-01,5.235928e-01,6.204315e-01,-2.524758e+00,[3.07393247 0.01754781 0.08450731],1.293503e-01,0.0
13,91,9.794337e-02,[[ 0.07736166  0.08270531 -0.04093247  0.10163291]],1.033622e-01,3.131874e+00,3.456292e-03,9.052138e-02,2.139756e-01,4.737791e-01,5.444620e-01,-2.896865e+00,[3.13187417 0.00345629 0.09052138],1.166342e-01,0.0
