Ite,EvalCount,BestEval,Param,MeanEval,m0,m1,m2,eigval0,eigval1,eigval2,logDetC,m,sigma,penalty
1,7,3.099263e-01,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],2.091518e-01,7.477138e-01,-7.638178e-02,-1.504655e-01,7.051876e-01,8.952117e-01,1.584053e+00,-5.551115e-16,[ 0.74771376 -0.07638178 -0.15046549],5.284972e-01,0.5557228321149588
2,14,1.193303e-01,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],1.646322e-01,8.179407e-01,5.260689e-02,-1.571542e-01,6.075942e-01,7.757350e-01,1.374464e+00,-4.341285e-01,[ 0.81794075  0.05260689 -0.15715424],4.210078e-01,0.36972937533642114
3,21,1.193303e-01,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],1.504082e-01,8.166957e-01,2.093273e-02,-4.189263e-02,5.300285e-01,6.688273e-01,1.218858e+00,-8.391400e-01,[ 0.81669575  0.02093273 -0.04189263],3.385624e-01,0.02318414344641909
4,28,1.193303e-01,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],1.766730e-01,1.137926e+00,-1.179248e-01,-4.231032e-02,4.709772e-01,5.776444e-01,1.278993e+00,-1.055669e+00,[ 1.1379256  -0.11792482 -0.04231032],3.185448e-01,0.09904639972128461
5,35,1.193303e-01,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],1.954133e-01,8.249544e-01,-3.815713e-02,-1.724031e-01,4.268852e-01,5.039768e-01,1.218119e+00,-1.339158e+00,[ 0.82495437 -0.03815713 -0.17240311],2.697780e-01,0.05118790446065691
6,42,1.193303e-01,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],1.328760e-01,1.067912e+00,4.444807e-02,-6.373044e-02,3.673799e-01,4.773718e-01,1.181947e+00,-1.573655e+00,[ 1.06791171  0.04444807 -0.06373044],2.438435e-01,0.059109940072187506
7,49,1.193303e-01,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],1.114238e-01,1.079527e+00,-1.619621e-02,-4.549411e-02,3.404739e-01,4.131959e-01,1.040008e+00,-1.922021e+00,[ 1.07952731 -0.01619621 -0.04549411],2.038385e-01,0.0005833761228444216
8,56,9.960577e-02,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],1.163493e-01,1.182999e+00,3.552728e-02,-5.846052e-02,2.976260e-01,3.620538e-01,9.831259e-01,-2.244898e+00,[ 1.18299875  0.03552728 -0.05846052],1.833968e-01,0.0004831233457691692
9,63,6.194959e-02,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],8.612477e-02,1.274822e+00,-1.446754e-02,-3.970621e-03,2.695441e-01,3.148123e-01,9.918237e-01,-2.475012e+00,[ 1.27482163 -0.01446754 -0.00397062],1.748398e-01,0.016892183529856615
10,70,6.194959e-02,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],1.147062e-01,1.280107e+00,9.947587e-02,-3.435890e-02,2.346151e-01,3.519144e-01,9.194624e-01,-2.578142e+00,[ 1.28010714  0.09947587 -0.0343589 ],1.702960e-01,0.006511305294543928
11,77,6.194959e-02,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],1.341230e-01,1.112418e+00,-7.424680e-03,-6.608304e-02,2.057847e-01,3.344565e-01,9.713970e-01,-2.705193e+00,[ 1.11241774 -0.00742468 -0.06608304],1.536846e-01,0.0
12,84,6.194959e-02,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],1.229920e-01,1.038986e+00,5.426140e-02,-5.136644e-02,1.842805e-01,3.170404e-01,9.546193e-01,-2.886465e+00,[ 1.03898642  0.0542614  -0.05136644],1.452882e-01,0.0
13,91,6.194959e-02,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],1.316454e-01,1.039712e+00,4.712392e-02,-3.849306e-02,1.612093e-01,2.825822e-01,8.492927e-01,-3.252189e+00,[ 1.03971165  0.04712392 -0.03849306],1.254100e-01,0.0
14,98,6.194959e-02,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],1.099226e-01,1.125703e+00,8.297806e-02,-2.546360e-02,1.379286e-01,2.615851e-01,8.536031e-01,-3.480303e+00,[ 1.12570281  0.08297806 -0.0254636 ],1.116025e-01,0.00036531206422141645
15,105,6.194959e-02,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],1.036111e-01,1.165562e+00,5.284332e-02,-3.242911e-02,1.192923e-01,2.369940e-01,8.318082e-01,-3.750052e+00,[ 1.16556197  0.05284332 -0.03242911],9.739851e-02,0.0
16,112,6.194959e-02,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],9.400875e-02,1.170129e+00,2.645162e-02,-3.621758e-02,1.030715e-01,2.288446e-01,7.308611e-01,-4.060576e+00,[ 1.17012867  0.02645162 -0.03621758],8.746382e-02,0.0
17,119,6.194959e-02,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],1.144528e-01,1.212619e+00,5.046005e-02,-5.725849e-02,1.098107e-01,2.076438e-01,8.166486e-01,-3.983474e+00,[ 1.21261921  0.05046005 -0.05725849],8.742392e-02,0.0
18,126,3.434998e-02,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],8.980928e-02,1.205978e+00,8.882250e-03,-3.152987e-02,1.045880e-01,2.223093e-01,7.106488e-01,-4.102989e+00,[ 1.20597766  0.00888225 -0.03152987],8.322024e-02,0.0
19,133,3.434998e-02,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],6.078496e-02,1.356016e+00,6.217839e-03,-1.071553e-02,1.049479e-01,2.139056e-01,8.879981e-01,-3.915297e+00,[ 1.35601567  0.00621784 -0.01071553],1.107476e-01,0.0
20,140,3.434998e-02,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],8.346752e-02,1.327372e+00,3.833353e-02,-2.451089e-02,9.054034e-02,1.975996e-01,7.698224e-01,-4.285068e+00,[ 1.3273721   0.03833353 -0.02451089],1.072496e-01,0.0
21,147,3.434998e-02,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],5.450998e-02,1.342374e+00,4.284602e-02,-2.813533e-05,8.897357e-02,1.714644e-01,6.748341e-01,-4.576084e+00,[ 1.34237447e+00  4.28460208e-02 -2.81353279e-05],1.041628e-01,0.0
22,154,3.434998e-02,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],3.197471e-02,1.423476e+00,3.051931e-02,3.787584e-03,7.672833e-02,1.477552e-01,7.249343e-01,-4.801357e+00,[1.42347606 0.03051931 0.00378758],1.084445e-01,0.0
23,161,3.434998e-02,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],6.922393e-02,1.383321e+00,3.562999e-03,-2.420462e-02,7.673123e-02,1.426669e-01,6.375095e-01,-4.964875e+00,[ 1.38332074  0.003563   -0.02420462],1.024850e-01,0.0
24,168,3.434998e-02,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],3.776588e-02,1.489875e+00,9.400262e-03,-8.584966e-04,6.688251e-02,1.235000e-01,8.016461e-01,-5.017420e+00,[ 1.48987542e+00  9.40026218e-03 -8.58496619e-04],1.085023e-01,0.0
25,175,2.201447e-02,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],3.678586e-02,1.537157e+00,6.241886e-03,4.702989e-03,5.856253e-02,1.057875e-01,8.438855e-01,-5.253722e+00,[1.53715665 0.00624189 0.00470299],1.109011e-01,0.0
26,182,2.178350e-02,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],1.896160e-02,1.559848e+00,6.578494e-03,9.415768e-03,5.059001e-02,9.238985e-02,8.069570e-01,-5.580224e+00,[1.55984836 0.00657849 0.00941577],1.046036e-01,0.0
27,189,8.939784e-03,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],1.600637e-02,1.681909e+00,2.286459e-02,1.593033e-02,4.519285e-02,8.650172e-02,1.170158e+00,-5.387269e+00,[1.68190856 0.02286459 0.01593033],1.228548e-01,0.0
28,196,8.939784e-03,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],3.418564e-02,1.740675e+00,1.672233e-02,-7.215931e-03,5.109388e-02,7.674692e-02,1.219736e+00,-5.342698e+00,[ 1.74067458  0.01672233 -0.00721593],1.440440e-01,0.0
29,203,8.939784e-03,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],1.552174e-02,1.670342e+00,2.700667e-02,-2.568360e-03,4.536034e-02,6.883560e-02,1.062344e+00,-5.708674e+00,[ 1.67034152  0.02700667 -0.00256836],1.272480e-01,0.0
30,210,8.546970e-03,[[-0.14499743 -0.00219565  0.09044208  0.02235751]],2.367156e-02,1.592876e+00,4.911208e-02,3.349456e-02,4.888284e-02,7.768892e-02,9.887354e-01,-5.584700e+00,[1.59287572 0.04911208 0.03349456],1.338854e-01,0.0
