Ite,EvalCount,BestEval,Param,MeanEval,m0,m1,m2,eigval0,eigval1,eigval2,logDetC,m,sigma,penalty
1,7,2.248313e+00,[-0.11686554 -0.14833346  0.08416558  0.09669004],9.047602e-01,8.457376e-03,-2.000000e-01,-2.000000e-01,1.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,[ 0.00845738 -0.2        -0.2       ],2.000000e+00,3.967986216210172
2,14,7.057778e-01,[-0.11686554 -0.14833346  0.08416558  0.09669004],2.706117e-01,1.271617e+00,1.513871e-01,-8.287098e-02,8.525768e-01,8.531332e-01,9.512522e-01,-3.683077e-01,[ 1.27161663  0.15138706 -0.08287098],1.728212e+00,1.3888234380980222
3,21,7.057778e-01,[-0.11686554 -0.14833346  0.08416558  0.09669004],2.199725e-01,1.752826e+00,-3.425804e-02,-1.513871e-01,7.270118e-01,7.333988e-01,8.748443e-01,-7.625876e-01,[ 1.75282646 -0.03425804 -0.15138706],1.493384e+00,1.9222439397000297
4,28,7.057778e-01,[-0.11686554 -0.14833346  0.08416558  0.09669004],3.169385e-01,2.320078e+00,-1.513871e-01,8.287098e-02,6.236217e-01,6.279138e-01,8.344112e-01,-1.118593e+00,[ 2.32007779 -0.15138706  0.08287098],1.337451e+00,1.61992614147436
5,35,4.373064e-01,[-0.11686554 -0.14833346  0.08416558  0.09669004],3.169385e-01,2.762489e+00,-2.000000e-01,-2.000000e-01,5.352013e-01,5.405643e-01,7.931077e-01,-1.472050e+00,[ 2.76248882 -0.2        -0.2       ],1.207495e+00,0.8192934855161409
6,42,3.316591e-01,[-0.11686554 -0.14833346  0.08416558  0.09669004],3.169385e-01,2.449351e+00,1.302578e-01,-1.513871e-01,4.608551e-01,4.706924e-01,6.984802e-01,-1.887070e+00,[ 2.44935092  0.13025781 -0.15138706],9.779546e-01,0.8698688588166912
7,49,3.316591e-01,[-0.11686554 -0.14833346  0.08416558  0.09669004],3.169385e-01,2.630992e+00,1.715127e-02,-2.000000e-01,3.934770e-01,4.033998e-01,6.120890e-01,-2.331437e+00,[ 2.63099221  0.01715127 -0.2       ],7.889216e-01,0.5254640687151959
8,56,2.044790e-01,[-0.11686554 -0.14833346  0.08416558  0.09669004],2.440743e-01,2.165551e+00,-3.425804e-02,-3.131742e-03,3.434147e-01,3.490519e-01,5.943990e-01,-2.641556e+00,[ 2.165551   -0.03425804 -0.00313174],6.818842e-01,0.43952557145134524
9,63,2.044790e-01,[-0.11686554 -0.14833346  0.08416558  0.09669004],2.262104e-01,1.754444e+00,7.371844e-02,-1.383332e-01,2.941340e-01,3.074517e-01,6.460429e-01,-2.840046e+00,[ 1.75444437  0.07371844 -0.13833318],6.583981e-01,0.23210468865999334
10,70,1.077114e-01,[-0.11686554 -0.14833346  0.08416558  0.09669004],2.906814e-01,1.293692e+00,9.014660e-02,-1.983306e-02,2.525681e-01,2.664190e-01,8.084694e-01,-2.911372e+00,[ 1.29369179  0.0901466  -0.01983306],6.945219e-01,0.25021677045520424
11,77,1.077114e-01,[-0.11686554 -0.14833346  0.08416558  0.09669004],2.759423e-01,1.649385e+00,5.870502e-02,3.790248e-02,2.171892e-01,2.304936e-01,8.043888e-01,-3.212191e+00,[1.64938541 0.05870502 0.03790248],5.731646e-01,0.12999550906733906
