Ite,EvalCount,BestEval,Param,MeanEval,m0,m1,m2,eigval0,eigval1,eigval2,logDetC,m,sigma,penalty
1,7,2.955937e+00,[ 0.04326555 -0.07027561 -0.04062375  0.06895086],6.925714e-01,2.065832e-01,2.000000e-01,-5.928723e-02,1.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,[ 0.20658316  0.2        -0.05928723],2.000000e+00,4.359420560644148
2,14,1.408029e+00,[ 0.04326555 -0.07027561 -0.04062375  0.06895086],1.625467e-01,8.072233e-01,-8.287098e-02,-1.355889e-01,8.523493e-01,8.558743e-01,8.878420e-01,-4.343521e-01,[ 0.80722328 -0.08287098 -0.13558891],1.607416e+00,2.902345858551649
3,21,1.321161e+00,[ 0.04326555 -0.07027561 -0.04062375  0.06895086],9.965246e-02,3.277494e+00,-2.310937e-02,8.287098e-02,7.269201e-01,7.319224e-01,1.462455e+00,-2.509031e-01,[ 3.27749396 -0.02310937  0.08287098],1.798444e+00,2.730979033606239
4,28,8.562637e-01,[ 0.04326555 -0.07027561 -0.04062375  0.06895086],1.625467e-01,1.753830e+00,-2.000000e-01,-2.000000e-01,6.198655e-01,6.282842e-01,1.286871e+00,-6.908020e-01,[ 1.75383043 -0.2        -0.2       ],1.465471e+00,1.8061075068456176
5,35,1.636713e-01,[ 0.04326555 -0.07027561 -0.04062375  0.06895086],1.625467e-01,2.016208e+00,3.425804e-02,8.287098e-02,5.291991e-01,5.456675e-01,1.136476e+00,-1.114204e+00,[2.01620833 0.03425804 0.08287098],1.201957e+00,0.7651257625241626
6,42,1.636713e-01,[ 0.04326555 -0.07027561 -0.04062375  0.06895086],1.625467e-01,2.189707e+00,-2.545027e-02,-1.513871e-01,4.535786e-01,4.697063e-01,1.048397e+00,-1.498972e+00,[ 2.18970741 -0.02545027 -0.15138706],9.779776e-01,0.752637836360807
7,49,1.636713e-01,[ 0.04326555 -0.07027561 -0.04062375  0.06895086],1.625467e-01,2.523882e+00,1.558350e-01,-1.390989e-01,3.932570e-01,4.026414e-01,9.628835e-01,-1.880824e+00,[ 2.52388174  0.15583498 -0.13909888],8.370175e-01,0.6952755662705509
8,56,1.625467e-01,[ 0.04326555 -0.07027561 -0.04062375  0.06895086],1.625467e-01,3.250806e+00,9.797997e-02,-1.742422e-01,3.371779e-01,3.448058e-01,1.059299e+00,-2.094311e+00,[ 3.25080643  0.09797997 -0.17424224],8.191900e-01,0.36684562139544913
9,63,1.625467e-01,[ 0.04326555 -0.07027561 -0.04062375  0.06895086],1.625467e-01,3.002701e+00,-6.803453e-02,-1.109096e-01,2.905886e-01,3.023872e-01,9.876254e-01,-2.444346e+00,[ 3.00270075 -0.06803453 -0.11090956],6.871213e-01,0.26155170682606294
10,70,1.625467e-01,[ 0.04326555 -0.07027561 -0.04062375  0.06895086],1.625467e-01,2.403278e+00,-4.606066e-03,6.200100e-02,2.580782e-01,2.653099e-01,1.009365e+00,-2.672028e+00,[ 2.40327824 -0.00460607  0.062001  ],6.152270e-01,0.1448690286796626
11,77,1.553798e-01,[ 0.04326555 -0.07027561 -0.04062375  0.06895086],1.605589e-01,2.225713e+00,3.077359e-02,-4.393441e-03,2.243461e-01,2.285140e-01,9.454673e-01,-3.026799e+00,[ 2.22571326  0.03077359 -0.00439344],5.347267e-01,0.0838274312936078
12,84,1.553798e-01,[ 0.04326555 -0.07027561 -0.04062375  0.06895086],1.625467e-01,2.470205e+00,-6.600115e-02,1.374395e-01,1.947500e-01,2.156730e-01,8.447227e-01,-3.338777e+00,[ 2.47020492 -0.06600115  0.13743954],4.665160e-01,0.13745232021973103
13,91,1.016209e-01,[ 0.04326555 -0.07027561 -0.04062375  0.06895086],1.625467e-01,2.576453e+00,-2.677465e-02,-2.108438e-03,1.673149e-01,1.947404e-01,7.791918e-01,-3.673464e+00,[ 2.57645308e+00 -2.67746483e-02 -2.10843801e-03],3.810550e-01,0.08955490648388051
14,98,1.016209e-01,[ 0.04326555 -0.07027561 -0.04062375  0.06895086],1.523424e-01,2.857023e+00,-7.093611e-03,-3.225614e-02,1.454525e-01,1.689711e-01,8.482718e-01,-3.870488e+00,[ 2.85702288 -0.00709361 -0.03225614],3.601390e-01,0.05724197607298557
15,105,9.426966e-02,[ 0.04326555 -0.07027561 -0.04062375  0.06895086],1.625467e-01,2.733871e+00,3.444090e-02,-1.303319e-01,1.268256e-01,1.736812e-01,7.299480e-01,-4.130258e+00,[ 2.73387149  0.0344409  -0.13033191],3.329679e-01,0.006317112587435614
16,112,9.426966e-02,[ 0.04326555 -0.07027561 -0.04062375  0.06895086],1.186831e-01,2.884890e+00,3.888486e-02,-5.246606e-02,1.105806e-01,1.524759e-01,7.000469e-01,-4.439367e+00,[ 2.88488978  0.03888486 -0.05246606],2.925379e-01,0.01032560890275768
17,119,9.426966e-02,[ 0.04326555 -0.07027561 -0.04062375  0.06895086],1.230748e-01,2.897423e+00,1.383355e-01,2.167273e-02,1.207648e-01,1.548264e-01,6.230112e-01,-4.452552e+00,[2.89742296 0.13833553 0.02167273],3.052250e-01,0.012158933198074892
18,126,9.426966e-02,[ 0.04326555 -0.07027561 -0.04062375  0.06895086],1.625467e-01,3.114835e+00,1.286614e-01,-5.672851e-02,1.063744e-01,1.353260e-01,6.986806e-01,-4.599421e+00,[ 3.11483462  0.12866144 -0.05672851],3.060218e-01,0.023651456147075495
19,133,9.426966e-02,[ 0.04326555 -0.07027561 -0.04062375  0.06895086],1.625467e-01,3.021468e+00,1.298720e-01,-6.341528e-02,9.246759e-02,1.167620e-01,6.135552e-01,-5.017000e+00,[ 3.0214683   0.12987202 -0.06341528],2.579141e-01,0.006892425320721683
20,140,9.426966e-02,[ 0.04326555 -0.07027561 -0.04062375  0.06895086],1.387945e-01,2.795128e+00,1.681279e-01,1.821631e-02,7.989472e-02,1.195799e-01,7.007941e-01,-5.006357e+00,[2.79512773 0.16812788 0.01821631],2.629735e-01,0.01925160807167986
21,147,9.426966e-02,[ 0.04326555 -0.07027561 -0.04062375  0.06895086],1.293661e-01,2.874492e+00,1.130832e-01,2.929897e-02,7.727327e-02,1.031165e-01,6.278711e-01,-5.297723e+00,[2.87449202 0.11308323 0.02929897],2.316722e-01,0.008174683914477954
