Ite,EvalCount,BestEval,Param,MeanEval,m0,m1,m2,eigval0,eigval1,eigval2,logDetC,m,sigma,penalty
1,7,1.771730e+00,[-0.13701632 -0.14100489 -0.05770388  0.02723476],1.220977e+00,4.925576e-01,-2.000000e-01,-2.000000e-01,1.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,[ 0.49255758 -0.2        -0.2       ],2.000000e+00,3.447100262279814
2,14,1.771730e+00,[-0.13701632 -0.14100489 -0.05770388  0.02723476],1.859975e-01,3.692558e+00,-8.287098e-02,-2.000000e-01,8.523473e-01,8.526489e-01,1.455414e+00,5.612168e-02,[ 3.69255824 -0.08287098 -0.2       ],2.133874e+00,4.520370162700416
3,21,1.542237e-01,[-0.13701632 -0.14100489 -0.05770388  0.02723476],1.859975e-01,4.425706e+00,8.287098e-02,1.513871e-01,7.272521e-01,7.323029e-01,1.469449e+00,-2.451561e-01,[4.42570618 0.08287098 0.15138706],2.099459e+00,2.627786391691535
4,28,1.542237e-01,[-0.13701632 -0.14100489 -0.05770388  0.02723476],1.188622e-01,2.380849e+00,-5.151170e-03,-4.390878e-03,6.199482e-01,6.248928e-01,1.365302e+00,-6.369187e-01,[ 2.380849   -0.00515117 -0.00439088],1.601736e+00,2.57944380156097
5,35,1.542237e-01,[-0.13701632 -0.14100489 -0.05770388  0.02723476],1.601771e-01,2.055282e+00,8.287098e-02,2.000000e-01,5.289337e-01,5.383070e-01,1.203374e+00,-1.071090e+00,[2.05528167 0.08287098 0.2       ],1.280009e+00,1.0915747085841645
6,42,1.542237e-01,[-0.13701632 -0.14100489 -0.05770388  0.02723476],1.859975e-01,2.675805e+00,1.883800e-01,-1.074573e-01,4.543856e-01,4.667427e-01,1.072599e+00,-1.480702e+00,[ 2.67580529  0.18838002 -0.1074573 ],1.047629e+00,0.7773570843561475
7,49,1.542237e-01,[-0.13701632 -0.14100489 -0.05770388  0.02723476],1.150324e-01,1.879543e+00,-1.621214e-02,-2.341243e-02,3.925649e-01,3.986837e-01,1.024756e+00,-1.830185e+00,[ 1.87954264 -0.01621214 -0.02341243],8.889534e-01,0.5289955724807759
8,56,1.542237e-01,[-0.13701632 -0.14100489 -0.05770388  0.02723476],1.767787e-01,1.564314e+00,1.723623e-01,1.641930e-01,3.373059e-01,3.540353e-01,9.804228e-01,-2.144895e+00,[1.56431429 0.17236233 0.16419297],7.914794e-01,0.40890373024130927
9,63,1.542237e-01,[-0.13701632 -0.14100489 -0.05770388  0.02723476],1.859975e-01,1.195737e+00,-3.177112e-02,1.164104e-01,2.908752e-01,3.072617e-01,9.652843e-01,-2.450249e+00,[ 1.19573681 -0.03177112  0.11641036],7.241820e-01,0.3769021077732158
10,70,1.466141e-01,[-0.13701632 -0.14100489 -0.05770388  0.02723476],4.202496e-01,1.587593e+00,1.704040e-01,-3.733019e-02,2.617117e-01,2.650972e-01,8.860745e-01,-2.789125e+00,[ 1.58759273  0.17040398 -0.03733019],5.982931e-01,0.17772982730911419
11,77,1.466141e-01,[-0.13701632 -0.14100489 -0.05770388  0.02723476],2.069836e-01,1.421510e+00,3.497729e-02,-1.183801e-01,2.289070e-01,2.383259e-01,7.824373e-01,-3.153897e+00,[ 1.42150952  0.03497729 -0.11838008],5.100120e-01,0.11946083132618338
12,84,1.466141e-01,[-0.13701632 -0.14100489 -0.05770388  0.02723476],1.859975e-01,1.438622e+00,-2.705498e-02,5.312329e-02,2.045549e-01,2.181715e-01,7.081860e-01,-3.454441e+00,[ 1.43862233 -0.02705498  0.05312329],4.332874e-01,0.062330355452084055
13,91,1.466141e-01,[-0.13701632 -0.14100489 -0.05770388  0.02723476],1.859975e-01,1.656582e+00,-1.780473e-01,-9.773175e-02,1.893801e-01,2.280398e-01,6.748660e-01,-3.535476e+00,[ 1.65658235 -0.1780473  -0.09773175],4.304609e-01,0.17648330259698616
14,98,1.466141e-01,[-0.13701632 -0.14100489 -0.05770388  0.02723476],1.576133e-01,1.747546e+00,-7.436457e-02,-1.701170e-01,1.733576e-01,1.985970e-01,6.778307e-01,-3.757734e+00,[ 1.74754586 -0.07436457 -0.17011699],3.901228e-01,0.11480747264410984
15,105,1.466141e-01,[-0.13701632 -0.14100489 -0.05770388  0.02723476],1.859975e-01,1.449051e+00,-2.465780e-02,7.670045e-02,1.569199e-01,2.076566e-01,7.079185e-01,-3.769316e+00,[ 1.449051   -0.0246578   0.07670045],3.736763e-01,0.012031716827292763
