Ite,EvalCount,BestEval,Param,MeanEval,m0,m1,m2,eigval0,eigval1,eigval2,logDetC,m,sigma,penalty
1,7,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,8.230678e-01,-2.664119e-03,6.627218e-02,5.987210e-01,8.786959e-01,1.900802e+00,-1.221245e-15,[ 0.82306783 -0.00266412  0.06627218],5.432088e-01,0.4420596207576857
2,14,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.023654e+00,-9.203170e-02,-3.667700e-02,5.129209e-01,7.610595e-01,1.671756e+00,-4.268029e-01,[ 1.02365383 -0.0920317  -0.036677  ],4.401660e-01,0.30311591373234414
3,21,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,7.315430e-01,-1.134621e-01,3.881054e-03,4.423567e-01,6.517738e-01,1.558685e+00,-7.998541e-01,[ 0.73154302 -0.11346215  0.00388105],3.591045e-01,0.1078184104514976
4,28,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,8.837000e-01,2.243000e-02,-3.191028e-02,3.985990e-01,5.735443e-01,1.365413e+00,-1.164262e+00,[ 0.88369996  0.02243    -0.03191028],2.979905e-01,0.07843358764125472
5,35,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,7.901743e-01,3.215206e-02,1.295739e-02,3.439044e-01,5.010117e-01,1.179817e+00,-1.593158e+00,[0.79017428 0.03215206 0.01295739],2.414656e-01,0.04877077492662717
6,42,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.000804e+00,-1.835326e-02,-1.099037e-02,3.005499e-01,4.279535e-01,1.222704e+00,-1.849817e+00,[ 1.00080401 -0.01835326 -0.01099037],2.121003e-01,0.0
7,49,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,9.605192e-01,9.157962e-03,-8.220594e-02,2.728144e-01,3.791420e-01,1.081950e+00,-2.190043e+00,[ 0.96051915  0.00915796 -0.08220594],1.820338e-01,0.02073504075100973
8,56,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.085902e+00,-7.148036e-02,-9.398673e-02,2.546272e-01,3.573727e-01,1.091437e+00,-2.309436e+00,[ 1.08590174 -0.07148036 -0.09398673],1.741272e-01,0.011399328085494684
9,63,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.051860e+00,-9.623950e-02,4.660754e-02,2.769149e-01,4.015271e-01,9.372717e-01,-2.261307e+00,[ 1.05185977 -0.0962395   0.04660754],1.828748e-01,0.03831330670766352
10,70,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,9.510958e-01,-5.741604e-02,-8.986506e-03,2.395444e-01,3.533655e-01,8.677426e-01,-2.611129e+00,[ 0.95109585 -0.05741604 -0.00898651],1.509447e-01,0.0
11,77,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,9.901966e-01,-3.284542e-02,-5.489696e-02,2.129035e-01,3.235866e-01,9.055760e-01,-2.774389e+00,[ 0.9901966  -0.03284542 -0.05489696],1.251923e-01,0.0
12,84,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.040988e+00,-1.265403e-02,-1.214118e-01,1.865914e-01,3.540801e-01,8.492957e-01,-2.880414e+00,[ 1.04098827 -0.01265403 -0.12141183],1.248680e-01,0.016655243336292837
13,91,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.012686e+00,8.865427e-03,-6.341001e-02,1.796883e-01,3.172922e-01,7.596099e-01,-3.139414e+00,[ 1.01268604  0.00886543 -0.06341001],1.106965e-01,0.0
14,98,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.103138e+00,-1.879373e-02,-8.087101e-02,1.608355e-01,2.841206e-01,8.208183e-01,-3.283183e+00,[ 1.10313755 -0.01879373 -0.08087101],1.029931e-01,0.0
15,105,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.136074e+00,5.113460e-03,-9.760062e-02,1.509860e-01,2.446161e-01,8.040535e-01,-3.516723e+00,[ 1.13607447  0.00511346 -0.09760062],9.916473e-02,0.0
16,112,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.139388e+00,-9.095299e-03,-8.812286e-02,1.330188e-01,2.178537e-01,7.211860e-01,-3.868054e+00,[ 1.13938787 -0.0090953  -0.08812286],8.473765e-02,0.0
17,119,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.114009e+00,-7.353862e-04,-9.875869e-02,1.149413e-01,1.936133e-01,7.092172e-01,-4.148820e+00,[ 1.11400875e+00 -7.35386155e-04 -9.87586901e-02],6.886388e-02,0.0
18,126,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.094440e+00,2.059133e-02,-1.082144e-01,1.112292e-01,1.950615e-01,6.520355e-01,-4.258259e+00,[ 1.09444008  0.02059133 -0.10821435],6.668990e-02,0.0
19,133,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.126693e+00,1.424492e-02,-1.122685e-01,9.559363e-02,1.701704e-01,6.015675e-01,-4.626821e+00,[ 1.12669297  0.01424492 -0.11226851],5.743482e-02,0.0
20,140,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.072880e+00,-6.097940e-03,-9.086978e-02,9.489789e-02,1.673416e-01,6.892325e-01,-4.514848e+00,[ 1.07287997 -0.00609794 -0.09086978],5.945885e-02,0.0
21,147,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.107450e+00,-5.219244e-03,-1.055396e-01,8.632570e-02,1.453521e-01,6.238772e-01,-4.850026e+00,[ 1.10745018 -0.00521924 -0.10553961],5.144021e-02,0.0
22,154,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.114165e+00,-7.797077e-03,-9.787974e-02,7.470448e-02,1.350024e-01,5.476262e-01,-5.198840e+00,[ 1.11416461 -0.00779708 -0.09787974],4.412527e-02,0.0
23,161,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.128750e+00,-5.248838e-03,-9.346214e-02,7.082742e-02,1.270163e-01,5.060115e-01,-5.392145e+00,[ 1.12874992 -0.00524884 -0.09346214],4.058917e-02,0.0
24,168,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.137992e+00,-9.993828e-04,-1.011087e-01,6.434966e-02,1.138803e-01,4.899396e-01,-5.629505e+00,[ 1.13799179e+00 -9.99382806e-04 -1.01108663e-01],3.573683e-02,0.0
25,175,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.140379e+00,-9.391381e-04,-1.047428e-01,5.749008e-02,1.017897e-01,4.425584e-01,-5.956172e+00,[ 1.14037858e+00 -9.39138082e-04 -1.04742761e-01],3.039007e-02,0.0
26,182,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.148718e+00,6.079950e-03,-1.081018e-01,5.460256e-02,1.001737e-01,4.457679e-01,-6.016481e+00,[ 1.14871807  0.00607995 -0.10810183],2.952061e-02,0.0
27,189,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.147825e+00,5.721597e-03,-1.056230e-01,5.018811e-02,9.159446e-02,3.938415e-01,-6.314169e+00,[ 1.14782505  0.0057216  -0.10562299],2.555915e-02,0.0
28,196,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.160451e+00,9.502338e-03,-1.083391e-01,4.614693e-02,8.007528e-02,4.195003e-01,-6.469404e+00,[ 1.16045143  0.00950234 -0.10833914],2.544412e-02,0.0
29,203,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.167229e+00,8.786763e-03,-1.086941e-01,4.066179e-02,6.974329e-02,4.265282e-01,-6.717477e+00,[ 1.16722871  0.00878676 -0.10869412],2.425587e-02,0.0
30,210,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.171457e+00,7.904262e-03,-1.075290e-01,3.531460e-02,6.938259e-02,4.055809e-01,-6.914013e+00,[ 1.17145733  0.00790426 -0.10752898],2.266438e-02,0.0
31,217,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.173791e+00,7.107085e-03,-1.108726e-01,3.518605e-02,6.021992e-02,3.708081e-01,-7.148928e+00,[ 1.17379103  0.00710709 -0.11087261],2.045436e-02,0.0
32,224,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.168018e+00,6.519296e-03,-1.084385e-01,3.084456e-02,5.413523e-02,3.402349e-01,-7.473184e+00,[ 1.1680176   0.0065193  -0.10843852],1.596000e-02,0.0
33,231,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.169045e+00,6.317064e-03,-1.090983e-01,2.788182e-02,4.969155e-02,3.020971e-01,-7.778708e+00,[ 1.16904475  0.00631706 -0.10909827],1.259606e-02,0.0
34,238,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.165304e+00,4.088430e-03,-1.071838e-01,2.541076e-02,4.729975e-02,2.903249e-01,-7.960587e+00,[ 1.16530444  0.00408843 -0.10718383],1.189029e-02,0.0
35,245,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.165029e+00,4.313231e-03,-1.079155e-01,2.283217e-02,4.203989e-02,2.562511e-01,-8.310319e+00,[ 1.1650293   0.00431323 -0.10791551],1.014267e-02,0.0
36,252,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.164174e+00,4.879545e-03,-1.083232e-01,2.051590e-02,4.189615e-02,2.348452e-01,-8.507945e+00,[ 1.16417435  0.00487955 -0.10832324],8.523908e-03,0.0
37,259,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.162815e+00,5.309196e-03,-1.079405e-01,1.835782e-02,4.056342e-02,2.144884e-01,-8.742088e+00,[ 1.16281461  0.0053092  -0.10794046],7.540222e-03,0.0
38,266,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.163068e+00,5.624069e-03,-1.073741e-01,1.885252e-02,3.493527e-02,2.060166e-01,-8.905166e+00,[ 1.16306762  0.00562407 -0.10737413],6.782217e-03,0.0
39,273,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.160658e+00,5.234937e-03,-1.070849e-01,1.685135e-02,3.090954e-02,2.161656e-01,-9.091725e+00,[ 1.16065822  0.00523494 -0.10708495],6.317797e-03,0.0
40,280,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.160967e+00,4.687465e-03,-1.064824e-01,1.574340e-02,3.220715e-02,1.937142e-01,-9.228272e+00,[ 1.1609671   0.00468747 -0.10648236],5.697354e-03,0.0
41,287,2.410386e-01,[[ 0.0691534  -0.13127535 -0.14210626 -0.01521954]],2.410386e-01,1.161972e+00,4.950070e-03,-1.072974e-01,1.403193e-02,2.840143e-02,1.775521e-01,-9.556227e+00,[ 1.1619716   0.00495007 -0.10729736],4.609960e-03,0.0
