Ite,EvalCount,BestEval,Param,MeanEval,m0,m1,m2,eigval0,eigval1,eigval2,logDetC,m,sigma,penalty
1,7,5.566263e-01,[ 0.04005112 -0.04165068 -0.0167261   0.13890412],1.607337e+00,0.000000e+00,2.000000e-01,1.467846e-01,1.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,[0.         0.2        0.14678463],2.000000e+00,4.65344575706136
2,14,5.566263e-01,[ 0.04005112 -0.04165068 -0.0167261   0.13890412],1.892715e-01,1.221230e+00,-1.612160e-01,-2.000000e-01,8.524083e-01,8.538734e-01,9.629846e-01,-3.553798e-01,[ 1.22122986 -0.161216   -0.2       ],1.728899e+00,2.6785658333074727
3,21,5.566263e-01,[ 0.04005112 -0.04165068 -0.0167261   0.13890412],1.892715e-01,1.816163e+00,3.260635e-02,2.000000e-01,7.272227e-01,7.448973e-01,9.223635e-01,-6.938473e-01,[1.81616329 0.03260635 0.2       ],1.518709e+00,1.587636324286701
4,28,5.566263e-01,[ 0.04005112 -0.04165068 -0.0167261   0.13890412],1.892715e-01,1.958179e+00,-8.287098e-02,-3.425804e-02,6.200516e-01,6.385109e-01,8.181753e-01,-1.127248e+00,[ 1.95817906 -0.08287098 -0.03425804],1.274802e+00,1.6430645409495865
5,35,2.898076e-01,[ 0.04005112 -0.04165068 -0.0167261   0.13890412],1.274224e-01,2.861491e+00,2.000000e-01,1.513871e-01,5.305467e-01,5.543858e-01,8.617301e-01,-1.372555e+00,[2.86149134 0.2        0.15138706],1.222942e+00,1.0567089774294731
6,42,2.898076e-01,[ 0.04005112 -0.04165068 -0.0167261   0.13890412],1.052827e-01,3.559058e+00,8.287098e-02,1.326006e-01,4.533404e-01,4.741946e-01,9.203835e-01,-1.620215e+00,[3.55905761 0.08287098 0.1326006 ],1.208096e+00,0.9972810148470064
7,49,1.916266e-01,[ 0.04005112 -0.04165068 -0.0167261   0.13890412],3.798747e-02,3.732538e+00,7.235860e-03,3.425804e-02,3.877817e-01,4.075284e-01,8.545034e-01,-2.002192e+00,[3.73253845 0.00723586 0.03425804],1.100964e+00,0.9085336253514894
8,56,1.916266e-01,[ 0.04005112 -0.04165068 -0.0167261   0.13890412],1.898879e-01,4.901571e+00,5.089717e-02,1.108848e-02,3.319041e-01,3.479766e-01,1.149087e+00,-2.019561e+00,[4.90157097 0.05089717 0.01108848],1.193301e+00,1.1672274132140517
9,63,8.736064e-02,[ 0.04005112 -0.04165068 -0.0167261   0.13890412],1.304325e-01,3.909698e+00,-1.383206e-01,3.425804e-02,2.857337e-01,3.000805e-01,1.034682e+00,-2.422305e+00,[ 3.90969801 -0.13832063  0.03425804],9.581276e-01,0.3367693496011416
10,70,8.736064e-02,[ 0.04005112 -0.04165068 -0.0167261   0.13890412],3.185794e-02,3.845723e+00,5.670111e-02,9.023081e-02,2.441111e-01,2.625651e-01,8.961338e-01,-2.857054e+00,[3.84572317 0.05670111 0.09023081],7.549045e-01,0.2931768822590245
11,77,8.736064e-02,[ 0.04005112 -0.04165068 -0.0167261   0.13890412],1.466279e-01,4.487670e+00,4.450200e-03,3.363817e-02,2.086652e-01,2.263070e-01,9.052875e-01,-3.152390e+00,[4.48766992e+00 4.45020022e-03 3.36381678e-02],6.934891e-01,0.09733564219726294
12,84,8.736064e-02,[ 0.04005112 -0.04165068 -0.0167261   0.13890412],1.973259e-01,4.557551e+00,9.868607e-02,-1.357625e-02,1.823959e-01,1.943300e-01,8.121087e-01,-3.547894e+00,[ 4.55755069  0.09868607 -0.01357625],6.092598e-01,0.16077991013589035
13,91,5.314242e-02,[ 0.04005112 -0.04165068 -0.0167261   0.13890412],1.282828e-01,4.135617e+00,3.066955e-02,4.444233e-02,1.614592e-01,1.664343e-01,7.954147e-01,-3.845549e+00,[4.13561664 0.03066955 0.04444233],4.969592e-01,0.09910129242596599
14,98,3.859697e-02,[ 0.04005112 -0.04165068 -0.0167261   0.13890412],1.424536e-01,3.796112e+00,6.783726e-02,1.347378e-01,1.415845e-01,1.471183e-01,8.778548e-01,-4.001651e+00,[3.79611211 0.06783726 0.13473783],4.745795e-01,0.0292368527416254
15,105,3.859697e-02,[ 0.04005112 -0.04165068 -0.0167261   0.13890412],8.995771e-02,3.782556e+00,-1.201553e-01,1.454151e-01,1.230168e-01,1.593674e-01,8.107017e-01,-4.141833e+00,[ 3.78255567 -0.12015532  0.14541514],4.588693e-01,0.031081652954039817
