,EvalCount,0,0.75,0.25,EvalCount,1,0.75,0.25,EvalCount,0
0,12.0,0.0011004785,0.0012641355000000002,0.000963494175,12,79.086195,100.863275,62.2826675,12,2.3291e-06
1,24.0,0.0010029144999999999,0.00112189,0.000863679075,24,67.21910500000001,85.838685,51.673705,24,2.3291e-06
2,36.0,0.0009287761999999999,0.0010638965000000001,0.000781922975,36,58.02248,69.91690750000001,45.92436,36,2.3291e-06
3,48.0,0.0008439888,0.00101163925,0.0007037491000000001,48,49.598,64.44126750000001,40.0702875,48,2.3291e-06
4,60.0,0.0007690641,0.000938990425,0.00065248585,60,45.546465,54.881675,36.4227075,60,2.3291e-06
5,72.0,0.0006879606,0.0008371887749999999,0.000582571725,72,40.8861,52.058265,31.7347875,72,2.3291e-06
6,84.0,0.0006189162,0.000744037525,0.0005205983249999999,84,34.878879999999995,47.6373725,28.9426025,84,2.3291e-06
7,96.0,0.00056566945,0.000632852425,0.000455407575,96,32.28258,41.8074225,26.663825,96,2.3291e-06
8,108.0,0.00049550305,0.000580195225,0.00042049885,108,30.322670000000002,38.212450000000004,22.7532225,108,2.3291e-06
9,120.0,0.0004360581,0.000516939,0.0003494733,120,28.14902,34.756609999999995,21.764115,120,2.3291e-06
10,132.0,0.0003994246,0.00046039599999999996,0.000328790375,132,26.54484,30.69632,20.5524175,132,2.3291e-06
11,144.0,0.00034900285,0.00042770899999999997,0.00027567575,144,23.212065000000003,28.3306325,18.714107499999997,144,2.3291e-06
12,156.0,0.0003217008,0.000374434275,0.0002427087,156,20.89321,25.788922499999998,16.2315975,156,2.3291e-06
13,168.0,0.00027134559999999997,0.0003403824,0.000214810025,168,19.39885,24.097005000000003,14.4634325,168,2.3291e-06
14,180.0,0.00024507475,0.0002910202,0.00019207705000000001,180,16.54835,22.8461425,13.293299999999999,180,2.3291e-06
15,192.0,0.0002196284,0.000266172775,0.00017189725,192,14.70523,19.3905675,12.108,192,2.3291e-06
16,204.0,0.00020106479999999999,0.00024363785,0.000155515875,204,13.362895,17.167395,10.280035,204,2.3291e-06
17,216.0,0.0001798598,0.000221153425,0.00013618620000000001,216,12.263539999999999,15.5151125,9.4753715,216,2.3291e-06
18,228.0,0.0001649581,0.000200870625,0.000124396725,228,10.622665,14.445440000000001,8.722871999999999,228,2.3291e-06
19,240.0,0.00014663185,0.000178957275,0.0001166821,240,10.0339125,12.427287499999998,7.64859775,240,2.3291e-06
20,252.0,0.0001258016,0.000156391925,0.00010673905,252,9.503395,11.75155,6.771869000000001,252,2.3291e-06
21,264.0,0.0001145947,0.0001367313,9.7295195e-05,264,7.6257885000000005,10.6023475,6.32598125,264,2.3291e-06
22,276.0,0.00010352905000000001,0.0001236282,8.3278545e-05,276,6.8609085,9.7350475,5.725948499999999,276,2.3291e-06
23,288.0,9.132365e-05,0.00011359719999999999,7.645386e-05,288,6.4797395,8.6452485,5.20429475,288,2.3291e-06
24,300.0,8.3081865e-05,9.880874999999999e-05,6.71132725e-05,300,5.856655,7.72321175,4.4269605,300,2.3291e-06
25,312.0,7.755424e-05,9.6868705e-05,6.20340775e-05,312,5.3511120000000005,7.433559000000001,4.083226,312,2.3291e-06
26,324.0,6.857724e-05,8.29720925e-05,5.58740525e-05,324,4.8710755,6.46381775,3.496579,324,2.3291e-06
27,336.0,6.0327619999999996e-05,7.424204e-05,4.6955087499999996e-05,336,4.4881915,6.098097500000001,3.41725775,336,2.3291e-06
28,348.0,5.3966780000000005e-05,6.77999075e-05,4.32039725e-05,348,4.304428,5.78929875,2.9566394999999996,348,2.3291e-06
29,360.0,4.6915585e-05,5.97889275e-05,3.7873105e-05,360,3.604822,4.97046675,2.5374997500000003,360,2.3291e-06
30,372.0,4.325782e-05,5.7979135e-05,3.45305625e-05,372,3.377892,4.49503575,2.3902340000000004,372,2.3291e-06
31,384.0,3.8647875e-05,4.7898175e-05,3.0913229999999996e-05,384,3.18771,3.96029325,2.17847875,384,2.3291e-06
32,396.0,3.5112719999999995e-05,4.4549005e-05,2.8430265e-05,396,2.8696055,3.55453775,2.01166375,396,2.3291e-06
33,408.0,3.1879115e-05,4.04253425e-05,2.60280875e-05,408,2.525659,3.26650075,1.75114175,408,2.3291e-06
34,420.0,2.9365115000000002e-05,3.6432545e-05,2.4442195e-05,420,2.324045,3.04651625,1.5809425,420,2.3291e-06
35,432.0,2.809351e-05,3.29242775e-05,2.18211275e-05,432,2.097117,2.859819,1.4969875,432,2.3291e-06
36,444.0,2.616347e-05,3.06987675e-05,1.92181975e-05,444,1.8102550000000002,2.515742,1.2662322499999998,444,2.3291e-06
37,456.0,2.1832404999999998e-05,2.96761575e-05,1.6847512500000002e-05,456,1.5964125,2.19467775,1.1354265,456,2.3291e-06
38,468.0,1.9865775e-05,2.48498475e-05,1.4974515000000001e-05,468,1.386312,2.00373175,1.0755905000000001,468,2.3291e-06
39,480.0,1.8456575e-05,2.282112e-05,1.28825925e-05,480,1.2599385,1.7878889999999998,0.88948165,480,2.3291e-06
40,492.0,1.5283915e-05,1.997658e-05,1.1728205000000001e-05,492,1.1415275,1.66788775,0.8439814,492,2.3291e-06
41,504.0,1.3358160000000001e-05,1.8108165e-05,1.0537795e-05,504,1.017707,1.424244,0.7038931749999999,504,2.3291e-06
42,516.0,1.289113e-05,1.6773505e-05,9.5826285e-06,516,0.95476735,1.2189812500000001,0.63416535,516,2.3291e-06
43,528.0,1.0930344999999999e-05,1.42870425e-05,9.040845e-06,528,0.8374866,1.112685,0.584504125,528,2.3291e-06
44,540.0,1.0091365e-05,1.369067e-05,7.5808875e-06,540,0.78372475,0.9500280999999999,0.559049925,540,2.3291e-06
45,552.0,9.3919245e-06,1.2604515e-05,6.9845465e-06,552,0.6792136499999999,0.898764475,0.488696325,552,2.3291e-06
46,564.0,8.6858085e-06,1.1037502499999999e-05,6.134445e-06,564,0.62061135,0.803891375,0.42193287500000004,564,2.3291e-06
47,576.0,7.774168e-06,9.7296185e-06,5.75242625e-06,576,0.59341015,0.769935425,0.40245285,576,2.3291e-06
48,588.0,6.7743935e-06,9.204066499999999e-06,5.32272725e-06,588,0.49194655,0.7033038,0.3322657,588,2.3291e-06
49,600.0,6.35131e-06,8.642167e-06,4.6738115e-06,600,0.4469069,0.61865585,0.3056394,600,2.3291e-06
50,612.0,5.719765e-06,7.93158275e-06,4.2370345e-06,612,0.4059648,0.5425884999999999,0.27974985,612,2.3291e-06
51,624.0,5.044395e-06,7.0106764999999995e-06,3.655891e-06,624,0.35707625,0.534120375,0.252561975,624,2.3291e-06
52,636.0,4.393797e-06,6.48688125e-06,3.4186642499999997e-06,636,0.33384755,0.5105843999999999,0.2452856,636,2.3291e-06
53,648.0,3.969064e-06,5.547815749999999e-06,2.8336300000000003e-06,648,0.2922674,0.4429323,0.21864385,648,2.3291e-06
54,660.0,3.6361800000000003e-06,5.311667e-06,2.68698825e-06,660,0.25867039999999997,0.40660822500000005,0.19578210000000001,660,2.3291e-06
55,672.0,3.3904584999999998e-06,4.8562345e-06,2.53632825e-06,672,0.23438355,0.370701075,0.1736816,672,2.3291e-06
56,684.0,2.9911004999999997e-06,4.05507775e-06,2.19851575e-06,684,0.2177965,0.31945015,0.160960275,684,2.3291e-06
57,696.0,2.6123505e-06,3.91567725e-06,1.9455027500000003e-06,696,0.1988218,0.270872025,0.14425622500000002,696,2.3291e-06
58,708.0,2.4264805e-06,3.41867875e-06,1.762843e-06,708,0.18474615,0.23946955,0.12820065,708,2.3291e-06
59,720.0,2.1498825e-06,3.17952525e-06,1.6034395e-06,720,0.16854285,0.233557375,0.1188881,720,2.3291e-06
60,732.0,1.9337645e-06,2.825343e-06,1.4301682500000001e-06,732,0.14052585,0.204354375,0.097686355,732,2.3291e-06
61,744.0,1.711775e-06,2.4103435000000003e-06,1.217394e-06,744,0.13228635,0.182167975,0.08872856500000001,744,2.3291e-06
62,756.0,1.6146729999999999e-06,2.2258295e-06,1.1291905e-06,756,0.1301192,0.164697275,0.0788009125,756,2.3291e-06
63,768.0,1.418261e-06,2.0096802499999997e-06,1.05626575e-06,768,0.1080248,0.1493632,0.07442563999999999,768,2.3291e-06
64,780.0,1.3229665e-06,1.873244e-06,9.6792075e-07,780,0.09489028999999999,0.130495375,0.0683529175,780,2.3291e-06
65,792.0,1.2194615e-06,1.74594125e-06,8.48638525e-07,792,0.09019683,0.123485425,0.06552253,792,2.3291e-06
66,804.0,1.055589e-06,1.609655e-06,7.54808725e-07,804,0.079925915,0.10650695,0.056889232500000005,804,2.3291e-06
67,816.0,9.440808e-07,1.3306265e-06,6.706398e-07,816,0.07286328,0.1016637,0.051314455,816,2.3291e-06
68,828.0,8.8644925e-07,1.28424825e-06,6.16661975e-07,828,0.065921505,0.090070345,0.041974319999999996,828,2.3291e-06
69,840.0,7.751815e-07,1.106433e-06,5.182626e-07,840,0.059486475,0.0768627275,0.037958775,840,2.3291e-06
70,852.0,6.845162e-07,1.01759625e-06,4.95321225e-07,852,0.050369085,0.072608675,0.0347909075,852,2.3291e-06
71,864.0,6.379085e-07,8.55692675e-07,4.28928825e-07,864,0.045262125,0.0658091875,0.030830342500000003,864,2.3291e-06
72,876.0,5.524161499999999e-07,7.93136575e-07,3.8461242499999996e-07,876,0.042319505,0.06230833,0.0269459325,876,2.3291e-06
73,888.0,4.674071e-07,7.670079e-07,3.6378754999999996e-07,888,0.039561255000000004,0.054718695,0.0255381325,888,2.3291e-06
74,900.0,4.297797e-07,6.78135775e-07,3.0800449999999997e-07,900,0.034789219999999996,0.0484812225,0.022158895,900,2.3291e-06
75,912.0,3.89178e-07,5.62380325e-07,2.7169385e-07,912,0.031187895,0.045536595,0.0217684775,912,2.3291e-06
76,924.0,3.6700665e-07,5.46332875e-07,2.4515865000000003e-07,924,0.028509225,0.0412259925,0.0210777375,924,2.3291e-06
77,936.0,3.2290105e-07,5.10853775e-07,2.3966105e-07,936,0.02592784,0.0381630575,0.0188753375,936,2.3291e-06
78,948.0,2.8548420000000003e-07,4.30651e-07,2.22866925e-07,948,0.022539805000000003,0.0323721575,0.01603721,948,2.3291e-06
79,960.0,2.749023e-07,4.0399894999999997e-07,1.94724325e-07,960,0.021830179999999998,0.02918397,0.015419545,960,2.3291e-06
80,972.0,2.451758e-07,3.51010825e-07,1.858775e-07,972,0.01954205,0.0278759,0.012844274999999999,972,2.3291e-06
81,984.0,2.2536115e-07,3.1721442500000003e-07,1.722759e-07,984,0.01821902,0.0255078075,0.0114020625,984,2.3291e-06
82,996.0,2.162162e-07,2.7774865e-07,1.54345375e-07,996,0.01545504,0.023235625,0.0100707695,996,2.3291e-06
83,1008.0,2.0212905000000002e-07,2.7031645e-07,1.4770174999999997e-07,1008,0.014139515,0.0201617875,0.00878982675,1008,2.3291e-06
84,1020.0,1.7391245e-07,2.4317675e-07,1.2754935e-07,1020,0.011862560000000001,0.0199199025,0.0084341085,1020,2.3291e-06
85,1032.0,1.568726e-07,2.1601365e-07,1.18684875e-07,1032,0.011441495,0.0161826425,0.0081882395,1032,2.3291e-06
86,1044.0,1.3404015000000002e-07,1.933207e-07,1.0324227500000001e-07,1044,0.010210825,0.015122815,0.007318465499999999,1044,2.3291e-06
87,1056.0,1.263325e-07,1.69848475e-07,9.37578375e-08,1056,0.00944508,0.013106355,0.006189409,1056,2.3291e-06
88,1068.0,1.060208e-07,1.57605425e-07,8.829658e-08,1068,0.008767836000000001,0.0120681025,0.0055724775,1068,2.3291e-06
89,1080.0,1.0084885e-07,1.525641e-07,7.612637000000001e-08,1080,0.006879613,0.011287175,0.0047040535,1080,2.3291e-06
90,1092.0,8.793320000000001e-08,1.43566275e-07,6.64390175e-08,1092,0.0063654755,0.010105895,0.00460304875,1092,2.3291e-06
91,1104.0,8.2517e-08,1.265678e-07,5.8096374999999997e-08,1104,0.0059332095,0.008669672,0.004451831,1104,2.3291e-06
92,1116.0,7.2150935e-08,1.12763125e-07,5.289563e-08,1116,0.0056484175,0.00748822775,0.0036597354999999996,1116,2.3291e-06
93,1128.0,6.3469195e-08,1.048838e-07,4.87612825e-08,1128,0.0051155904999999995,0.0068200859999999995,0.003332774,1128,2.3291e-06
94,1140.0,5.5999715e-08,9.6192065e-08,4.11742675e-08,1140,0.0046215115,0.006510453,0.0030933655,1140,2.3291e-06
95,1152.0,5.0836470000000004e-08,7.20846175e-08,3.54617325e-08,1152,0.004371313999999999,0.005967001249999999,0.00295986875,1152,2.3291e-06
96,1164.0,4.9027695e-08,6.72654325e-08,3.33087675e-08,1164,0.0038618915,0.0057697745,0.0024891715000000003,1164,2.3291e-06
97,1176.0,4.4604845e-08,6.206436499999999e-08,2.947369e-08,1176,0.0034497955,0.00494991875,0.00242160975,1176,2.3291e-06
98,1188.0,4.0912485e-08,5.40792925e-08,2.79769e-08,1188,0.0031362309999999997,0.004598895,0.0022640365000000003,1188,2.3291e-06
99,1200.0,3.6110825e-08,4.7242715e-08,2.5452755e-08,1200,0.0028844585,0.0039215380000000005,0.00184359575,1200,2.3291e-06
100,1212.0,3.059659e-08,4.3644995e-08,2.3226975000000002e-08,1212,0.0025317589999999997,0.0036740872500000002,0.001759812,1212,2.3291e-06
101,1224.0,2.691994e-08,3.941936e-08,2.1332492500000002e-08,1224,0.0023622305,0.003363001,0.00160676625,1224,2.3291e-06
102,1236.0,2.589948e-08,3.6122155000000004e-08,1.9341325000000002e-08,1236,0.002073485,0.0030383947500000003,0.00142409925,1236,2.3291e-06
103,1248.0,2.423726e-08,3.4429455000000006e-08,1.7468259999999998e-08,1248,0.0018049070000000001,0.0027099615,0.001129393,1248,2.3291e-06
104,1260.0,2.1785090000000002e-08,3.1706462499999996e-08,1.53457575e-08,1260,0.0016657025,0.002474749,0.0009750226,1260,2.3291e-06
105,1272.0,1.7805524999999998e-08,2.7752875e-08,1.33156125e-08,1272,0.0014231195,0.0021948435,0.0009575496749999999,1272,2.3291e-06
106,1284.0,1.6628565e-08,2.48459225e-08,1.18269525e-08,1284,0.0012225775,0.00204515025,0.0008581803,1284,2.3291e-06
107,1296.0,1.5501750000000002e-08,2.034429e-08,1.02824525e-08,1296,0.0011572545,0.0019227002500000001,0.0007906025,1296,2.3291e-06
108,1308.0,1.2377930000000001e-08,1.91180825e-08,9.60035225e-09,1308,0.0010289560000000001,0.0018007452500000002,0.00076058035,1308,2.3291e-06
109,1320.0,1.1538014999999999e-08,1.7707827500000002e-08,9.18658825e-09,1320,0.0009499424,0.001615473,0.0006985519249999999,1320,2.3291e-06
110,1332.0,1.0303725e-08,1.6703895e-08,8.985972e-09,1332,0.00083821575,0.00142568875,0.00057716085,1332,2.3291e-06
111,,,,,1344,0.0007994599500000001,0.0013264507499999999,0.000522169325,1344,2.3291e-06
112,,,,,1356,0.0007534924000000001,0.001296289,0.000476065925,1356,2.3291e-06
113,,,,,1368,0.0006759333,0.0011082115000000002,0.00039018625,1368,2.3291e-06
114,,,,,1380,0.0006221753000000001,0.00100630475,0.00037995552500000003,1380,2.3291e-06
115,,,,,1392,0.0005508734,0.0008448659,0.0003425955,1392,2.3291e-06
116,,,,,1404,0.0004669854,0.0007071513,0.00032621987499999996,1404,2.3291e-06
117,,,,,1416,0.0004438877,0.0006747648250000001,0.0002854668,1416,2.3291e-06
118,,,,,1428,0.0003880912,0.0006379913,0.000273982375,1428,2.3291e-06
119,,,,,1440,0.0003695537,0.000578596275,0.00026584449999999995,1440,2.3291e-06
120,,,,,1452,0.00034122435,0.000547479325,0.000226118025,1452,2.3291e-06
121,,,,,1464,0.0003077211,0.000465045325,0.00021322755,1464,2.3291e-06
122,,,,,1476,0.00027700239999999996,0.000400192925,0.000174151275,1476,2.3291e-06
123,,,,,1488,0.00025131685,0.00038008385,0.00015518292499999998,1488,2.3291e-06
124,,,,,1500,0.00022505165,0.00036674105,0.000138357625,1500,2.3291e-06
125,,,,,1512,0.0002108109,0.00031191385,0.00011672445000000001,1512,2.3291e-06
126,,,,,1524,0.00019610685,0.000268825,9.61482175e-05,1524,2.3291e-06
127,,,,,1536,0.0001668578,0.000248746125,9.1906195e-05,1536,2.3291e-06
128,,,,,1548,0.00015045260000000002,0.0002336385,8.83699775e-05,1548,2.3291e-06
129,,,,,1560,0.0001392335,0.000212034675,8.2951355e-05,1560,2.3291e-06
130,,,,,1572,0.00012317875,0.0001893942,7.491307e-05,1572,2.3291e-06
131,,,,,1584,0.00010835285,0.000171388725,6.145282e-05,1584,2.3291e-06
132,,,,,1596,9.358451e-05,0.00015128635,5.9122567499999996e-05,1596,2.3291e-06
133,,,,,1608,8.780929e-05,0.000134637375,5.0310505e-05,1608,2.3291e-06
134,,,,,1620,8.1711395e-05,0.000131662975,4.76173875e-05,1620,2.3291e-06
135,,,,,1632,7.255122e-05,0.00011668044999999999,4.2292542499999995e-05,1632,2.3291e-06
136,,,,,1644,6.809874e-05,0.00010159282,3.813246e-05,1644,2.3291e-06
137,,,,,1656,6.425219e-05,9.69337375e-05,3.5065582499999994e-05,1656,2.3291e-06
138,,,,,1668,5.597251e-05,8.906202e-05,3.1642692500000004e-05,1668,2.3291e-06
139,,,,,1680,4.463121e-05,8.16680725e-05,2.84727125e-05,1680,2.3291e-06
140,,,,,1692,3.9744390000000005e-05,7.2867795e-05,2.78093075e-05,1692,2.3291e-06
141,,,,,1704,3.594076e-05,6.43549125e-05,2.30757275e-05,1704,2.3291e-06
142,,,,,1716,3.294881e-05,5.48064425e-05,2.0987054999999998e-05,1716,2.3291e-06
143,,,,,1728,2.9550055e-05,4.5694487500000004e-05,1.8645300000000003e-05,1728,2.3291e-06
144,,,,,1740,2.71578e-05,4.4946125e-05,1.70876575e-05,1740,2.3291e-06
145,,,,,1752,2.451038e-05,4.2518575e-05,1.55758625e-05,1752,2.3291e-06
146,,,,,1764,2.1993189999999997e-05,4.1216185e-05,1.410949e-05,1764,2.3291e-06
147,,,,,1776,2.0288345e-05,3.3170615e-05,1.2857915e-05,1776,2.3291e-06
148,,,,,1788,1.7971220000000003e-05,3.00361375e-05,1.167407e-05,1788,2.3291e-06
149,,,,,1800,1.6693115e-05,2.929899e-05,1.08766575e-05,1800,2.3291e-06
150,,,,,1812,1.5071035e-05,2.6628195e-05,9.833005000000001e-06,1812,2.3291e-06
151,,,,,1824,1.2957825e-05,2.512441e-05,9.584761e-06,1824,2.3291e-06
152,,,,,1836,1.1889844999999999e-05,2.1143547500000002e-05,8.088351000000001e-06,1836,2.3291e-06
153,,,,,1848,1.1193475e-05,1.933293e-05,6.80497925e-06,1848,2.3291e-06
154,,,,,1860,1.070403e-05,1.7479945e-05,6.1728565e-06,1860,2.3291e-06
155,,,,,1872,9.137621999999999e-06,1.52156825e-05,5.3509185000000005e-06,1872,2.3291e-06
156,,,,,1884,8.666785e-06,1.36488725e-05,4.45742475e-06,1884,2.3291e-06
157,,,,,1896,7.264427e-06,1.189184e-05,4.23872125e-06,1896,2.3291e-06
158,,,,,1908,6.8028345e-06,1.114576e-05,3.835556e-06,1908,2.3291e-06
159,,,,,1920,6.10762e-06,9.657261500000001e-06,3.656323e-06,1920,2.3291e-06
160,,,,,1932,5.980935e-06,9.280127249999999e-06,3.23271175e-06,1932,2.3291e-06
161,,,,,1944,5.305936499999999e-06,8.622762499999999e-06,2.9697625e-06,1944,2.3291e-06
162,,,,,1956,4.36929e-06,6.90008375e-06,2.4076795e-06,1956,2.3291e-06
163,,,,,1968,4.0371560000000006e-06,6.1628559999999995e-06,2.336233e-06,1968,2.3291e-06
164,,,,,1980,3.6979625e-06,5.6377445e-06,2.19092675e-06,1980,2.3291e-06
165,,,,,1992,3.2980905e-06,5.51250425e-06,1.86462575e-06,1992,2.3291e-06
166,,,,,2004,3.0465535e-06,5.363467e-06,1.662695e-06,2004,2.3291e-06
167,,,,,2016,2.7760015e-06,4.94271625e-06,1.62492e-06,2016,2.3291e-06
168,,,,,2028,2.305942e-06,4.098566249999999e-06,1.3408275e-06,2028,2.3291e-06
169,,,,,2040,2.1193535e-06,3.70911325e-06,1.1897515e-06,2040,2.3291e-06
170,,,,,2052,1.9771645e-06,3.306031e-06,1.12499025e-06,2052,2.3291e-06
171,,,,,2064,1.7960595e-06,3.07632225e-06,1.09925e-06,2064,2.3291e-06
172,,,,,2076,1.6237365e-06,2.6285795000000003e-06,1.086841e-06,2076,2.3291e-06
173,,,,,2088,1.4503175e-06,2.3764267499999997e-06,9.2103335e-07,2088,2.3291e-06
174,,,,,2100,1.404177e-06,2.285882e-06,8.046902e-07,2100,2.3291e-06
175,,,,,2112,1.332258e-06,2.0697602499999997e-06,6.94875625e-07,2112,2.3291e-06
176,,,,,2124,1.162496e-06,1.668218e-06,6.58082425e-07,2124,2.3291e-06
177,,,,,2136,1.0085065e-06,1.6663245e-06,5.5866105e-07,2136,2.3291e-06
178,,,,,2148,8.5674635e-07,1.500715e-06,5.080267e-07,2148,2.3291e-06
179,,,,,2160,7.656325e-07,1.2804870000000001e-06,4.4903035e-07,2160,2.3291e-06
180,,,,,2172,7.6034135e-07,1.1591275e-06,4.3037005e-07,2172,2.3291e-06
181,,,,,2184,7.273139e-07,1.04513725e-06,3.6874025e-07,2184,2.3291e-06
182,,,,,2196,6.566840999999999e-07,1.0050975000000002e-06,3.407197e-07,2196,2.3291e-06
183,,,,,2208,5.392116999999999e-07,9.15920175e-07,3.0320855e-07,2208,2.3291e-06
184,,,,,2220,5.129997499999999e-07,8.205138999999999e-07,2.89932375e-07,2220,2.3291e-06
185,,,,,2232,4.3175219999999997e-07,7.13404025e-07,2.7770092499999997e-07,2232,2.3291e-06
186,,,,,2244,3.875965e-07,6.83302225e-07,2.5258295e-07,2244,2.3291e-06
187,,,,,2256,3.5700079999999997e-07,6.12202675e-07,2.14572325e-07,2256,2.3291e-06
188,,,,,2268,3.4444365e-07,5.72719875e-07,1.92104525e-07,2268,2.3291e-06
189,,,,,2280,2.923189e-07,4.91965875e-07,1.850225e-07,2280,2.3291e-06
190,,,,,2292,2.802131e-07,4.26881275e-07,1.575267e-07,2292,2.3291e-06
191,,,,,2304,2.5487855e-07,4.02653875e-07,1.42402575e-07,2304,2.3291e-06
192,,,,,2316,2.3653055e-07,3.63193325e-07,1.3259435e-07,2316,2.3291e-06
193,,,,,2328,2.013648e-07,3.22992775e-07,1.22837825e-07,2328,2.3291e-06
194,,,,,2340,1.829138e-07,2.91929625e-07,1.17133225e-07,2340,2.3291e-06
195,,,,,2352,1.604055e-07,2.8050765e-07,1.05450125e-07,2352,2.3291e-06
196,,,,,2364,1.4641650000000002e-07,2.2900255e-07,9.0283805e-08,2364,2.3291e-06
197,,,,,2376,1.2848450000000001e-07,1.9989685e-07,8.49574275e-08,2376,2.3291e-06
198,,,,,2388,1.1632945e-07,1.9362874999999999e-07,7.113853e-08,2388,2.3291e-06
199,,,,,2400,1.128509e-07,1.8026969999999998e-07,6.33702e-08,2400,2.3291e-06
200,,,,,2412,1.071659e-07,1.60779225e-07,5.85403575e-08,2412,2.3291e-06
201,,,,,2424,9.759850000000001e-08,1.50104275e-07,4.8523445000000003e-08,2424,2.3291e-06
202,,,,,2436,8.315716e-08,1.340621e-07,4.1922325e-08,2436,2.3291e-06
203,,,,,2448,7.2389775e-08,1.19359925e-07,3.643704e-08,2448,2.3291e-06
204,,,,,2460,6.2639895e-08,1.0267735e-07,3.4090745e-08,2460,2.3291e-06
205,,,,,2472,5.9941805e-08,9.9809255e-08,2.99664475e-08,2472,2.3291e-06
206,,,,,2484,5.5662325e-08,8.44151625e-08,2.82287325e-08,2484,2.3291e-06
207,,,,,2496,4.7949145e-08,7.7739165e-08,2.6593032499999997e-08,2496,2.3291e-06
208,,,,,2508,4.101721e-08,7.07319475e-08,2.3829077499999998e-08,2508,2.3291e-06
209,,,,,2520,3.784561e-08,6.115908e-08,2.1987645e-08,2520,2.3291e-06
210,,,,,2532,3.4374635e-08,5.80542525e-08,2.11068275e-08,2532,2.3291e-06
211,,,,,2544,3.1371365e-08,5.0731655e-08,1.8840560000000002e-08,2544,2.3291e-06
212,,,,,2556,2.7946305e-08,4.5500127499999996e-08,1.686675e-08,2556,2.3291e-06
213,,,,,2568,2.533779e-08,4.3710835e-08,1.5049114999999998e-08,2568,2.3291e-06
214,,,,,2580,2.3005159999999998e-08,3.499711e-08,1.38331175e-08,2580,2.3291e-06
215,,,,,2592,2.256926e-08,3.43994425e-08,1.355431e-08,2592,2.3291e-06
216,,,,,2604,2.0448265e-08,2.939873e-08,1.0923685e-08,2604,2.3291e-06
217,,,,,2616,1.828516e-08,2.78525875e-08,1.005165075e-08,2616,2.3291e-06
218,,,,,2628,1.5491125e-08,2.5585105e-08,9.62512e-09,2628,2.3291e-06
219,,,,,2640,1.3228594999999999e-08,2.2731125e-08,9.13203625e-09,2640,2.3291e-06
220,,,,,2652,1.1586525e-08,2.2060765000000003e-08,9.01587575e-09,2652,2.3291e-06
221,,,,,2664,1.1098625e-08,1.871991e-08,8.95238575e-09,2664,2.3291e-06
222,,,,,2676,1.0330155e-08,1.66648775e-08,8.95238575e-09,2676,2.3291e-06
223,,,,,2688,9.7988635e-09,1.600383e-08,8.814853e-09,2688,2.3291e-06
