,EvalCount,0,0.75,0.25,EvalCount,1,0.75,0.25,EvalCount,0
0,12,84.540955,187.6567,32.11667,12,134.8486,233.028175,64.7205825,12,5.7995
1,24,73.75045,165.0044,28.5858175,24,104.7727,189.964325,56.922129999999996,24,5.7995
2,36,61.092845,138.522575,20.679825,36,88.56222500000001,153.9005,50.4860375,36,5.7995
3,48,52.559709999999995,115.2435,19.007157499999998,48,81.748655,129.868925,45.075540000000004,48,5.7995
4,60,45.721630000000005,101.90764999999999,18.1063025,60,67.50905499999999,111.710925,38.944317500000004,60,5.7995
5,72,40.55566,87.91308000000001,16.6267275,72,56.513265000000004,97.3312275,34.19103,72,5.7995
6,84,36.958929999999995,82.9680825,14.0109875,84,49.98442,86.0723225,30.32133,84,5.7995
7,96,32.90936,71.6610025,12.126109999999999,96,42.392174999999995,71.830635,28.098930000000003,96,5.7995
8,108,26.11871,65.65798000000001,10.2375705,108,39.062124999999995,69.1926825,25.00708,108,5.7995
9,120,23.885465,58.4837325,9.802066499999999,120,34.832440000000005,61.49882,22.3055225,120,5.7995
10,132,22.10136,48.2137675,9.53593575,132,33.13304,58.6397625,20.678887500000002,132,5.7995
11,144,20.78861,42.92075,8.293906,144,29.301005,53.44564,19.497822499999998,144,5.7995
12,156,18.077775000000003,39.952625,8.293906,156,28.05113,45.1200475,17.0490475,156,5.7995
13,168,16.424215,36.190775,7.614757249999999,168,26.99896,41.9762825,14.708085,168,5.7995
14,180,15.598765,31.309895,6.618779,180,22.727795,40.01334,13.450687499999999,180,5.7995
15,192,13.315214999999998,29.94163,6.618779,192,21.72296,38.3430125,11.5847725,192,5.7995
16,204,11.813835000000001,29.306185,5.472246,204,20.29175,33.829085,10.11413,204,5.7995
17,216,10.776875,27.911427500000002,5.0644995,216,18.355935000000002,30.3099575,9.72781275,216,5.7995
18,228,10.240165,25.609625,4.85368875,228,17.371119999999998,28.069415,9.13628525,228,5.7995
19,240,10.041599999999999,25.609625,4.3925035,240,14.30865,25.122355,7.737246,240,5.7995
20,252,9.0381025,23.6416775,3.98356275,252,12.75268,23.2884575,7.314746250000001,252,5.7995
21,264,8.358313500000001,22.76533,3.59748825,264,12.22875,21.2432525,7.05358225,264,5.7995
22,276,7.7237215,18.0683125,3.12950075,276,10.557955,19.569509999999998,5.96322275,276,5.7995
23,288,6.6215695,16.490025,2.8788002500000003,288,9.647528000000001,18.72825,5.7726585,288,5.7995
24,300,6.3689665,15.6024975,2.4086457500000003,300,8.9011255,16.8225625,4.9881027499999995,300,5.7995
25,312,6.271419,13.5722175,2.20264225,312,8.1093645,15.082519999999999,4.8462505,312,5.7995
26,324,6.140219500000001,12.45041,1.75937825,324,7.3161245,13.79142,4.1288865,324,5.7995
27,336,5.532825,11.7483775,1.66138625,336,6.768738,11.819322499999998,3.7459012499999997,336,5.7995
28,348,4.597142,11.2550525,1.5544522500000002,348,6.5294764999999995,11.1431975,3.13223425,348,5.7995
29,360,3.801024,9.957854,1.2212147500000001,360,5.235722,9.588279499999999,2.916716,360,5.7995
30,372,3.7653725,9.58042325,1.0921509999999999,372,4.7965160000000004,9.120311749999999,2.3478555,372,5.7995
31,384,3.443641,8.284297500000001,1.042637,384,4.398968,6.82331775,2.26359625,384,5.7995
32,396,3.1571925,7.0703245,0.9395979,396,3.566185,6.1439425,2.1230395,396,5.7995
33,408,2.9891245,6.1978930000000005,0.8934361749999999,408,3.3138575,5.9910205,1.80351975,408,5.7995
34,420,2.50056,5.63022375,0.8278155,420,3.1264244999999997,5.374109,1.61411825,420,5.7995
35,432,2.1336570000000004,5.32094075,0.769352,432,2.974786,5.06286175,1.3999774999999999,432,5.7995
36,444,2.1336570000000004,4.95915925,0.7562746250000001,444,2.42966,4.69911575,1.28278875,444,5.7995
37,456,1.910379,4.0158685,0.6895937249999999,456,2.361598,4.022092,1.14564325,456,5.7995
