,EvalCount,0,0.75,0.25,EvalCount,1,0.75,0.25,EvalCount,0,0
19,240.0,0.00014049675,0.000164438375,0.00012037677500000001,240,9.7910185,13.7227925,7.697081,240,8.7209e-17,1.479754e-09
20,252.0,0.00012918775,0.000153447725,0.000105407825,252,8.898567,10.9324975,6.89275525,252,8.7209e-17,1.479754e-09
21,264.0,0.00012036880000000001,0.000145490175,0.0001019365,264,7.584811,9.631720249999999,6.14048225,264,8.7209e-17,1.479754e-09
22,276.0,0.00010497889999999999,0.00012850485,8.74358525e-05,276,6.982533,8.750785,5.94067375,276,8.7209e-17,1.479754e-09
23,288.0,9.8078905e-05,0.000116702325,7.3008585e-05,288,6.396876499999999,8.61630425,5.559961,288,8.7209e-17,1.479754e-09
24,300.0,8.473984e-05,0.000104251075,6.84049025e-05,300,5.7929245,7.3465887500000004,4.33917225,300,8.7209e-17,1.479754e-09
25,312.0,7.6638515e-05,9.80809175e-05,6.363858e-05,312,5.471000500000001,6.41028175,3.72819525,312,8.7209e-17,1.479754e-09
26,324.0,7.447061000000001e-05,9.14224025e-05,5.9889655e-05,324,4.5297065,6.05323325,3.45171025,324,8.7209e-17,1.479754e-09
27,336.0,6.406071e-05,8.176793249999999e-05,5.0566365e-05,336,4.1700995,5.418743500000001,3.18673425,336,8.7209e-17,1.479754e-09
28,348.0,5.8267395e-05,7.426433500000001e-05,4.6703944999999995e-05,348,3.790039,4.9134097500000005,3.071688,348,8.7209e-17,1.479754e-09
29,360.0,5.2519715e-05,6.716956999999999e-05,4.0778472500000004e-05,360,3.4705845,4.32608425,3.0240832500000003,360,8.7209e-17,1.479754e-09
30,372.0,4.8868155e-05,6.2968175e-05,3.7692505e-05,372,3.227986,4.03331675,2.77111675,372,8.7209e-17,1.479754e-09
31,384.0,4.1023235e-05,5.401079e-05,3.40546125e-05,384,3.059711,3.8241275000000003,2.41959925,384,8.7209e-17,1.479754e-09
32,396.0,3.990444e-05,4.9691355e-05,2.9598715e-05,396,2.9256830000000003,3.4818759999999997,1.91696725,396,8.7209e-17,1.479754e-09
33,408.0,3.4049090000000005e-05,4.30957575e-05,2.8027242499999998e-05,408,2.6713725,3.2042692500000003,1.841195,408,8.7209e-17,1.479754e-09
34,420.0,3.008886e-05,4.0354965e-05,2.54022725e-05,420,2.220978,3.03903425,1.67991725,420,8.7209e-17,1.479754e-09
35,432.0,2.8434605e-05,3.5208395e-05,2.0955815e-05,432,1.997184,2.4335515,1.5893160000000002,432,8.7209e-17,1.479754e-09
36,444.0,2.5282710000000002e-05,3.14819775e-05,2.04948775e-05,444,1.7070115000000001,2.191756,1.3354300000000001,444,8.7209e-17,1.479754e-09
37,456.0,2.3731305e-05,3.01452525e-05,1.82803075e-05,456,1.5225145000000002,2.1099604999999997,1.20720625,456,8.7209e-17,1.479754e-09
38,468.0,2.2882794999999997e-05,2.757794e-05,1.59901675e-05,468,1.375023,1.8725165000000001,1.10942325,468,8.7209e-17,1.479754e-09
39,480.0,1.942998e-05,2.66830125e-05,1.4608362500000001e-05,480,1.2852264999999998,1.684815,0.96476105,480,8.7209e-17,1.479754e-09
40,492.0,1.6806490000000002e-05,2.439941e-05,1.31268225e-05,492,1.0992255,1.45202225,0.8006838999999999,492,8.7209e-17,1.479754e-09
41,504.0,1.4690070000000001e-05,2.0758259999999998e-05,1.2021777499999999e-05,504,1.0543529999999999,1.34963325,0.7316522750000001,504,8.7209e-17,1.479754e-09
42,516.0,1.3070149999999999e-05,1.81509075e-05,1.120654e-05,516,0.92611265,1.14370075,0.62658215,516,8.7209e-17,1.479754e-09
43,528.0,1.2870425e-05,1.6881875e-05,9.441034e-06,528,0.7801162500000001,1.07643875,0.623782775,528,8.7209e-17,1.479754e-09
44,540.0,1.168327e-05,1.5241727499999999e-05,8.705110999999999e-06,540,0.69581635,0.974231175,0.5328335,540,8.7209e-17,1.479754e-09
45,552.0,1.009372e-05,1.3424235e-05,7.472112750000001e-06,552,0.5841103999999999,0.88087135,0.46448967500000005,552,8.7209e-17,1.479754e-09
46,564.0,8.620997999999999e-06,1.1991385e-05,6.79953175e-06,564,0.53926935,0.784956625,0.427523025,564,8.7209e-17,1.479754e-09
47,576.0,8.073393e-06,1.1018252500000001e-05,6.3010665e-06,576,0.51995765,0.7493373,0.37304719999999997,576,8.7209e-17,1.479754e-09
48,588.0,7.340068e-06,1.0138335e-05,5.744012e-06,588,0.43479435,0.6248122,0.345660325,588,8.7209e-17,1.479754e-09
49,600.0,6.671780499999999e-06,8.86899425e-06,4.975312e-06,600,0.4167238,0.539557125,0.317713025,600,8.7209e-17,1.479754e-09
50,612.0,5.676364e-06,8.51119525e-06,4.754652e-06,612,0.39983235,0.4776051,0.287539075,612,8.7209e-17,1.479754e-09
51,624.0,5.4976114999999995e-06,7.0518e-06,4.12478775e-06,624,0.34445695,0.45322992500000003,0.269670075,624,8.7209e-17,1.479754e-09
52,636.0,4.9215265e-06,6.589726e-06,4.06093e-06,636,0.31515585,0.41527755,0.241677,636,8.7209e-17,1.479754e-09
53,648.0,4.6870105e-06,5.953352e-06,3.5996759999999998e-06,648,0.27933115,0.363585375,0.21898347499999998,648,8.7209e-17,1.479754e-09
54,660.0,3.9525589999999996e-06,4.977931250000001e-06,3.22090125e-06,660,0.26149385,0.34837667499999997,0.192197225,660,8.7209e-17,1.479754e-09
55,672.0,3.2966215e-06,4.63407125e-06,2.805488e-06,672,0.23447649999999998,0.2898621,0.17478595,672,8.7209e-17,1.479754e-09
56,684.0,3.1022825e-06,4.3211467499999996e-06,2.44246425e-06,684,0.21714865,0.26023625,0.162411825,684,8.7209e-17,1.479754e-09
57,696.0,2.5642775e-06,4.033347e-06,2.0592167499999997e-06,696,0.2012177,0.240617975,0.1303285,696,8.7209e-17,1.479754e-09
58,708.0,2.243019e-06,3.807462e-06,1.808372e-06,708,0.178946,0.21666005,0.124530125,708,8.7209e-17,1.479754e-09
59,720.0,2.15274e-06,3.07365125e-06,1.5716112499999999e-06,720,0.1466485,0.20132234999999998,0.107238925,720,8.7209e-17,1.479754e-09
60,732.0,1.9483380000000003e-06,2.9395387499999997e-06,1.48712075e-06,732,0.1389343,0.18162242499999998,0.099275325,732,8.7209e-17,1.479754e-09
61,744.0,1.748529e-06,2.3996872499999998e-06,1.3541735e-06,744,0.1247361,0.17381602499999999,0.09722684749999999,744,8.7209e-17,1.479754e-09
62,756.0,1.5793635e-06,2.33722175e-06,1.215722e-06,756,0.106938,0.1474403,0.0877240825,756,8.7209e-17,1.479754e-09
63,768.0,1.3701935000000002e-06,1.88527075e-06,1.00707775e-06,768,0.10642065,0.128895825,0.0775873825,768,8.7209e-17,1.479754e-09
64,780.0,1.2933285e-06,1.8480955e-06,1.00177175e-06,780,0.08752889,0.1224287,0.0733128675,780,8.7209e-17,1.479754e-09
65,792.0,1.211318e-06,1.60207825e-06,9.7203005e-07,792,0.07465198,0.0993937025,0.059740459999999995,792,8.7209e-17,1.479754e-09
66,804.0,1.1506005000000002e-06,1.5946485000000001e-06,9.11835775e-07,804,0.06924874,0.09359799,0.047867305,804,8.7209e-17,1.479754e-09
67,816.0,1.0773795e-06,1.39632e-06,8.157594749999999e-07,816,0.06290884499999999,0.0829181275,0.0468283025,816,8.7209e-17,1.479754e-09
68,828.0,9.331907e-07,1.2737862499999999e-06,6.975925e-07,828,0.05688118,0.07573302000000001,0.0420699975,828,8.7209e-17,1.479754e-09
69,840.0,8.426047500000001e-07,1.0991565000000002e-06,5.866156499999999e-07,840,0.04885786,0.0633311875,0.037940175,840,8.7209e-17,1.479754e-09
70,852.0,7.476916e-07,1.0153865e-06,5.03967925e-07,852,0.04308623,0.0571781675,0.03682158,852,8.7209e-17,1.479754e-09
71,864.0,6.9751985e-07,8.79551775e-07,4.3100385e-07,864,0.041496165,0.053258375,0.0325176925,864,8.7209e-17,1.479754e-09
72,876.0,5.966275e-07,8.130388e-07,3.71823225e-07,876,0.03928629,0.046641260000000004,0.0300074275,876,8.7209e-17,1.479754e-09
73,888.0,5.335799999999999e-07,7.565835e-07,3.71823225e-07,888,0.037639729999999996,0.045408014999999996,0.0262973075,888,8.7209e-17,1.479754e-09
74,900.0,5.1532705e-07,6.524127e-07,3.589755e-07,900,0.035522004999999995,0.044638145000000004,0.02301965,900,8.7209e-17,1.479754e-09
75,912.0,4.328879e-07,6.182361249999999e-07,3.32152375e-07,912,0.029529760000000002,0.0426751175,0.022414689999999998,912,8.7209e-17,1.479754e-09
76,924.0,3.8480085e-07,5.9826845e-07,2.7656687500000004e-07,924,0.02596806,0.037476197499999996,0.0207419925,924,8.7209e-17,1.479754e-09
77,936.0,3.3961545e-07,4.98841425e-07,2.34913475e-07,936,0.02456149,0.0369112025,0.019086594999999998,936,8.7209e-17,1.479754e-09
78,948.0,2.975171e-07,4.710248e-07,2.19046125e-07,948,0.021716225,0.030431319999999998,0.017058147500000002,948,8.7209e-17,1.479754e-09
79,960.0,2.7050185e-07,4.0418772500000003e-07,2.043323e-07,960,0.021039515,0.02709034,0.0163190125,960,8.7209e-17,1.479754e-09
80,972.0,2.2907210000000002e-07,3.8978775e-07,1.8447875000000001e-07,972,0.01741301,0.025296937499999998,0.0138851325,972,8.7209e-17,1.479754e-09
81,984.0,2.247305e-07,3.18315925e-07,1.63027975e-07,984,0.015919285,0.021898015,0.0129797375,984,8.7209e-17,1.479754e-09
82,996.0,2.1557884999999999e-07,2.89428275e-07,1.334999e-07,996,0.013970185,0.018224129999999998,0.011417975,996,8.7209e-17,1.479754e-09
83,1008.0,2.090361e-07,2.69763825e-07,1.334999e-07,1008,0.012410885,0.0178297525,0.009159279,1008,8.7209e-17,1.479754e-09
84,1020.0,1.889386e-07,2.5043325e-07,1.145218e-07,1020,0.01173686,0.0148812225,0.0088818355,1020,8.7209e-17,1.479754e-09
85,1032.0,1.5553645000000001e-07,2.2838570000000001e-07,1.02627625e-07,1032,0.010295499999999999,0.0137246125,0.00760856075,1032,8.7209e-17,1.479754e-09
86,1044.0,1.4875485e-07,2.2177439999999998e-07,8.13333825e-08,1044,0.0094557145,0.0135241175,0.00707054875,1044,8.7209e-17,1.479754e-09
87,1056.0,1.361401e-07,2.03791275e-07,7.87714125e-08,1056,0.008719662,0.0132184825,0.00633196175,1056,8.7209e-17,1.479754e-09
88,1068.0,1.218729e-07,1.78695975e-07,7.613598e-08,1068,0.008161121,0.01095784,0.00573183325,1068,8.7209e-17,1.479754e-09
89,1080.0,1.1218495e-07,1.7110365e-07,6.619177e-08,1080,0.006474281,0.00932172475,0.005174197,1080,8.7209e-17,1.479754e-09
90,1092.0,1.0104141500000001e-07,1.452784e-07,6.619177e-08,1092,0.0060686130000000005,0.0092307195,0.0044804995,1092,8.7209e-17,1.479754e-09
91,1104.0,9.2169135e-08,1.21606475e-07,6.2435155e-08,1104,0.0052534009999999996,0.0082032015,0.00407429725,1104,8.7209e-17,1.479754e-09
92,1116.0,7.8705045e-08,1.157312e-07,5.68980775e-08,1116,0.0046379695,0.00736305925,0.0035828724999999997,1116,8.7209e-17,1.479754e-09
93,1128.0,7.074266e-08,9.699762e-08,5.143887e-08,1128,0.0040564235,0.00653521875,0.0030837547500000002,1128,8.7209e-17,1.479754e-09
94,1140.0,6.409236499999999e-08,9.02592725e-08,4.2785085e-08,1140,0.0038672425,0.006421185,0.00305726075,1140,8.7209e-17,1.479754e-09
95,1152.0,6.0113195e-08,8.43222175e-08,3.84313525e-08,1152,0.003545093,0.005477217249999999,0.0024465745,1152,8.7209e-17,1.479754e-09
96,1164.0,5.059325e-08,6.485481999999999e-08,3.5073165e-08,1164,0.0033853725,0.00494532125,0.00222632525,1164,8.7209e-17,1.479754e-09
97,1176.0,4.7661305e-08,6.13615125e-08,3.48699475e-08,1176,0.002896496,0.0047099035,0.0021537575,1176,8.7209e-17,1.479754e-09
98,1188.0,4.426442e-08,5.874545e-08,3.2560357499999995e-08,1188,0.0027366739999999997,0.004405545,0.00186101925,1188,8.7209e-17,1.479754e-09
99,1200.0,3.988333e-08,5.2494212499999997e-08,2.6587205e-08,1200,0.0025276170000000002,0.00376175625,0.0017546114999999998,1200,8.7209e-17,1.479754e-09
100,1212.0,3.4833120000000003e-08,4.97191525e-08,2.39719075e-08,1212,0.002150127,0.0028402915,0.00157754025,1212,8.7209e-17,1.479754e-09
101,1224.0,3.2228715e-08,4.834918e-08,2.1079477499999998e-08,1224,0.002004466,0.0027873670000000002,0.0015255919999999999,1224,8.7209e-17,1.479754e-09
102,1236.0,3.0596665e-08,4.22601525e-08,1.77570875e-08,1236,0.001899017,0.00252680425,0.001334876,1236,8.7209e-17,1.479754e-09
103,1248.0,2.4680489999999997e-08,4.0765345e-08,1.5606725e-08,1248,0.0016015119999999998,0.002411694,0.0012263060000000001,1248,8.7209e-17,1.479754e-09
104,1260.0,2.3629389999999998e-08,3.51051175e-08,1.368747e-08,1260,0.0014595375,0.00215291775,0.00111258875,1260,8.7209e-17,1.479754e-09
105,1272.0,2.1825285e-08,3.273902e-08,1.2842365e-08,1272,0.001348572,0.001959235,0.000845475175,1272,8.7209e-17,1.479754e-09
106,1284.0,1.839734e-08,2.6905675000000002e-08,1.13175275e-08,1284,0.0012785825,0.0018234467499999999,0.0007548530749999999,1284,8.7209e-17,1.479754e-09
107,1296.0,1.5560115000000002e-08,2.5170017499999997e-08,1.0414377500000001e-08,1296,0.0010527919999999999,0.00164159975,0.000741249875,1296,8.7209e-17,1.479754e-09
108,1308.0,1.39209e-08,2.2497695e-08,1.007883e-08,1308,0.00092638425,0.0015371635,0.000710368775,1308,8.7209e-17,1.479754e-09
109,1320.0,1.2931025e-08,1.80604e-08,9.868442000000001e-09,1320,0.00076918585,0.0011458195000000001,0.000581651775,1320,8.7209e-17,1.479754e-09
110,1332.0,1.1491965e-08,1.6995934999999998e-08,9.623413999999999e-09,1332,0.0007325605499999999,0.001140126,0.0005752626,1332,8.7209e-17,1.479754e-09
111,1344.0,1.054335e-08,1.46971075e-08,9.4278765e-09,1344,0.0007290708499999999,0.0010864775000000001,0.000508027825,1344,8.7209e-17,1.479754e-09
112,1356.0,9.987446e-09,1.39927175e-08,9.29192525e-09,1356,0.0006460007499999999,0.000931320325,0.00041454445,1356,8.7209e-17,1.479754e-09
113,,,,,1368,0.0005898686499999999,0.00091798805,0.000358088625,1368,8.7209e-17,1.479754e-09
114,,,,,1380,0.0005898686499999999,0.000869236775,0.000337817825,1380,8.7209e-17,1.479754e-09
115,,,,,1392,0.0004827738,0.000784726425,0.00028615867499999997,1392,8.7209e-17,1.479754e-09
116,,,,,1404,0.00046345765,0.000729490875,0.00026677605,1404,8.7209e-17,1.479754e-09
117,,,,,1416,0.00041794035,0.000645835775,0.000253309725,1416,8.7209e-17,1.479754e-09
118,,,,,1428,0.00036723655,0.0005654919,0.000212881225,1428,8.7209e-17,1.479754e-09
119,,,,,1440,0.00031930209999999997,0.000548980025,0.00019967632499999998,1440,8.7209e-17,1.479754e-09
120,,,,,1452,0.0002813458,0.000489268675,0.00018429707499999999,1452,8.7209e-17,1.479754e-09
121,,,,,1464,0.0002396785,0.000416691275,0.00016779895,1464,8.7209e-17,1.479754e-09
122,,,,,1476,0.0002292479,0.000358543575,0.0001575145,1476,8.7209e-17,1.479754e-09
123,,,,,1488,0.00021142695000000002,0.0003306091,0.00014701835,1488,8.7209e-17,1.479754e-09
124,,,,,1500,0.00020302545,0.0003306091,0.00012522432499999998,1500,8.7209e-17,1.479754e-09
125,,,,,1512,0.00020037025,0.000290592975,0.000120061625,1512,8.7209e-17,1.479754e-09
126,,,,,1524,0.0001790108,0.00025692974999999996,0.00011079275,1524,8.7209e-17,1.479754e-09
127,,,,,1536,0.0001516089,0.000242282175,0.0001012923,1536,8.7209e-17,1.479754e-09
128,,,,,1548,0.00012616095,0.000231396475,9.1163545e-05,1548,8.7209e-17,1.479754e-09
129,,,,,1560,0.00011841130000000001,0.000211323,7.862831e-05,1560,8.7209e-17,1.479754e-09
130,,,,,1572,0.0001063456,0.00020251825,6.94867825e-05,1572,8.7209e-17,1.479754e-09
131,,,,,1584,9.878229499999999e-05,0.000180867075,6.3751925e-05,1584,8.7209e-17,1.479754e-09
132,,,,,1596,8.907808000000001e-05,0.00017092335,5.83992e-05,1596,8.7209e-17,1.479754e-09
133,,,,,1608,8.2547225e-05,0.0001362739,4.4325540000000004e-05,1608,8.7209e-17,1.479754e-09
134,,,,,1620,7.009748000000001e-05,0.0001149129,3.9238585e-05,1620,8.7209e-17,1.479754e-09
135,,,,,1632,6.7326825e-05,0.000111893525,3.7852400000000004e-05,1632,8.7209e-17,1.479754e-09
136,,,,,1644,5.482655e-05,0.00010135295,3.37432075e-05,1644,8.7209e-17,1.479754e-09
137,,,,,1656,5.0982314999999996e-05,9.6081435e-05,2.7405105e-05,1656,8.7209e-17,1.479754e-09
138,,,,,1668,4.412461e-05,8.02311075e-05,2.3441099999999998e-05,1668,8.7209e-17,1.479754e-09
139,,,,,1680,4.1639665e-05,7.7441965e-05,2.2928545e-05,1680,8.7209e-17,1.479754e-09
140,,,,,1692,3.93273e-05,6.615482250000001e-05,2.1181825e-05,1692,8.7209e-17,1.479754e-09
141,,,,,1704,3.7611695000000004e-05,6.359033249999999e-05,1.8195237499999997e-05,1704,8.7209e-17,1.479754e-09
142,,,,,1716,3.537762e-05,6.194916e-05,1.7694209999999998e-05,1716,8.7209e-17,1.479754e-09
143,,,,,1728,3.0682974999999996e-05,5.75647625e-05,1.474459e-05,1728,8.7209e-17,1.479754e-09
144,,,,,1740,2.662795e-05,4.9172552500000004e-05,1.32731675e-05,1740,8.7209e-17,1.479754e-09
145,,,,,1752,2.4693975000000003e-05,4.391516e-05,1.2118685e-05,1752,8.7209e-17,1.479754e-09
146,,,,,1764,2.1680994999999998e-05,3.674618e-05,1.170091e-05,1764,8.7209e-17,1.479754e-09
147,,,,,1776,1.9968480000000002e-05,3.37761925e-05,1.074887e-05,1776,8.7209e-17,1.479754e-09
148,,,,,1788,1.8500519999999998e-05,3.256233e-05,1.060172e-05,1788,8.7209e-17,1.479754e-09
149,,,,,1800,1.4005375e-05,2.903416e-05,9.678898000000001e-06,1800,8.7209e-17,1.479754e-09
150,,,,,1812,1.221427e-05,2.7298352500000003e-05,7.9764455e-06,1812,8.7209e-17,1.479754e-09
151,,,,,1824,1.087126e-05,2.16791e-05,7.607601e-06,1824,8.7209e-17,1.479754e-09
152,,,,,1836,1.0837555e-05,2.01179625e-05,7.09814975e-06,1836,8.7209e-17,1.479754e-09
153,,,,,1848,1.0144547e-05,1.749809e-05,6.4986205e-06,1848,8.7209e-17,1.479754e-09
154,,,,,1860,9.152936e-06,1.618148e-05,5.73414025e-06,1860,8.7209e-17,1.479754e-09
155,,,,,1872,8.2975805e-06,1.49952425e-05,4.7398814999999995e-06,1872,8.7209e-17,1.479754e-09
156,,,,,1884,7.1844585e-06,1.4673402500000001e-05,4.21238925e-06,1884,8.7209e-17,1.479754e-09
157,,,,,1896,6.351633e-06,1.35226225e-05,3.937883e-06,1896,8.7209e-17,1.479754e-09
158,,,,,1908,5.943288e-06,1.28299075e-05,3.56960425e-06,1908,8.7209e-17,1.479754e-09
159,,,,,1920,5.124013500000001e-06,9.94518675e-06,3.33865575e-06,1920,8.7209e-17,1.479754e-09
160,,,,,1932,4.7526105e-06,9.5318615e-06,2.97096075e-06,1932,8.7209e-17,1.479754e-09
161,,,,,1944,4.4202095e-06,8.38252275e-06,2.5981572499999997e-06,1944,8.7209e-17,1.479754e-09
162,,,,,1956,4.2100755e-06,7.91518e-06,2.37161525e-06,1956,8.7209e-17,1.479754e-09
163,,,,,1968,3.4378094999999997e-06,6.21214875e-06,2.06952575e-06,1968,8.7209e-17,1.479754e-09
164,,,,,1980,3.221886e-06,6.163990250000001e-06,1.8671769999999999e-06,1980,8.7209e-17,1.479754e-09
165,,,,,1992,2.969623e-06,5.88950575e-06,1.7459522499999999e-06,1992,8.7209e-17,1.479754e-09
166,,,,,2004,2.42293e-06,5.88950575e-06,1.7081895e-06,2004,8.7209e-17,1.479754e-09
167,,,,,2016,2.2964955e-06,4.93479125e-06,1.365551e-06,2016,8.7209e-17,1.479754e-09
168,,,,,2028,2.1093965e-06,4.72264775e-06,1.1649902499999999e-06,2028,8.7209e-17,1.479754e-09
169,,,,,2040,1.8651345e-06,3.53842125e-06,1.11942125e-06,2040,8.7209e-17,1.479754e-09
170,,,,,2052,1.693269e-06,3.219653e-06,9.9496495e-07,2052,8.7209e-17,1.479754e-09
171,,,,,2064,1.636115e-06,2.6841145e-06,8.4056285e-07,2064,8.7209e-17,1.479754e-09
172,,,,,2076,1.5455225e-06,2.6350825e-06,7.90034575e-07,2076,8.7209e-17,1.479754e-09
173,,,,,2088,1.481243e-06,2.48670825e-06,7.15373825e-07,2088,8.7209e-17,1.479754e-09
174,,,,,2100,1.2583669999999998e-06,1.871622e-06,6.64018925e-07,2100,8.7209e-17,1.479754e-09
175,,,,,2112,1.1273444999999998e-06,1.72890225e-06,5.843254250000001e-07,2112,8.7209e-17,1.479754e-09
176,,,,,2124,1.109018e-06,1.65848875e-06,5.64836325e-07,2124,8.7209e-17,1.479754e-09
177,,,,,2136,8.989873e-07,1.521998e-06,5.06721825e-07,2136,8.7209e-17,1.479754e-09
178,,,,,2148,8.026917e-07,1.3803625e-06,3.8864805e-07,2148,8.7209e-17,1.479754e-09
179,,,,,2160,6.621838e-07,1.3585580000000001e-06,3.433611e-07,2160,8.7209e-17,1.479754e-09
180,,,,,2172,6.324797e-07,1.344227e-06,3.169735e-07,2172,8.7209e-17,1.479754e-09
181,,,,,2184,5.715557999999999e-07,1.2032555e-06,2.798438e-07,2184,8.7209e-17,1.479754e-09
182,,,,,2196,5.506439e-07,9.452935e-07,2.4936667499999997e-07,2196,8.7209e-17,1.479754e-09
183,,,,,2208,4.1257995e-07,8.040025e-07,2.47491725e-07,2208,8.7209e-17,1.479754e-09
184,,,,,2220,3.805663e-07,7.24656475e-07,2.27849375e-07,2220,8.7209e-17,1.479754e-09
185,,,,,2232,3.460917e-07,7.24656475e-07,2.0832805e-07,2232,8.7209e-17,1.479754e-09
186,,,,,2244,3.3044159999999997e-07,6.824555499999999e-07,2.0120385e-07,2244,8.7209e-17,1.479754e-09
187,,,,,2256,3.1667275e-07,5.7725635e-07,1.8371635e-07,2256,8.7209e-17,1.479754e-09
188,,,,,2268,2.7727354999999995e-07,4.89158675e-07,1.61679625e-07,2268,8.7209e-17,1.479754e-09
189,,,,,2280,2.5436789999999997e-07,4.86140725e-07,1.3178722499999998e-07,2280,8.7209e-17,1.479754e-09
190,,,,,2292,2.2050450000000001e-07,4.81105e-07,1.2068375e-07,2292,8.7209e-17,1.479754e-09
191,,,,,2304,2.0535615e-07,3.930272e-07,1.02643125e-07,2304,8.7209e-17,1.479754e-09
192,,,,,2316,1.965931e-07,3.2714335000000003e-07,9.8981255e-08,2316,8.7209e-17,1.479754e-09
193,,,,,2328,1.6684560000000002e-07,2.56640175e-07,9.789204499999999e-08,2328,8.7209e-17,1.479754e-09
194,,,,,2340,1.5817935e-07,2.5244505e-07,8.186472e-08,2340,8.7209e-17,1.479754e-09
195,,,,,2352,1.5485555e-07,2.4927554999999997e-07,7.920171e-08,2352,8.7209e-17,1.479754e-09
196,,,,,2364,1.4390995e-07,2.2472232499999998e-07,6.5274045e-08,2364,8.7209e-17,1.479754e-09
197,,,,,2376,1.355118e-07,1.9545165000000002e-07,6.42986625e-08,2376,8.7209e-17,1.479754e-09
198,,,,,2388,1.0466585e-07,1.83545475e-07,5.75146675e-08,2388,8.7209e-17,1.479754e-09
199,,,,,2400,1.0368159999999999e-07,1.83545475e-07,4.6950805e-08,2400,8.7209e-17,1.479754e-09
200,,,,,2412,8.5759665e-08,1.72559625e-07,4.4677644999999994e-08,2412,8.7209e-17,1.479754e-09
201,,,,,2424,7.847587e-08,1.60714625e-07,4.15380825e-08,2424,8.7209e-17,1.479754e-09
202,,,,,2436,7.752576e-08,1.2798557499999999e-07,3.832259e-08,2436,8.7209e-17,1.479754e-09
203,,,,,2448,6.258644999999999e-08,1.18457975e-07,3.24865425e-08,2448,8.7209e-17,1.479754e-09
204,,,,,2460,4.864681e-08,1.07190125e-07,2.79846525e-08,2460,8.7209e-17,1.479754e-09
205,,,,,2472,4.6455855e-08,1.0035273499999999e-07,2.74178475e-08,2472,8.7209e-17,1.479754e-09
206,,,,,2484,4.0014935e-08,9.0290285e-08,2.681657e-08,2484,8.7209e-17,1.479754e-09
207,,,,,2496,3.6203845000000005e-08,8.24375575e-08,2.06188675e-08,2496,8.7209e-17,1.479754e-09
208,,,,,2508,3.6076465000000004e-08,8.229905249999999e-08,1.96421025e-08,2508,8.7209e-17,1.479754e-09
209,,,,,2520,3.2812755e-08,7.69768375e-08,1.9259605e-08,2520,8.7209e-17,1.479754e-09
210,,,,,2532,3.021381e-08,5.9441134999999996e-08,1.83669925e-08,2532,8.7209e-17,1.479754e-09
211,,,,,2544,2.798708e-08,4.9640775e-08,1.76744275e-08,2544,8.7209e-17,1.479754e-09
212,,,,,2556,2.3260849999999997e-08,4.6607115e-08,1.37312175e-08,2556,8.7209e-17,1.479754e-09
