,EvalCount,0,0.75,0.25,EvalCount,1,0.75,0.25,EvalCount,0,0
0,12.0,8.418942999999999,43.4755175,1.23914225,12,125.05485,234.22267499999998,70.0796125,12,5.442,1.564514
1,24.0,6.638927,35.054135,1.01378225,24,110.8223,168.631225,57.6704925,24,5.442,1.564514
2,36.0,5.4857385,34.330065000000005,0.874268075,36,90.462595,128.48055,49.6166325,36,5.442,1.564514
3,48.0,5.1113990000000005,30.24485,0.67607745,48,77.33377,108.353075,44.013172499999996,48,5.442,1.564514
4,60.0,4.216676,23.226152499999998,0.523099325,60,68.84272999999999,97.5592425,39.210530000000006,60,5.442,1.564514
5,72.0,4.216676,23.226152499999998,0.503496875,72,66.01505499999999,81.3822775,38.01211,72,5.442,1.564514
6,84.0,3.8981364999999997,21.5803825,0.41084815,84,51.313805,74.049835,36.7452325,84,5.442,1.564514
7,96.0,3.751657,17.678067499999997,0.41084815,96,43.883115000000004,69.65537,30.4536825,96,5.442,1.564514
8,108.0,3.431956,17.14465,0.4084561,108,42.633224999999996,65.6703575,27.219555,108,5.442,1.564514
9,120.0,3.3824915,14.1306775,0.4084561,120,37.77769,61.66628,24.4364675,120,5.442,1.564514
10,132.0,2.8343595,12.5240725,0.35723995000000003,132,32.489900000000006,55.700337499999996,22.4949875,132,5.442,1.564514
11,144.0,2.4970765,11.6297675,0.271612275,144,28.96575,46.449455,17.88276,144,5.442,1.564514
12,156.0,2.3264165,9.74362425,0.271612275,156,27.230775,41.0873075,17.88276,156,5.442,1.564514
13,168.0,1.8400599999999998,9.1846335,0.204324425,168,26.85703,39.21552,16.8324875,168,5.442,1.564514
14,180.0,1.8400599999999998,8.50638425,0.204324425,180,26.40576,36.8101675,15.68456,180,5.442,1.564514
15,192.0,1.7899604999999998,7.3847605000000005,0.204324425,192,24.659165,32.6539975,12.9010775,192,5.442,1.564514
16,204.0,1.6304845000000001,6.50322625,0.194775275,204,21.430619999999998,31.8104475,11.390995,204,5.442,1.564514
17,216.0,1.5122225,5.88057975,0.17938775,216,21.430619999999998,31.5426,9.92433225,216,5.442,1.564514
18,228.0,1.1710120000000002,5.699997,0.1584225,228,18.454455,28.152234999999997,8.74299175,228,5.442,1.564514
19,240.0,1.1710120000000002,4.48811025,0.1055831925,240,18.410255,26.907015,7.9794237500000005,240,5.442,1.564514
20,252.0,1.1710120000000002,4.228010749999999,0.0950303175,252,14.637855,23.4668175,6.71680525,252,5.442,1.564514
21,264.0,1.02296205,3.693271,0.093074085,264,11.49667,22.2870725,6.7010179999999995,264,5.442,1.564514
22,276.0,0.97116735,3.3854745,0.08445421,276,10.712625,19.1587875,5.818962,276,5.442,1.564514
23,288.0,0.8389657500000001,3.155072,0.08445421,288,10.026926,17.480665000000002,5.056783,288,5.442,1.564514
24,300.0,0.7272781500000001,3.13485725,0.08003068,300,9.311695,16.706442499999998,4.517470250000001,300,5.442,1.564514
