,EvalCount,0,0.75,0.25,EvalCount,1,0.75,0.25,EvalCount,0,0
178,2148.0,2.8272425000000003e-08,4.51243525e-08,1.328761e-08,2148,8.435122000000001e-07,1.2411190000000002e-06,4.735328e-07,2148,28.5731,1.901283
179,2160.0,2.1986965e-08,4.04140725e-08,1.2969027499999999e-08,2160,7.0373575e-07,1.157306e-06,4.07277025e-07,2160,28.5731,1.901283
180,2172.0,2.0916914999999997e-08,3.8542005e-08,1.18343825e-08,2172,6.1111785e-07,9.7402535e-07,4.065144e-07,2172,28.5731,1.901283
181,2184.0,1.97812e-08,3.8542005e-08,9.93438575e-09,2184,5.881828e-07,9.2390495e-07,3.092925e-07,2184,28.5731,1.901283
182,2196.0,1.924731e-08,3.2825285e-08,9.579188e-09,2196,5.142993e-07,8.404228499999999e-07,2.8973475e-07,2196,28.5731,1.901283
183,2208.0,1.5631155e-08,3.1158867500000004e-08,9.579188e-09,2208,4.7311405e-07,7.42912e-07,2.8973475e-07,2208,28.5731,1.901283
184,2220.0,1.3464105000000001e-08,2.93737525e-08,9.17781375e-09,2220,4.491835e-07,6.83541625e-07,2.52838925e-07,2220,28.5731,1.901283
185,2232.0,1.2052975e-08,2.45897925e-08,9.0875885e-09,2232,3.8358175e-07,6.41237975e-07,2.09946725e-07,2232,28.5731,1.901283
186,2244.0,1.2052975e-08,2.11501825e-08,8.931415499999999e-09,2244,3.8358175e-07,5.31141575e-07,2.0488845e-07,2244,28.5731,1.901283
187,2256.0,1.02295855e-08,2.0556804999999997e-08,8.4021195e-09,2256,3.3566205e-07,4.78171025e-07,1.6469917499999998e-07,2256,28.5731,1.901283
188,,,,,2268,3.293357e-07,4.60710825e-07,1.50725925e-07,2268,28.5731,1.901283
189,,,,,2280,2.7427105e-07,4.3175922500000004e-07,1.50725925e-07,2280,28.5731,1.901283
190,,,,,2292,2.202683e-07,4.10172225e-07,1.27499675e-07,2292,28.5731,1.901283
191,,,,,2304,1.9341104999999998e-07,3.850308e-07,1.2161895e-07,2304,28.5731,1.901283
192,,,,,2316,1.844083e-07,3.4964015e-07,1.09629275e-07,2316,28.5731,1.901283
193,,,,,2328,1.8417835e-07,3.046713e-07,1.09389375e-07,2328,28.5731,1.901283
194,,,,,2340,1.56245e-07,3.046713e-07,9.631144e-08,2340,28.5731,1.901283
195,,,,,2352,1.4017535e-07,2.9874864999999997e-07,8.8439155e-08,2352,28.5731,1.901283
196,,,,,2364,1.3588255e-07,2.20810125e-07,8.078725e-08,2364,28.5731,1.901283
197,,,,,2376,1.163249e-07,2.1012094999999998e-07,6.82747975e-08,2376,28.5731,1.901283
198,,,,,2388,1.0903325e-07,1.80723725e-07,6.31186225e-08,2388,28.5731,1.901283
199,,,,,2400,1.0629694999999999e-07,1.5200685e-07,5.72903925e-08,2400,28.5731,1.901283
200,,,,,2412,9.075152e-08,1.21318325e-07,5.5608645e-08,2412,28.5731,1.901283
201,,,,,2424,7.691358000000001e-08,1.15125525e-07,5.0363705e-08,2424,28.5731,1.901283
202,,,,,2436,6.749327000000001e-08,1.11564675e-07,4.1982435e-08,2436,28.5731,1.901283
203,,,,,2448,6.1240015e-08,1.09258715e-07,4.01206625e-08,2448,28.5731,1.901283
