,EvalCount,0,0.75,0.25,EvalCount,1,0.75,0.25,EvalCount,2,0.75,0.25,EvalCount,0,0,0,0,0,0
0,8,0.17344145,0.50570365,0.126850875,8,3.248145,4.1613735,2.2604785,8,1.1095305,1.26882425,0.699483475,8,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
1,16,0.15249265,0.49323165,0.10008364,16,1.7247585,2.1264005,1.582085,16,0.63142055,0.866041375,0.4536647,16,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
2,24,0.12475159999999999,0.461601375,0.08604105749999999,24,1.2811305,1.6424497500000002,0.9519379,24,0.50221655,0.771486125,0.337804775,24,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
3,32,0.10535345,0.32673427499999996,0.050591082499999995,32,1.032457,1.3317945,0.741814,32,0.4057995,0.6152723999999999,0.233247875,32,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
4,40,0.09859665000000001,0.2693794,0.050591082499999995,40,0.7528931999999999,0.941474775,0.6819921,40,0.31245025,0.5642324249999999,0.20720555,40,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
5,48,0.091413775,0.23756785,0.0468379825,48,0.64902465,0.8137245000000001,0.408578575,48,0.31245025,0.42026850000000004,0.18304684999999998,48,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
6,56,0.08864774,0.2075746,0.04135399,56,0.49207275,0.6790519,0.2866143,56,0.29508389999999995,0.386768125,0.17362975,56,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
7,64,0.077308515,0.206568175,0.040747780000000004,64,0.42879805000000004,0.55503245,0.267725575,64,0.26804785,0.35378495,0.16602085,64,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
8,72,0.077308515,0.1847388,0.040747780000000004,72,0.36629,0.55503245,0.2406049,72,0.2409204,0.353774475,0.165963775,72,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
9,80,0.05785759,0.17637409999999998,0.03547673,80,0.30167515,0.46704035,0.227231425,80,0.24090955,0.33385375,0.152445575,80,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
10,88,0.049293224999999996,0.17637409999999998,0.0343007975,88,0.23230865,0.376537675,0.17589322500000001,88,0.20564254999999998,0.31167955,0.12130627499999999,88,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
11,96,0.049293224999999996,0.17635825,0.0343007975,96,0.2132351,0.368714375,0.169054225,96,0.18115019999999998,0.29083295,0.10328985,96,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
12,104,0.049293224999999996,0.176350375,0.02893352,104,0.1857676,0.274793925,0.119952575,104,0.14484755,0.27113465000000003,0.0672944475,104,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
13,112,0.049293224999999996,0.176350375,0.02893352,112,0.1783013,0.237452275,0.116389125,112,0.14484755,0.27113465000000003,0.0664416575,112,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
14,120,0.049293224999999996,0.140599525,0.024652495,120,0.1636572,0.237452275,0.11315644999999999,120,0.14484755,0.271122925,0.0664416575,120,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
15,128,0.044604370000000004,0.140599525,0.020531874999999998,128,0.12530825,0.173836025,0.11078057499999999,128,0.12482104999999999,0.26931367500000003,0.0664416575,128,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
16,136,0.03614565,0.140599525,0.020531874999999998,136,0.12530825,0.173836025,0.10032176500000001,136,0.12482104999999999,0.25684372499999997,0.0618772075,136,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
17,144,0.03066601,0.140599525,0.020531874999999998,144,0.1166452,0.15737315,0.087114255,144,0.099355505,0.25684372499999997,0.061590275,144,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
18,152,0.03066601,0.140599525,0.020531874999999998,152,0.10494633,0.13658330000000002,0.06596152250000001,152,0.099355505,0.21774127499999998,0.061590275,152,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
19,160,0.03066601,0.140599525,0.020531874999999998,160,0.10494633,0.13220885,0.06477131,160,0.09520095,0.21774127499999998,0.061590275,160,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
20,168,0.03066601,0.140599525,0.01915596,168,0.08811873,0.13220885,0.0503713,168,0.08272806499999999,0.1653465,0.0438059325,168,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
21,176,0.029691000000000002,0.140599525,0.0177001875,176,0.08811873,0.13220885,0.0503713,176,0.08272806499999999,0.15560425,0.0438059325,176,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
22,184,0.029691000000000002,0.09750412,0.012577459249999999,184,0.08763728,0.13220885,0.047959695000000004,184,0.06717797,0.15560425,0.042214230000000005,184,0.38579509,0.34904849000000004,0.4266006425,0.43369789999999997,0.2782795,0.613566575
