,EvalCount,0,0.75,0.25,EvalCount,1,0.75,0.25,EvalCount,2,0.75,0.25,EvalCount,0,0,0,0,0,0
0,7,0.14084170000000001,0.20321097500000002,0.1139067,7,1.4524905000000001,1.7791135,0.956912025,7,0.31603505,0.376748875,0.22826902500000001,7,0.12950636,0.11733118249999999,0.139444815,0.100814245,0.0642067525,0.193514975
1,14,0.12068090000000001,0.186713325,0.0894899425,14,0.9169688,1.0768985,0.581400075,14,0.13313239999999998,0.19640285000000002,0.11398877499999999,14,0.12950636,0.11733118249999999,0.139444815,0.100814245,0.0642067525,0.193514975
2,21,0.10366073,0.13217125,0.07791484,21,0.3926227,0.5938502,0.252275625,21,0.12068090000000001,0.18972465,0.0923540775,21,0.12950636,0.11733118249999999,0.139444815,0.100814245,0.0642067525,0.193514975
3,28,0.08323409000000001,0.1092992575,0.0671805025,28,0.23763089999999998,0.308181225,0.212102675,28,0.12068090000000001,0.14464787499999998,0.0923540775,28,0.12950636,0.11733118249999999,0.139444815,0.100814245,0.0642067525,0.193514975
4,35,0.08323409000000001,0.1079443075,0.0518142775,35,0.21237635,0.239269175,0.1861528,35,0.12068090000000001,0.14464787499999998,0.0923540775,35,0.12950636,0.11733118249999999,0.139444815,0.100814245,0.0642067525,0.193514975
5,42,0.08323409000000001,0.1037073325,0.0518142775,42,0.1886832,0.223452125,0.11840755,42,0.101425515,0.12295425,0.0803657125,42,0.12950636,0.11733118249999999,0.139444815,0.100814245,0.0642067525,0.193514975
6,49,0.07360778500000001,0.1037073325,0.0513742575,49,0.15386485,0.2107234,0.11840755,49,0.095815865,0.12295425,0.0803657125,49,0.12950636,0.11733118249999999,0.139444815,0.100814245,0.0642067525,0.193514975
7,56,0.049354465,0.10222803999999999,0.0225990075,56,0.15386485,0.2107234,0.11840755,56,0.095815865,0.12295425,0.0803657125,56,0.12950636,0.11733118249999999,0.139444815,0.100814245,0.0642067525,0.193514975
8,63,0.04163192,0.10222803999999999,0.01194302125,63,0.15386485,0.2107234,0.11840755,63,0.095815865,0.12295425,0.06951109750000001,63,0.12950636,0.11733118249999999,0.139444815,0.100814245,0.0642067525,0.193514975
9,70,0.038232605,0.10222803999999999,0.010174681250000001,70,0.1314137,0.171616775,0.11840755,70,0.09352089499999999,0.12295425,0.052571124999999996,70,0.12950636,0.11733118249999999,0.139444815,0.100814245,0.0642067525,0.193514975
10,77,0.036188330000000005,0.10222803999999999,0.010174681250000001,77,0.1267846,0.158673,0.1024630725,77,0.09352089499999999,0.11767185,0.0473736525,77,0.12950636,0.11733118249999999,0.139444815,0.100814245,0.0642067525,0.193514975
11,84,0.02512644,0.078617255,0.010174681250000001,84,0.1267846,0.158673,0.0989400975,84,0.09352089499999999,0.11767185,0.0450410775,84,0.12950636,0.11733118249999999,0.139444815,0.100814245,0.0642067525,0.193514975
12,91,0.02512644,0.078617255,0.010174681250000001,91,0.1267846,0.158673,0.0989400975,91,0.09352089499999999,0.11767185,0.0425886225,91,0.12950636,0.11733118249999999,0.139444815,0.100814245,0.0642067525,0.193514975
13,98,0.02512644,0.076800705,0.0081276425,98,0.1267846,0.158673,0.0989400975,98,0.09352089499999999,0.11767185,0.030690734999999997,98,0.12950636,0.11733118249999999,0.139444815,0.100814245,0.0642067525,0.193514975
14,105,0.02437303,0.07584444,0.0081276425,105,0.1267846,0.158673,0.0989400975,105,0.09352089499999999,0.11763445,0.030690734999999997,105,0.12950636,0.11733118249999999,0.139444815,0.100814245,0.0642067525,0.193514975
15,112,0.02437303,0.07584444,0.007051785499999999,112,0.11352504999999999,0.13294974999999998,0.0928669525,112,0.09352089499999999,0.11763445,0.028651199999999998,112,0.12950636,0.11733118249999999,0.139444815,0.100814245,0.0642067525,0.193514975
16,119,0.02437303,0.07584444,0.007051785499999999,119,0.11352504999999999,0.13294974999999998,0.0817010725,119,0.09352089499999999,0.11763445,0.028651199999999998,119,0.12950636,0.11733118249999999,0.139444815,0.100814245,0.0642067525,0.193514975
17,126,0.018475535,0.07584444,0.007051785499999999,126,0.10820743,0.13294974999999998,0.0753742425,126,0.09352089499999999,0.11763445,0.028651199999999998,126,0.12950636,0.11733118249999999,0.139444815,0.100814245,0.0642067525,0.193514975
18,133,0.018475535,0.07584444,0.007051785499999999,133,0.104435295,0.13294974999999998,0.0687756125,133,0.09352089499999999,0.11761912499999999,0.028651199999999998,133,0.12950636,0.11733118249999999,0.139444815,0.100814245,0.0642067525,0.193514975
