,EvalCount,0,0.75,0.25,EvalCount,1,0.75,0.25,EvalCount,2,0.75,0.25,EvalCount,0,0,0,0,0,0,EvalCount,3,0.75,0.25,EvalCount,4,0.75,0.25,EvalCount,5,0.75,0.25
0,7,0.1592649,0.20389697499999998,0.139237875,7,1.816991,2.3588145,1.04710135,7,0.2192322,0.338440725,0.151309525,7,0.12950636,0.11733118249999999,0.139444815,0.16910495,0.133056375,0.20765830000000002,7,0.2727518949440074,0.39867000974331945,0.14498092443568128,7,3.9933259612751115,4.471219189742242,3.0355062001970126,7,0.38031758595827636,0.5416310094078118,0.2847720994737709
1,14,0.13513565,0.17412975,0.09208235249999999,14,0.660014,0.9314383749999999,0.45373094999999997,14,0.1451427,0.22010785,0.1052246375,14,0.12950636,0.11733118249999999,0.139444815,0.16910495,0.133056375,0.20765830000000002,14,0.18734326249752015,0.29080290990727575,0.11943084098332903,14,2.4371070652311158,2.779131832902745,1.9709180052739348,14,0.3258995380310714,0.41857015541208126,0.21440211011681437
2,21,0.11261655,0.153550825,0.06135895499999999,21,0.32558750000000003,0.522513,0.23563677500000002,21,0.1364101,0.186899275,0.09908579,21,0.12950636,0.11733118249999999,0.139444815,0.16910495,0.133056375,0.20765830000000002,21,0.1295529279082562,0.21592865597654184,0.07452626890242024,21,1.5972818457601101,2.2421313779269534,1.3934146671828491,21,0.1985866599842234,0.3101532406092188,0.14019427492111877
3,28,0.11261655,0.149101175,0.061253539999999995,28,0.253876,0.431710025,0.1690507,28,0.1350672,0.186899275,0.09908579,28,0.12950636,0.11733118249999999,0.139444815,0.16910495,0.133056375,0.20765830000000002,28,0.1160071150636385,0.17028481850560978,0.050929281225086075,28,1.1232607315224765,1.388390250631034,0.843763966404353,28,0.18130917954698106,0.2150417120198095,0.14631662099081402
4,35,0.11261655,0.149101175,0.061253539999999995,35,0.2212515,0.325451025,0.1690507,35,0.12586795,0.1756196,0.09388184499999999,35,0.12950636,0.11733118249999999,0.139444815,0.16910495,0.133056375,0.20765830000000002,35,0.03206199336323465,0.10861281297663503,0.018710633420187178,35,0.9711443718011079,1.2992008195598144,0.7651629833412619,35,0.09349741285236049,0.11890270470962769,0.0589752769831998
5,42,0.11261655,0.149101175,0.047533902499999996,42,0.181727,0.2272927,0.1255718375,42,0.12586795,0.1756196,0.09388184499999999,42,0.12950636,0.11733118249999999,0.139444815,0.16910495,0.133056375,0.20765830000000002,42,0.049287360951494746,0.07190317196602515,0.0077032397934691495,42,0.692547968059893,0.8153326100934065,0.4039167953865087,42,0.0659664254290818,0.1430360239471012,0.019194081392900575
6,49,0.11261655,0.149101175,0.047533902499999996,49,0.17284735,0.218242775,0.11609776249999999,49,0.122259,0.173020325,0.077200685,49,0.12950636,0.11733118249999999,0.139444815,0.16910495,0.133056375,0.20765830000000002,49,0.0125496620826033,0.04035266194873245,0.001341894685271675,49,0.40897689356958783,0.5040365303471317,0.324643965095548,49,0.0311859226509155,0.07165465823417015,0.0158184427820114
7,56,0.104879825,0.149101175,0.043623234999999996,56,0.1638626,0.18145667499999998,0.0919129725,56,0.11761015,0.1547768,0.04998377,56,0.12950636,0.11733118249999999,0.139444815,0.16910495,0.133056375,0.20765830000000002,56,0.0015945653000524914,0.02041835063265995,0.0,56,0.33297752303832484,0.4390735203776166,0.19952851958786344,56,0.01904162703924025,0.05098279350787123,0.0073211439403775
8,63,0.095890615,0.149101175,0.0348829975,63,0.1535309,0.17327272500000002,0.0919129725,63,0.11738935,0.1547768,0.044139535,63,0.12950636,0.11733118249999999,0.139444815,0.16910495,0.133056375,0.20765830000000002,63,0.00594923960795735,0.02624912960032115,0.0,63,0.20807945932358415,0.36059011716008815,0.15720119177765685,63,0.01909191847704915,0.04252708321367402,0.004400036972900924
9,70,0.09575961499999999,0.149101175,0.0319575625,70,0.14442080000000002,0.17327272500000002,0.0758502425,70,0.1114985,0.151775025,0.037165777500000004,70,0.12950636,0.11733118249999999,0.139444815,0.16910495,0.133056375,0.20765830000000002,70,0.0021484299443129,0.011118473110390475,0.0,70,0.1782247302845093,0.2311362187176176,0.10799450082098003,70,0.01760290991510765,0.030416011812692774,0.0014451363073262249
10,77,0.08768991500000001,0.149101175,0.030192715000000002,77,0.1356453,0.1720344,0.07065974,77,0.1114985,0.151775025,0.0367564275,77,0.12950636,0.11733118249999999,0.139444815,0.16910495,0.133056375,0.20765830000000002,77,0.0,0.0047052887875589505,0.0,77,0.10146316271764574,0.17226823483531778,0.058440966570537496,77,0.0051354740766206,0.03187332748590115,0.0
11,84,0.08239625,0.149101175,0.030192715000000002,84,0.1356453,0.1713528,0.07065974,84,0.0950119,0.14307125,0.0367564275,84,0.12950636,0.11733118249999999,0.139444815,0.16910495,0.133056375,0.20765830000000002,84,0.0,0.002300778547640325,0.0,84,0.0627985917593193,0.17724478325748239,0.03406791293605237,84,0.00627648179218915,0.02008703162438775,0.0
12,91,0.08239625,0.149101175,0.030192715000000002,91,0.1311628,0.1713528,0.066103565,91,0.085039365,0.14307125,0.0367564275,91,0.12950636,0.11733118249999999,0.139444815,0.16910495,0.133056375,0.20765830000000002,91,0.0,0.00795972523250745,0.0,91,0.039442525083186006,0.07075032221029202,0.015447145443222777,91,0.0056599323550957994,0.02297909380649005,0.0
13,98,0.0816905,0.149101175,0.028874965000000002,98,0.1217445,0.16739937500000002,0.06455567749999999,98,0.085039365,0.14307125,0.035861802500000005,98,0.12950636,0.11733118249999999,0.139444815,0.16910495,0.133056375,0.20765830000000002,98,0.0,0.0027787716756417498,0.0,98,0.01789464707161515,0.049095923167498695,0.0114110291031456,98,0.0007306446979065,0.011460160767236174,0.0
14,105,0.0816905,0.149101175,0.0251889375,105,0.1217445,0.16739937500000002,0.0519595325,105,0.078528115,0.14307125,0.021953624999999997,105,0.12950636,0.11733118249999999,0.139444815,0.16910495,0.133056375,0.20765830000000002,105,0.0,0.0,0.0,105,0.02967203755339895,0.04625359711039725,0.0091545463989962,105,0.0001897025664376,0.00888858414533295,0.0
15,112,0.07615577,0.1444971,0.0251889375,112,0.094594225,0.16739937500000002,0.0519595325,112,0.07556980499999999,0.14307125,0.021953624999999997,112,0.12950636,0.11733118249999999,0.139444815,0.16910495,0.133056375,0.20765830000000002,112,0.0,0.0,0.0,112,0.0159565647796104,0.030401158226248823,0.003226507797535375,112,0.0,0.005916945171397225,0.0
16,119,0.07615577,0.14437577499999998,0.0251889375,119,0.094594225,0.16739937500000002,0.05144996,119,0.07556980499999999,0.14307125,0.021953624999999997,119,0.12950636,0.11733118249999999,0.139444815,0.16910495,0.133056375,0.20765830000000002,119,0.0,0.0,0.0,119,0.0071276320348405,0.04311365392507707,0.002123705883326025,119,0.0,0.010408144328485901,0.0
17,126,0.072104975,0.14437577499999998,0.0227425625,126,0.094594225,0.16739937500000002,0.047954745,126,0.07556980499999999,0.14307125,0.021953624999999997,126,0.12950636,0.11733118249999999,0.139444815,0.16910495,0.133056375,0.20765830000000002,126,0.0,0.0,0.0,126,0.0033455867936647,0.019179244313943647,0.0,126,0.0,0.001308832784230725,0.0
18,133,0.072104975,0.1367044,0.02225486,133,0.091910985,0.16739937500000002,0.04575066,133,0.07556980499999999,0.14307125,0.02117388,133,0.12950636,0.11733118249999999,0.139444815,0.16910495,0.133056375,0.20765830000000002,133,0.0,0.0,0.0,133,0.0026637578053331002,0.012515842805210575,0.0,133,0.0,0.0123797163496502,0.0
