,EvalCount,0,0.75,0.25,EvalCount,1,0.75,0.25,EvalCount,2,0.75,0.25,EvalCount,0,0,0,0,0,0,EvalCount,3,0.75,0.25,EvalCount,4,0.75,0.25,EvalCount,5,0.75,0.25
0,7,0.15804755,0.311171425,0.0916044,7,1.7266715000000001,2.208546,1.3195175,7,0.41138644999999996,0.50589365,0.29456462499999997,7,0.36337135,0.31058338,0.4174898975,0.2658579,0.11970404999999999,0.561087325,7,0.03275209748130045,0.06764995746444424,0.0,7,3.8744272539377844,4.08191405401301,3.350620979894223,7,0.3156724262645329,0.4339326617756402,0.23520416084247997
1,14,0.13126785,0.168353825,0.08302927500000001,14,1.0267088,1.6082025,0.839972125,14,0.2285981,0.361180575,0.1999496,14,0.36337135,0.31058338,0.4174898975,0.2658579,0.11970404999999999,0.561087325,14,0.023642166051260897,0.06159799320787565,0.002043084255207725,14,2.521454128602664,2.8907003490832492,2.078155340940541,14,0.21019341414029263,0.2562289549536387,0.14480081142596404
2,21,0.1262512,0.15159665,0.063538755,21,0.65312495,0.908030525,0.44098945,21,0.20437,0.29026595,0.1600627,21,0.36337135,0.31058338,0.4174898975,0.2658579,0.11970404999999999,0.561087325,21,0.01019525825424555,0.035125689914718525,0.0,21,1.7214249739250933,2.040189312522284,1.1229061899963697,21,0.1778872997253291,0.30258162741209815,0.12447464085448837
3,28,0.08883626,0.15159665,0.0520892075,28,0.44222065,0.72683745,0.35106945,28,0.18113210000000002,0.248091575,0.111845355,28,0.36337135,0.31058338,0.4174898975,0.2658579,0.11970404999999999,0.561087325,28,0.0081317952300171,0.028001384694392676,0.0,28,0.9645429792697249,1.201067351950503,0.8499687372868939,28,0.12898984812810754,0.19829538650306758,0.06943730341740245
4,35,0.08857408,0.127433075,0.0432118175,35,0.42681355,0.652320225,0.35106945,35,0.1451592,0.19075692500000002,0.0850617925,35,0.36337135,0.31058338,0.4174898975,0.2658579,0.11970404999999999,0.561087325,35,0.0145251247694589,0.02725335072000145,0.0,35,0.7927586656428512,0.9972059018333246,0.5740677924854811,35,0.03206677563709335,0.06667167170636701,0.0196259648358891
5,42,0.08460171,0.127433075,0.0380911225,42,0.42681355,0.636131,0.23950385000000002,42,0.11201915,0.164200875,0.076768785,42,0.36337135,0.31058338,0.4174898975,0.2658579,0.11970404999999999,0.561087325,42,0.00743910519330685,0.02797487135644405,0.0,42,0.5109682478346314,0.564113138956813,0.36572614474749526,42,0.054207813809897545,0.08992417060706663,0.022310550762767174
6,49,0.08460171,0.127433075,0.0380911225,49,0.3703432,0.467494175,0.239129375,49,0.10171621,0.1483309,0.0732954875,49,0.36337135,0.31058338,0.4174898975,0.2658579,0.11970404999999999,0.561087325,49,0.00269159493261495,0.0179286213940506,0.0,49,0.2383774961230507,0.35290305451087234,0.1795904948411971,49,0.0441019142033416,0.05037495063770627,0.025884226955799675
7,56,0.06332237,0.10412787750000001,0.03539307,56,0.26647125,0.432374925,0.20149125,56,0.08527821,0.143238875,0.0478626775,56,0.36337135,0.31058338,0.4174898975,0.2658579,0.11970404999999999,0.561087325,56,0.0,0.023365849482389324,0.0,56,0.19293847365351094,0.3183924190728451,0.13430277716545258,56,0.018445456540146697,0.04850915001252078,0.0
8,63,0.046501745,0.0914350375,0.03539307,63,0.2029028,0.40171025,0.11339975000000001,63,0.05616717,0.143238875,0.0424461075,63,0.36337135,0.31058338,0.4174898975,0.2658579,0.11970404999999999,0.561087325,63,0.0046684147164818505,0.012088610280618951,0.0,63,0.155784574701138,0.2301382018593092,0.1032750010346686,63,0.01356945919567845,0.03150441304017185,0.002298729360807225
9,70,0.04517136,0.090953415,0.03539307,70,0.15506925,0.244429525,0.0987511975,70,0.0541997,0.1169535,0.03893261,70,0.36337135,0.31058338,0.4174898975,0.2658579,0.11970404999999999,0.561087325,70,0.0039392328287645,0.0174703401009914,0.0,70,0.10605784399308416,0.13840919496963905,0.07440699539461228,70,0.011815641074105751,0.034573718454841654,0.0038636906113431
