,EvalCount,0,0.75,0.25,EvalCount,1,0.75,0.25,EvalCount,2,0.75,0.25,EvalCount,0,0,0,0,0,0
0,7,0.15780329999999998,0.227860075,0.07517325,7,2.0412860000000004,2.46668975,1.44750675,7,0.5055113,0.561534125,0.27925215,7,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
1,14,0.14235375,0.223654925,0.0519438925,14,0.976231,1.1449615,0.573440975,14,0.3813054,0.51080655,0.246579,14,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
2,21,0.09932176000000001,0.22072692500000002,0.0519438925,21,0.5422682999999999,0.8199379499999999,0.40464317499999997,21,0.26073460000000004,0.43622685,0.16000657499999998,21,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
3,28,0.09932176000000001,0.22072692500000002,0.0519438925,28,0.46469795,0.582557575,0.35329164999999996,28,0.22283005,0.31429280000000004,0.1171271575,28,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
4,35,0.079995855,0.22057247500000002,0.045169915,35,0.4387592,0.542930575,0.3421626,35,0.2162462,0.27144825,0.1171271575,35,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
5,42,0.06910931000000001,0.204203575,0.035126305000000003,42,0.3513343,0.46047935,0.2486676,42,0.21404410000000001,0.26693,0.087238865,42,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
6,49,0.057350015,0.204203575,0.03101445,49,0.25890585,0.328232625,0.13705485,49,0.13387464999999998,0.24180035,0.0717627725,49,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
7,56,0.04294609,0.204203575,0.0227259425,56,0.1911927,0.268210725,0.114367975,56,0.12988005,0.24180035,0.0717627725,56,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
8,63,0.04294609,0.181781575,0.0227259425,63,0.17903845000000002,0.24617125,0.11129197499999999,63,0.12212485000000001,0.24048334999999998,0.06623038,63,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
9,70,0.035207415,0.181781575,0.018615465,70,0.1279393,0.24402032499999998,0.104185795,70,0.09806187999999999,0.24048334999999998,0.0587630875,70,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
10,77,0.035207415,0.1345501,0.018615465,77,0.11644805,0.230808725,0.0676945525,77,0.070533205,0.2239409,0.0248132725,77,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
11,84,0.029726425,0.1345501,0.018615465,84,0.1145316,0.230808725,0.0676945525,84,0.070533205,0.2239409,0.0243697975,84,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
12,91,0.027443685000000002,0.1345501,0.018615465,91,0.11021449999999999,0.217304975,0.0494993225,91,0.070533205,0.2239409,0.0243697975,91,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
13,98,0.02652799,0.128976625,0.018177065,98,0.097212505,0.148712275,0.0494993225,98,0.057280175,0.2239409,0.0243697975,98,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
14,105,0.02652799,0.11867327500000001,0.0178161475,105,0.09556883,0.148639525,0.0494993225,105,0.04427591,0.1939121,0.0243697975,105,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
15,112,0.02606237,0.10529265,0.015523120000000001,112,0.08420898,0.148639525,0.04241827,112,0.03865355,0.1939121,0.021851605000000003,112,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
16,119,0.025036885000000002,0.10529265,0.01231216,119,0.08420898,0.148639525,0.03544076,119,0.026425575,0.14294645,0.020433205000000003,119,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
17,126,0.025036885000000002,0.0864204375,0.0119163775,126,0.08420898,0.148639525,0.0271496125,126,0.025760965,0.14294645,0.01813277,126,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
18,133,0.02166149,0.07806365999999999,0.011680847500000001,133,0.075162355,0.148639525,0.0242602525,133,0.025760965,0.14294645,0.01813277,133,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
19,140,0.021393425,0.07733686,0.011680847500000001,140,0.0733731,0.148639525,0.0169286725,140,0.021692975,0.14294645,0.015757515,140,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
20,147,0.021393425,0.07733686,0.011680847500000001,147,0.0733731,0.148639525,0.0169286725,147,0.017775365,0.131356525,0.015608632499999999,147,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
21,154,0.01777102,0.07733686,0.00967496,154,0.066883455,0.148639525,0.0162107625,154,0.017775365,0.131356525,0.015608632499999999,154,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
22,161,0.01777102,0.07733686,0.00967496,161,0.06420801500000001,0.148639525,0.0162107625,161,0.017227325,0.131356525,0.014212687500000001,161,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
23,168,0.01552693,0.07733686,0.00914421575,168,0.06420801500000001,0.148639525,0.015881754999999997,168,0.017226385,0.1246935,0.0130296175,168,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
24,175,0.01552693,0.0751426825,0.00842507025,175,0.061595595,0.148639525,0.015881754999999997,175,0.017226385,0.11295775,0.0130296175,175,0.36337135,0.31058338,0.4174898975,0.22854715,0.17074465,0.352263075
