Ite,EvalCount,BestEval,Param,MeanEval,m0,m1,eigval0,eigval1,logDetC,m,sigma,C
1,6,2.401016e-05,[[ 0.57484044 -0.28428436]],3.207924e-09,1.576976e-01,-8.117535e-01,1.000000e+00,1.000000e+00,0.000000e+00,[ 0.15769757 -0.81175347],1.000000e-02,"[[1. 0.]
 [0. 1.]]"
2,12,1.787712e-05,[[ 0.57484044 -0.28428436]],9.665484e-06,1.546969e-01,-8.125844e-01,7.911362e-01,8.313349e-01,-4.190077e-01,[ 0.15469693 -0.81258437],8.043631e-03,"[[0.82763395 0.01162222]
 [0.01162222 0.79483716]]"
3,18,7.818251e-06,[[ 0.57484044 -0.28428436]],1.661211e-05,1.538799e-01,-8.102208e-01,6.519456e-01,6.678874e-01,-8.314299e-01,[ 0.15387987 -0.81022076],6.638024e-03,"[[ 0.66528011 -0.00589631]
 [-0.00589631  0.65455285]]"
4,24,2.968131e-06,[[ 0.57484044 -0.28428436]],1.172307e-05,1.553090e-01,-8.092280e-01,5.276732e-01,5.422843e-01,-1.251243e+00,[ 0.155309   -0.80922804],5.416662e-03,"[[0.53520438 0.00730203]
 [0.00730203 0.53475314]]"
5,30,2.968131e-06,[[ 0.57484044 -0.28428436]],3.119950e-07,1.571963e-01,-8.114170e-01,4.318727e-01,5.136299e-01,-1.505877e+00,[ 0.1571963  -0.81141699],4.813302e-03,"[[ 0.47517297 -0.0408068 ]
 [-0.0408068   0.47032966]]"
6,36,2.968131e-06,[[ 0.57484044 -0.28428436]],7.887278e-06,1.550974e-01,-8.128096e-01,4.138002e-01,4.442587e-01,-1.693720e+00,[ 0.15509744 -0.81280961],4.390451e-03,"[[ 0.41563878 -0.00725395]
 [-0.00725395  0.44242014]]"
7,42,1.306651e-06,[[ 0.57484044 -0.28428436]],2.631757e-06,1.561175e-01,-8.121455e-01,3.345431e-01,3.599147e-01,-2.116878e+00,[ 0.15611753 -0.81214548],3.430878e-03,"[[ 0.33707778 -0.00760812]
 [-0.00760812  0.35738011]]"
8,48,9.115604e-07,[[ 0.57484044 -0.28428436]],1.575298e-06,1.564752e-01,-8.113405e-01,2.714419e-01,3.032488e-01,-2.497209e+00,[ 0.1564752 -0.8113405],2.852021e-03,"[[0.27223171 0.00494961]
 [0.00494961 0.30245897]]"
9,54,1.231524e-07,[[ 0.57484044 -0.28428436]],3.169537e-07,1.573890e-01,-8.112171e-01,2.312765e-01,2.768220e-01,-2.748522e+00,[ 0.15738899 -0.81121708],2.650773e-03,"[[0.26274865 0.02104567]
 [0.02104567 0.24534984]]"
10,60,1.231524e-07,[[ 0.57484044 -0.28428436]],5.368069e-08,1.578806e-01,-8.115889e-01,1.956688e-01,2.398913e-01,-3.058901e+00,[ 0.15788061 -0.81158887],2.469378e-03,"[[0.23880061 0.00685894]
 [0.00685894 0.19675958]]"
11,66,1.231524e-07,[[ 0.57484044 -0.28428436]],3.256611e-07,1.577048e-01,-8.122705e-01,1.844189e-01,1.911454e-01,-3.345266e+00,[ 0.1577048  -0.81227049],2.271866e-03,"[[0.19024025 0.00229551]
 [0.00229551 0.18532407]]"
12,72,1.231524e-07,[[ 0.57484044 -0.28428436]],2.966674e-07,1.576324e-01,-8.111577e-01,1.503263e-01,1.978619e-01,-3.515133e+00,[ 0.15763238 -0.81115768],2.077630e-03,"[[ 0.15032888 -0.00035067]
 [-0.00035067  0.19785934]]"
13,78,1.411990e-08,[[ 0.57484044 -0.28428436]],1.109322e-07,1.578331e-01,-8.114059e-01,1.220500e-01,1.606525e-01,-3.931836e+00,[ 0.15783307 -0.81140594],1.681079e-03,"[[ 0.12218172 -0.0022509 ]
 [-0.0022509   0.16052079]]"
14,84,1.411990e-08,[[ 0.57484044 -0.28428436]],1.784627e-08,1.577542e-01,-8.115911e-01,9.861075e-02,1.299539e-01,-4.357151e+00,[ 0.15775424 -0.81159107],1.308163e-03,"[[ 0.0986486  -0.00108861]
 [-0.00108861  0.12991603]]"
15,90,1.411990e-08,[[ 0.57484044 -0.28428436]],6.893791e-08,1.574677e-01,-8.115427e-01,9.416885e-02,1.034343e-01,-4.631484e+00,[ 0.15746773 -0.81154267],1.172040e-03,"[[ 0.09422731 -0.00073365]
 [-0.00073365  0.10337588]]"
16,96,1.411990e-08,[[ 0.57484044 -0.28428436]],2.443929e-08,1.577697e-01,-8.118268e-01,7.761271e-02,1.107315e-01,-4.756671e+00,[ 0.15776974 -0.81182675],1.114311e-03,"[[ 0.08696881 -0.01491061]
 [-0.01491061  0.10137544]]"
17,102,7.580696e-09,[[ 0.57484044 -0.28428436]],1.702011e-09,1.576430e-01,-8.117229e-01,6.207304e-02,8.910381e-02,-5.197397e+00,[ 0.15764297 -0.81172294],8.648504e-04,"[[ 0.07002424 -0.01231688]
 [-0.01231688  0.08115262]]"
