Ite,EvalCount,BestEval,Param,MeanEval,m0,m1,eigval0,eigval1,logDetC,m,sigma,C
1,6,1.992506e+00,[[ 1.97407802 -0.79162015]],2.215305e+00,7.579276e-01,-1.255960e+00,9.944615e-01,1.005569e+00,1.006140e-16,[ 0.75792761 -1.25596048],3.767538e-01,"[[ 0.99772478 -0.00505956]
 [-0.00505956  1.00230606]]"
2,12,1.921826e+00,[[ 1.97407802 -0.79162015]],2.166165e+00,9.965671e-01,-1.356302e+00,7.889614e-01,9.596310e-01,-2.782444e-01,[ 0.9965671  -1.35630154],3.380889e-01,"[[ 0.93413439 -0.0608393 ]
 [-0.0608393   0.81445797]]"
3,18,1.385543e+00,[[ 1.97407802 -0.79162015]],2.023644e+00,1.324900e+00,-1.623240e+00,6.319765e-01,1.477024e+00,-6.887416e-02,[ 1.32490041 -1.62324049],4.023668e-01,"[[ 1.19572547 -0.39822294]
 [-0.39822294  0.91327456]]"
4,24,1.036926e+00,[[ 1.97407802 -0.79162015]],1.553069e+00,1.126334e+00,-1.690628e+00,5.606913e-01,1.192744e+00,-4.023283e-01,[ 1.12633354 -1.69062757],3.802026e-01,"[[ 0.96304755 -0.30400624]
 [-0.30400624  0.79038769]]"
5,30,3.311809e-01,[[ 1.97407802 -0.79162015]],1.109956e+00,9.807316e-01,-1.823950e+00,5.806572e-01,9.453527e-01,-5.997919e-01,[ 0.98073163 -1.82395046],3.758654e-01,"[[ 0.81753797 -0.17400247]
 [-0.17400247  0.70847192]]"
6,36,1.534914e-01,[[ 1.97407802 -0.79162015]],4.405576e-01,8.372251e-01,-2.204824e+00,7.215248e-01,1.044277e+00,-2.830635e-01,[ 0.83722505 -2.2048244 ],4.896527e-01,"[[0.73134572 0.05543712]
 [0.05543712 1.03445628]]"
7,42,1.534914e-01,[[ 1.97407802 -0.79162015]],7.743120e-03,3.262962e-01,-2.754971e+00,7.307689e-01,1.142235e+00,-1.806712e-01,[ 0.32629617 -2.75497103],7.730207e-01,"[[0.79140939 0.14585693]
 [0.14585693 1.08159451]]"
8,48,9.504427e-03,[[ 1.97407802 -0.79162015]],1.186716e-01,6.093955e-01,-2.968463e+00,6.545870e-01,9.346036e-01,-4.913836e-01,[ 0.60939554 -2.96846298],8.833417e-01,"[[0.67716864 0.07624509]
 [0.07624509 0.91202192]]"
9,54,9.504427e-03,[[ 1.97407802 -0.79162015]],3.532057e-03,4.180639e-01,-2.644752e+00,5.276873e-01,7.505896e-01,-9.261477e-01,[ 0.41806394 -2.64475209],7.888584e-01,"[[0.53910511 0.04913955]
 [0.04913955 0.73917178]]"
10,60,9.504427e-03,[[ 1.97407802 -0.79162015]],3.958080e-03,3.490227e-01,-2.742831e+00,4.246062e-01,5.943488e-01,-1.376882e+00,[ 0.34902273 -2.74283057],6.798742e-01,"[[0.43382126 0.03846123]
 [0.03846123 0.58513381]]"
11,66,9.504427e-03,[[ 1.97407802 -0.79162015]],3.264218e-01,2.055359e-01,-3.238485e+00,3.362980e-01,6.702182e-01,-1.489910e+00,[ 0.20553586 -3.23848532],7.198119e-01,"[[0.36394517 0.09201951]
 [0.09201951 0.64257096]]"
12,72,9.504427e-03,[[ 1.97407802 -0.79162015]],5.591796e-01,5.227937e-01,-3.435963e+00,3.427617e-01,5.974220e-01,-1.585851e+00,[ 0.52279374 -3.43596252],7.405261e-01,"[[0.34315717 0.0100275 ]
 [0.0100275  0.59702649]]"
13,78,9.504427e-03,[[ 1.97407802 -0.79162015]],2.127060e-01,1.077127e-01,-3.060530e+00,3.345971e-01,5.248703e-01,-1.739432e+00,[ 0.10771269 -3.06053016],6.662186e-01,"[[ 0.34682062 -0.04665182]
 [-0.04665182  0.51264678]]"
14,84,9.504427e-03,[[ 1.97407802 -0.79162015]],2.088307e-02,3.646786e-01,-2.840695e+00,2.973906e-01,4.633319e-01,-1.982020e+00,[ 0.36467858 -2.84069485],5.870689e-01,"[[ 0.29744632 -0.0030392 ]
 [-0.0030392   0.46327622]]"
15,90,9.504427e-03,[[ 1.97407802 -0.79162015]],1.531110e-02,3.356056e-01,-2.808144e+00,2.400435e-01,3.786311e-01,-2.398128e+00,[ 0.33560559 -2.80814363],4.832764e-01,"[[ 0.24005409 -0.0012133 ]
 [-0.0012133   0.37862051]]"
16,96,9.378904e-03,[[ 1.97407802 -0.79162015]],3.012750e-02,4.861013e-01,-2.846667e+00,2.237249e-01,3.071293e-01,-2.677825e+00,[ 0.4861013 -2.8466674],4.333380e-01,"[[ 0.22378659 -0.00226696]
 [-0.00226696  0.30706762]]"
17,102,9.378904e-03,[[ 1.97407802 -0.79162015]],2.617962e-04,3.849220e-01,-2.712375e+00,1.830463e-01,2.776393e-01,-2.979449e+00,[ 0.38492196 -2.71237485],3.807878e-01,"[[ 0.18518926 -0.01407539]
 [-0.01407539  0.27549631]]"
18,108,9.378904e-03,[[ 1.97407802 -0.79162015]],7.241803e-03,4.263550e-01,-2.778162e+00,1.536109e-01,2.218627e-01,-3.379029e+00,[ 0.42635499 -2.7781616 ],2.946522e-01,"[[ 0.15569704 -0.01174863]
 [-0.01174863  0.21977652]]"
19,114,7.940624e-03,[[ 1.97407802 -0.79162015]],3.221687e-03,3.401003e-01,-2.715725e+00,1.394273e-01,2.050597e-01,-3.554666e+00,[ 0.3401003  -2.71572522],2.706259e-01,"[[ 0.1574795  -0.02930743]
 [-0.02930743  0.18700753]]"
20,120,1.936490e-03,[[ 1.97407802 -0.79162015]],8.742198e-03,3.011537e-01,-2.692757e+00,1.132840e-01,1.834223e-01,-3.873821e+00,[ 0.30115374 -2.69275652],2.517008e-01,"[[ 0.14136456 -0.03436575]
 [-0.03436575  0.15534177]]"
21,126,4.843441e-04,[[ 1.97407802 -0.79162015]],7.256207e-03,3.410959e-01,-2.765704e+00,9.516322e-02,1.647522e-01,-4.155475e+00,[ 0.34109595 -2.76570398],2.124128e-01,"[[ 0.11729953 -0.03241028]
 [-0.03241028  0.14261586]]"
22,132,5.441707e-05,[[ 1.97407802 -0.79162015]],1.799224e-03,4.013497e-01,-2.741128e+00,9.770157e-02,1.406163e-01,-4.287558e+00,[ 0.40134972 -2.74112825],2.016706e-01,"[[ 0.12393597 -0.02091884]
 [-0.02091884  0.11438188]]"
23,138,1.279425e-05,[[ 1.97407802 -0.79162015]],4.220087e-05,3.885663e-01,-2.696475e+00,8.847929e-02,1.178881e-01,-4.563006e+00,[ 0.38856627 -2.69647477],1.877819e-01,"[[ 0.09864402 -0.0139861 ]
 [-0.0139861   0.10772339]]"
24,144,1.279425e-05,[[ 1.97407802 -0.79162015]],5.061946e-05,3.911121e-01,-2.705576e+00,7.038412e-02,9.412016e-02,-5.016971e+00,[ 0.39111212 -2.70557598],1.525964e-01,"[[ 0.0782259  -0.0111642 ]
 [-0.0111642   0.08627838]]"
25,150,1.279425e-05,[[ 1.97407802 -0.79162015]],3.656557e-04,4.127513e-01,-2.693819e+00,6.568448e-02,7.541197e-02,-5.307682e+00,[ 0.41275129 -2.69381867],1.411817e-01,"[[ 0.06973991 -0.00479611]
 [-0.00479611  0.07135654]]"
26,156,1.279425e-05,[[ 1.97407802 -0.79162015]],4.505690e-04,3.940043e-01,-2.678058e+00,5.399164e-02,6.814979e-02,-5.604973e+00,[ 0.39400433 -2.67805751],1.256595e-01,"[[ 0.05912183 -0.00680552]
 [-0.00680552  0.0630196 ]]"
