Ite,EvalCount,BestEval,Param,MeanEval,m0,m1,eigval0,eigval1,logDetC,m,sigma,C
20,120,6.121368e-05,[[ 0.11377954 -1.21918345]],2.871340e-04,9.694564e-01,-7.042911e-01,1.026212e-01,1.771594e-01,-4.007416e+00,[ 0.96945636 -0.7042911 ],5.528271e-02,"[[ 0.15007604 -0.03585017]
 [-0.03585017  0.12970455]]"
21,126,6.121368e-05,[[ 0.11377954 -1.21918345]],1.384823e-04,9.691340e-01,-7.168450e-01,9.029601e-02,1.643428e-01,-4.210463e+00,[ 0.96913401 -0.71684504],5.550182e-02,"[[ 0.12187494 -0.0366209 ]
 [-0.0366209   0.13276391]]"
22,132,6.121368e-05,[[ 0.11377954 -1.21918345]],9.698181e-05,9.632036e-01,-7.082377e-01,7.166060e-02,1.345633e-01,-4.641535e+00,[ 0.9632036  -0.70823774],4.338035e-02,"[[ 0.09941658 -0.03123349]
 [-0.03123349  0.1068073 ]]"
23,138,6.121368e-05,[[ 0.11377954 -1.21918345]],1.007016e-04,9.601037e-01,-7.065231e-01,5.837383e-02,1.115638e-01,-5.034047e+00,[ 0.96010366 -0.70652309],3.453983e-02,"[[ 0.08417366 -0.02658307]
 [-0.02658307  0.08576393]]"
24,144,6.121368e-05,[[ 0.11377954 -1.21918345]],1.880504e-04,9.670873e-01,-7.064919e-01,5.150161e-02,9.374683e-02,-5.333300e+00,[ 0.96708726 -0.70649189],3.007458e-02,"[[ 0.07711962 -0.02063871]
 [-0.02063871  0.06812882]]"
25,150,3.361948e-05,[[ 0.11377954 -1.21918345]],1.165767e-04,9.605519e-01,-7.058606e-01,4.343070e-02,8.392413e-02,-5.614431e+00,[ 0.96055192 -0.70586065],2.540597e-02,"[[ 0.07061177 -0.0190222 ]
 [-0.0190222   0.05674307]]"
26,156,4.414532e-06,[[ 0.11377954 -1.21918345]],4.942953e-05,9.609787e-01,-7.101401e-01,4.142340e-02,6.813107e-02,-5.870231e+00,[ 0.96097866 -0.7101401 ],2.338077e-02,"[[ 0.05617548 -0.01328043]
 [-0.01328043  0.05337899]]"
27,162,4.414532e-06,[[ 0.11377954 -1.21918345]],8.072082e-06,9.588621e-01,-7.137559e-01,4.658105e-02,5.819181e-02,-5.910572e+00,[ 0.95886207 -0.71375588],2.507506e-02,"[[ 0.04822464 -0.00404746]
 [-0.00404746  0.05654822]]"
28,168,4.414532e-06,[[ 0.11377954 -1.21918345]],9.772668e-06,9.573706e-01,-7.130567e-01,4.062902e-02,4.614518e-02,-6.279236e+00,[ 0.95737061 -0.71305667],2.332314e-02,"[[ 0.04144602 -0.0019594 ]
 [-0.0019594   0.04532818]]"
29,174,8.979605e-07,[[ 0.11377954 -1.21918345]],5.018361e-07,9.567181e-01,-7.164223e-01,3.519692e-02,4.480397e-02,-6.452255e+00,[ 0.95671813 -0.71642227],2.353190e-02,"[[0.03565976 0.00205726]
 [0.00205726 0.04434112]]"
30,180,8.979605e-07,[[ 0.11377954 -1.21918345]],8.009449e-08,9.575809e-01,-7.159787e-01,2.804903e-02,3.577627e-02,-6.904272e+00,[ 0.95758089 -0.71597869],1.975922e-02,"[[0.02837938 0.0015632 ]
 [0.0015632  0.03544591]]"
31,186,2.483029e-07,[[ 0.11377954 -1.21918345]],4.243017e-06,9.557167e-01,-7.149743e-01,2.524783e-02,2.856272e-02,-7.234668e+00,[ 0.95571669 -0.7149743 ],1.736601e-02,"[[0.02525561 0.00016032]
 [0.00016032 0.02855495]]"
32,192,2.483029e-07,[[ 0.11377954 -1.21918345]],5.618070e-07,9.572298e-01,-7.154494e-01,2.108841e-02,2.266106e-02,-7.646139e+00,[ 0.95722978 -0.71544944],1.373693e-02,"[[ 0.02111667 -0.0002089 ]
 [-0.0002089   0.0226328 ]]"
33,198,2.483029e-07,[[ 0.11377954 -1.21918345]],1.111707e-06,9.584389e-01,-7.162056e-01,1.738092e-02,2.212092e-02,-7.863614e+00,[ 0.95843894 -0.71620557],1.291123e-02,"[[ 0.02028068 -0.00231004]
 [-0.00231004  0.01922116]]"
34,204,6.676674e-08,[[ 0.11377954 -1.21918345]],1.772346e-07,9.574459e-01,-7.157662e-01,1.375419e-02,1.822271e-02,-8.291498e+00,[ 0.95744586 -0.71576622],9.861005e-03,"[[ 0.01672653 -0.00210883]
 [-0.00210883  0.01525038]]"
35,210,6.676674e-08,[[ 0.11377954 -1.21918345]],1.435095e-07,9.570791e-01,-7.159590e-01,1.154672e-02,1.479664e-02,-8.674708e+00,[ 0.95707912 -0.71595902],8.188264e-03,"[[ 0.01405304 -0.00136518]
 [-0.00136518  0.01229033]]"
36,216,3.493848e-08,[[ 0.11377954 -1.21918345]],2.834020e-07,9.578989e-01,-7.160444e-01,9.295649e-03,1.404450e-02,-8.943733e+00,[ 0.95789887 -0.71604438],7.283771e-03,"[[ 0.013486   -0.00152982]
 [-0.00152982  0.00985416]]"
37,222,3.493848e-08,[[ 0.11377954 -1.21918345]],8.143642e-08,9.571657e-01,-7.163656e-01,8.614992e-03,1.260232e-02,-9.128126e+00,[ 0.95716568 -0.71636557],6.775760e-03,"[[ 1.26023158e-02 -3.76328439e-06]
 [-3.76328439e-06  8.61499556e-03]]"
38,228,1.387259e-09,[[ 0.11377954 -1.21918345]],3.715629e-08,9.575704e-01,-7.162347e-01,6.949809e-03,1.054134e-02,-9.521492e+00,[ 0.95757044 -0.71623471],5.369136e-03,"[[0.0105336  0.00016652]
 [0.00016652 0.00695755]]"
